personId,age,sex,economic_status,income,carAvail,restricted_mobility,homeX,homeY,"acc jakob (policy network, base events+plans)",acc base default,acc policy default,,,,"jakob(policy network, base events+plans)",base default,policy default
berlin_501e5758,48,m,low,2000,always,FALSE,798016.3144581623,5836355.053726519,-7.227710451,-6.316533947,-7.689628421,,,,,,
berlin_6d239fd6,7,m,medium,2600,never,FALSE,799557.1119115567,5830968.778543516,-2.702989313,-1.716959914,-2.996507003,,,,,,
berlin_fa9cb89f,99,m,medium,2000,always,TRUE,804094.1091947599,5840767.852992491,-10.85830271,-10.04588585,-10.15695857,,,,,,
berlin_27a4b211,46,f,low,900,always,FALSE,800142.4889664624,5821593.878659417,-11.61011774,-7.859083004,-11.52831077,,,,,,
bb_79e1aa04,52,f,high,4600,always,FALSE,818096.64,5824156.07,-14.35270953,-10.7745132,-14.17262099,,,,,,
bb_37da68ff,63,m,low,900,always,FALSE,819401.22,5822429.33,-28.69261148,-24.11060025,-29.18867638,,,,,,
berlin_e091f6d4,14,m,low,1500,never,FALSE,800001.2202,5837016.218645539,-8.158257586,-7.470283466,-7.738691428,,,,,,
berlin_495203e7,79,m,medium,3000,always,FALSE,799091.7536126601,5816372.716710857,-10.26953574,-6.851582213,-10.14624678,,,,,,
berlin_4d6dfb7d,36,f,low,900,always,FALSE,798746.2550443965,5824543.236847725,-16.65371887,-2.678229156,-16.69518366,,,,,,
berlin_61517f67,45,m,high,5600,always,FALSE,797558.3068629759,5824947.722426183,-9.660984029,-0.766252331,-12.88623263,,,,,,
berlin_ce628fdb,24,m,low,1500,always,FALSE,804835.1244,5833583.535361334,-8.239513932,-6.685226802,-8.29028952,,,,,,
bb_39b79847,58,m,medium,1500,always,TRUE,820784.31,5798465,-28.2986909,-25.5911411,-29.79398894,,,,,,
berlin_aaf44095,64,f,low,1500,always,FALSE,801920.2889482311,5824290.134432356,-15.4762518,-2.777169093,-13.91578584,,,,,,
bb_b8c04bcf,94,m,medium,2000,always,FALSE,770039.52,5813804.41,-14.82951452,-14.81400372,-14.90539992,,,,,,
berlin_66cfea88,1,m,medium,2600,never,FALSE,804289.5347972817,5825553.229,-8.395490399,-5.01691776,-10.26032151,,,,,,
bb_8c010c9f,29,m,medium,1500,always,FALSE,774942.61,5815296.65,-14.00572248,-14.00295286,-13.97946411,,,,,,
berlin_f5842e75,53,f,low,900,always,FALSE,785135.0689054959,5816687.624806702,-13.93480962,-12.64780433,-14.37283015,,,,,,
berlin_eecd2f02,3,m,medium,3000,never,FALSE,809715.4379412808,5832131.122888988,-9.188367427,-7.102845336,-9.794013357,,,,,,
berlin_53b28d7b,25,f,very_low,499,always,FALSE,799088.2646837095,5833076.608888871,-8.172610867,-8.336736896,-8.030551847,,,,,,
berlin_145c88c3,8,m,medium,2600,never,FALSE,799704.0687414658,5828045.855315149,-12.89770225,-1.525744638,-13.81292135,,,,,,
berlin_f1109415,7,m,low,2000,never,FALSE,780582.6522803558,5830121.785857603,-3.665340866,-3.662900497,-4.032257571,,,,,,
berlin_c6f8ed9b,47,f,low,3000,always,FALSE,784336.2893908354,5830527.524298785,-1.998906063,-1.991788316,-2.236822366,,,,,,
bb_18e52663,41,f,very_low,499,always,FALSE,812487.62,5793465.05,-46.77144312,-46.77143558,-48.36748627,,,,,,
berlin_44d65b1b,45,f,medium,3000,always,FALSE,804838.1757796407,5828215.032,-5.974354053,-3.720590575,-7.313804372,,,,,,
berlin_2214321e,18,m,low,1500,always,FALSE,797583.4761590213,5828824.820476948,-11.48718313,-3.035088172,-27.35190598,,,,,,
berlin_2db9f0b0,67,m,medium,2000,always,FALSE,782148.3883083183,5820139.689189891,-6.646503124,-6.631308679,-6.546966703,,,,,,
berlin_70321501,82,m,medium,2000,always,FALSE,811929.9442594043,5831690.131972951,-11.685786,-9.557910533,-12.31767331,,,,,,
bb_2f1fe496,49,f,low,2000,always,FALSE,767188.42,5822496.29,-14.74103499,-14.73414659,-14.16123228,,,,,,
bb_85012d58,32,m,medium,2000,always,FALSE,744979.66,5811586.99,-30.13435865,-30.12826182,-30.28630969,,,,,,
berlin_9b54ed38,19,f,high,5600,always,FALSE,795070.923,5833640.127508541,-5.404879152,-3.613354464,-5.769941883,,,,,,
berlin_7a9970bc,75,m,very_high,5600,always,FALSE,813024.4862585929,5825116.520198545,-10.24587382,-7.860679308,-11.55676896,,,,,,
bb_5b092ce0,92,f,low,1500,always,TRUE,807323.73,5843126.9,-14.86648372,-14.17649919,-14.33273877,,,,,,
berlin_1b97dc74,82,m,medium,2000,always,TRUE,780374.6517,5827202.666430584,-4.247794981,-4.241540762,-4.164358676,,,,,,
berlin_7a0d6413,85,m,low,900,always,FALSE,782597.5626517679,5830843.122883685,-4.671468876,-4.67129664,-4.907606514,,,,,,
berlin_701e834d,31,f,very_high,4600,always,FALSE,796218.6062492457,5825513.866455265,-11.62327602,-1.284980847,-14.67439357,,,,,,
berlin_a430c9db,60,f,medium,2600,always,FALSE,818635.8917,5820687.311684048,-18.26762893,-13.69933155,-17.89646261,,,,,,
berlin_a1fe98fb,4,m,high,4600,never,FALSE,804832.4485195985,5831951.591742191,-6.413037748,-4.763534651,-5.518581598,,,,,,
bb_30654bc2,28,f,very_low,1500,always,FALSE,772690.18,5858594.56,-30.00801132,-29.76282762,-28.74842568,,,,,,
berlin_107ccf8c,88,m,medium,2600,always,FALSE,806680.0986524795,5825663.0013639815,-8.833773665,-5.699883039,-10.57074073,,,,,,
berlin_6f4a0fc7,4,m,high,4600,never,FALSE,797438.4770440178,5820206.316693115,-6.236813932,-3.638550852,-6.128928361,,,,,,
berlin_c6bd88f2,4,f,high,4600,never,FALSE,781362.5978087181,5819313.6187606845,-5.719406724,-5.688451377,-5.622451604,,,,,,
berlin_75b81157,32,f,medium,3600,always,FALSE,789872.9090355639,5835164.338288344,-6.631078923,-5.80202196,-7.034036804,,,,,,
bb_7a4af7f3,72,m,low,1500,always,TRUE,826680.72,5822533.53,-26.79423579,-23.7661836,-26.4236142,,,,,,
berlin_ca2f8514,58,f,medium,3000,always,FALSE,794516.5859146666,5828312.519529104,-9.629282476,-1.749941029,-9.698365644,,,,,,
berlin_44367d33,16,m,very_low,2600,never,FALSE,798941.3137745237,5832450.055554075,-4.045938283,-3.126030659,-4.218645487,,,,,,
berlin_1d7fae99,41,f,high,3600,always,FALSE,800729.6959432382,5822271.515805556,-7.492589104,-3.281915429,-8.618165379,,,,,,
berlin_7b15a157,15,m,low,3000,never,FALSE,783377.1478460982,5829108.607494803,-1.507570204,-1.502625871,-2.04398117,,,,,,
berlin_b683cae1,15,m,medium,3600,never,FALSE,792300.7497915627,5821565.581427085,-4.338835214,-2.979681586,-4.006880663,,,,,,
bb_64b3e835,57,f,medium,3000,always,FALSE,827793.81,5745359.87,-36.47232601,-36.34599679,-37.1032576,,,,,,
berlin_c31f4615,45,f,high,3600,always,FALSE,802149.2374290603,5819707.469985751,-8.394524379,-5.404595918,-9.243252224,,,,,,
berlin_d4e53936,57,f,medium,2000,always,FALSE,800249.3551227893,5824786.104748845,-17.99456582,-1.554265746,-19.50638969,,,,,,
berlin_96a4189a,13,m,medium,2600,never,FALSE,799454.3012,5824777.635,-17.31380034,-1.660580131,-19.24977891,,,,,,
bb_0643c5f0,10,f,very_low,1500,never,FALSE,791606.04,5840517.36,-13.36233317,-12.21268293,-13.67102264,,,,,,
berlin_8b68bb3f,41,f,very_low,2000,always,FALSE,798350.2267588803,5825024.736577272,-13.47432053,-1.383364803,-15.36719963,,,,,,
berlin_6156cfba,59,f,high,3600,always,FALSE,793170.8322,5824587.728524875,-6.66227457,-2.060687706,-6.682169471,,,,,,
bb_ec2a54d6,25,f,medium,2000,always,FALSE,775760.52,5798809.33,-12.61030539,-12.60929522,-12.62578462,,,,,,
berlin_42da1643,18,f,medium,3000,always,FALSE,790102.4008682959,5833915.669467639,-6.861367039,-5.917810778,-7.299089565,,,,,,
bb_f4d62440,54,f,high,3600,always,FALSE,775671.91,5814488.53,-10.48114314,-10.33933419,-10.2466988,,,,,,
berlin_4287da90,1,m,very_high,5600,never,FALSE,800285.0921,5822205.078112731,-6.095873903,-3.047768551,-7.919257937,,,,,,
berlin_66a34ba8,61,f,medium,1500,always,TRUE,781665.4201767391,5828689.635835343,-2.989125014,-2.988231361,-3.012403533,,,,,,
berlin_1fda6cdf,48,f,low,900,always,FALSE,801617.1551,5823295.933,-16.93802231,-4.408500692,-16.6761672,,,,,,
berlin_f0c9c588,15,m,very_high,5600,never,FALSE,789106.8337724076,5817467.291,-6.260206387,-4.967342116,-6.479740868,,,,,,
berlin_67726644,68,m,low,1500,always,TRUE,802954.8530978751,5818094.582720367,-13.92073532,-9.52025349,-14.28457274,,,,,,
berlin_363281a7,95,m,low,900,always,TRUE,791803.4904077845,5833194.168648814,-11.79445897,-10.64516314,-12.27397907,,,,,,
berlin_3a108625,42,f,low,3000,always,FALSE,804059.1171599161,5830412.798496792,-5.804312738,-3.839439074,-6.078936415,,,,,,
berlin_46505df2,5,m,high,3600,never,TRUE,809422.9344843985,5834018.322298597,-9.208418058,-7.128316308,-9.636505728,,,,,,
berlin_048c3a56,10,m,medium,4600,never,FALSE,800940.2402584078,5826035.792848947,-15.36456136,-0.682226348,-15.47664656,,,,,,
berlin_d339e6d6,62,f,very_low,500,always,TRUE,787501.4726058652,5829873.828582233,-7.53125701,-7.527633913,-8.702164993,,,,,,
berlin_73ace8dd,12,m,high,4600,never,FALSE,801784.4552668962,5817023.171648393,-9.470698718,-6.346373148,-9.695587009,,,,,,
berlin_f99b0848,24,f,medium,2000,always,FALSE,785336.6638945624,5830433.497701825,-2.29680507,-2.293437882,-2.47356549,,,,,,
berlin_6c9fbdef,53,f,low,2000,always,FALSE,792368.3025834825,5819926.070765666,-5.948844534,-4.693235554,-5.687912227,,,,,,
berlin_55d58a2c,20,f,medium,2600,always,FALSE,795168.1522025252,5818015.611292491,-7.860274619,-6.137768732,-8.384879178,,,,,,
bb_2dfab436,11,f,very_low,1500,never,FALSE,825406.97,5830347.4,-25.39413809,-22.62694242,-26.0274408,,,,,,
berlin_8dec60e6,39,f,high,4600,always,FALSE,782686.0753382945,5826882.671539573,-2.167689527,-2.144477009,-2.467954357,,,,,,
bb_b23f52d6,65,f,very_low,499,always,FALSE,766313.22,5811619.56,-49.03942431,-49.03942828,-49.6255674,,,,,,
berlin_75572b78,46,m,high,5600,always,FALSE,795457.6238,5829940.695223421,-3.700097826,-1.76175575,-3.726978442,,,,,,
bb_a55aff6a,23,m,high,3600,always,FALSE,784451.89,5839684.2,-8.660414234,-8.258444696,-7.175761115,,,,,,
berlin_aed0dc4d,52,f,low,900,always,FALSE,795063.9083956785,5829433.372,-5.583959333,-3.198474996,-6.047217183,,,,,,
berlin_b0b44332,64,f,low,900,always,FALSE,799037.6091271497,5824799.1783716045,-18.13423865,-2.64587082,-18.17570343,,,,,,
berlin_bac643d9,50,f,medium,3000,always,FALSE,804889.7331897024,5826442.429240758,-7.572783995,-4.670113704,-9.206208311,,,,,,
berlin_16425fb5,28,m,medium,2000,always,FALSE,795137.5279972043,5829297.84,-5.144243702,-2.054098117,-5.155799018,,,,,,
berlin_1ce519d5,39,f,high,3600,always,FALSE,801602.7534542407,5823648.871100216,-12.23712534,-2.345229047,-12.62087416,,,,,,
berlin_922a26bc,30,m,very_low,500,always,FALSE,805393.1284,5827754.679649471,-13.96607299,-10.8715509,-16.83167376,,,,,,
bb_e270edd6,98,f,high,3600,always,TRUE,816996.59,5840553.13,-13.40558235,-11.64757589,-13.47870102,,,,,,
berlin_8250232b,19,f,very_low,900,always,FALSE,804021.3795818787,5820345.484071631,-16.08295697,-9.788732453,-16.26472173,,,,,,
berlin_24e50a7f,42,f,low,2000,always,FALSE,792294.5402659463,5817258.277648445,-8.216643863,-6.822656416,-8.260452336,,,,,,
bb_8cab560c,69,f,low,900,always,FALSE,811680.39,5837176.67,-19.45329483,-16.93273197,-19.67117377,,,,,,
berlin_fc2f28a6,43,f,medium,2000,always,FALSE,804367.3697609928,5823104.255952521,-10.72041768,-4.473935573,-11.33256839,,,,,,
berlin_6da9098b,44,f,medium,2000,always,FALSE,809133.6649299143,5831645.322512826,-9.769889931,-7.675681018,-10.40640607,,,,,,
berlin_ed6293ff,76,m,high,3600,always,FALSE,810450.4407019203,5816225.740249458,-12.77371508,-8.817899916,-14.52539546,,,,,,
berlin_3e1b3e06,51,f,medium,3000,always,FALSE,798010.2028358579,5836230.377025642,-6.388614449,-5.330896485,-6.837747435,,,,,,
berlin_bac2ba4b,16,m,low,2000,never,FALSE,801821.2948,5830909.817874494,-4.370575651,-2.869991213,-4.472926314,,,,,,
berlin_95195e98,46,m,very_low,500,always,FALSE,798051.4864915293,5820890.365503193,-14.14737193,-9.962809804,-15.49377367,,,,,,
berlin_ed55bc5a,99,m,medium,2000,always,TRUE,790068.8599377414,5834862.196399414,-7.919591154,-7.182709174,-8.422590602,,,,,,
berlin_2452a815,57,f,low,900,always,FALSE,788247.1740169143,5818096.731,-11.05092453,-9.728285101,-11.30019974,,,,,,
berlin_b413b15e,35,f,very_high,5600,always,FALSE,808964.8919796471,5815584.468184897,-11.31136774,-7.802803718,-13.02654241,,,,,,
berlin_de476d1c,59,f,very_low,500,always,FALSE,805381.3337758149,5830163.326483065,-13.31977502,-10.88411837,-14.54600675,,,,,,
berlin_14fdb431,16,m,very_high,5600,never,FALSE,799516.8199448214,5817916.568,-8.116451264,-5.438960547,-8.567335191,,,,,,
bb_163b904a,29,f,very_low,2000,always,FALSE,770657.62,5828578.46,-9.378819619,-9.375326169,-8.902915011,,,,,,
berlin_8da6dce8,49,f,high,3600,always,FALSE,813394.6029409079,5829156.815813575,-11.00608381,-8.72657881,-11.73790499,,,,,,
bb_4d5149f9,19,m,medium,3600,always,FALSE,803110.5,5803121.02,-13.72340801,-12.49592496,-13.40811155,,,,,,
berlin_16b55c17,64,f,low,1500,always,FALSE,800410.4095,5825305.938351073,-17.86194351,-1.157351909,-19.34719568,,,,,,
berlin_20d1f9aa,39,m,medium,3600,always,FALSE,810123.4106016682,5816386.481,-12.5271704,-8.552099064,-14.2413097,,,,,,
berlin_4dae5d59,44,f,medium,2000,always,FALSE,798731.7652885185,5837174.964411676,-9.027630886,-8.082484653,-8.92208193,,,,,,
berlin_74bcdeca,46,f,medium,3600,always,FALSE,791029.3123976196,5818926.280278752,-5.799105438,-4.668556179,-5.787856641,,,,,,
berlin_892ad048,2,m,medium,3000,never,FALSE,782045.1558809786,5827322.671574093,-2.352097417,-2.342299194,-2.357211602,,,,,,
berlin_b6b7db31,47,f,low,1500,always,FALSE,800609.6231,5823863.982271905,-15.12901496,-2.708339295,-17.25711651,,,,,,
bb_4a48bbaa,38,m,high,3600,always,FALSE,749752.18,5856650.05,-20.9977247,-20.80030026,-21.11893882,,,,,,
berlin_cc84381a,19,f,very_low,900,always,FALSE,809827.2997,5832230.315879226,-15.13278694,-12.93159685,-16.16825089,,,,,,
berlin_a559e169,22,f,medium,3600,always,FALSE,806753.2606022372,5827391.675065233,-7.918046433,-5.55114035,-8.692456812,,,,,,
berlin_1f44e3a8,19,f,medium,2600,always,FALSE,797355.5521269809,5831850.443,-4.352746737,-3.199879895,-4.732948074,,,,,,
berlin_7b645368,28,m,low,900,always,FALSE,801137.2646615109,5822560.506917374,-13.39074089,-5.454779806,-14.96496016,,,,,,
bb_f629e301,54,m,medium,3000,always,FALSE,773689.93,5812081.85,-12.69161093,-12.4742808,-12.77811176,,,,,,
berlin_b30be9c1,39,f,low,900,always,FALSE,804441.9924490199,5830071.340842573,-8.672976297,-6.549799358,-9.432401016,,,,,,
bb_5d377580,55,f,medium,3000,always,FALSE,801602.81,5809540.56,-14.25432609,-12.03662513,-14.81513273,,,,,,
bb_faa99b4a,86,f,high,4600,always,FALSE,819066.16,5828797.48,-13.44144043,-10.80959353,-13.12649907,,,,,,
berlin_4558a273,12,m,medium,2600,never,FALSE,801712.1863811263,5832110.508,-4.570576165,-3.327560258,-4.567344294,,,,,,
berlin_db18c243,52,f,very_high,5600,always,FALSE,797408.3363,5822808.482,-5.421185791,-1.96608658,-5.516112012,,,,,,
berlin_5344e0dc,18,f,high,4600,always,FALSE,798723.8792930791,5831036.827317951,-3.385017288,-1.78525605,-3.886347881,,,,,,
berlin_f27a8f8f,12,m,medium,3600,never,FALSE,794583.1376434118,5824991.713481383,-9.823798114,-2.242398277,-9.808822507,,,,,,
bb_a92cd859,0,m,very_high,5600,never,FALSE,795296.12,5839945.88,-8.304831016,-7.163036007,-8.563566833,,,,,,
bb_99228e57,60,m,very_low,900,always,FALSE,770311.17,5835388.42,-18.63691746,-18.63685189,-18.97842827,,,,,,
bb_86720ed2,58,m,very_high,5600,always,FALSE,783798.46,5848753.33,-11.61975461,-10.98726764,-10.87624381,,,,,,
berlin_f114c025,67,m,high,3000,always,TRUE,814153.7306502324,5821338.857982515,-14.93182999,-10.63898943,-15.41014296,,,,,,
berlin_8e3716bc,19,m,high,5600,always,FALSE,795149.1813880827,5823137.636864607,-4.448013283,-2.291116612,-4.344745874,,,,,,
berlin_ee8fd38c,11,m,low,3600,never,FALSE,789976.2364115801,5819443.505121952,-6.145368924,-5.106499988,-6.015581464,,,,,,
berlin_b822b58d,17,m,medium,2000,never,FALSE,795241.4542384285,5824444.300639581,-8.881143778,-2.781301886,-8.609622334,,,,,,
berlin_5ebe8c91,40,f,medium,2000,always,FALSE,798379.6919009241,5833234.866977989,-5.031317311,-4.193819301,-5.209094118,,,,,,
berlin_97e0f378,43,f,medium,2600,always,FALSE,798071.9979895926,5824242.452658655,-10.64365627,-1.575327271,-12.98628226,,,,,,
berlin_b3ac7b14,25,m,medium,1500,always,FALSE,794156.4524627327,5824764.782346332,-10.61216321,-3.234746979,-10.60639228,,,,,,
berlin_23d1e89a,79,m,high,2600,always,TRUE,798146.3198202862,5835351.802,-5.982913065,-4.970789011,-6.310536774,,,,,,
berlin_14e69201,36,f,medium,1500,always,FALSE,793966.4665,5820537.3959997045,-6.79808224,-5.499785306,-6.610906175,,,,,,
bb_fc3bc6b5,69,f,medium,2000,always,TRUE,801910.91,5806011.92,-16.71708645,-15.5186964,-16.98735616,,,,,,
bb_27080c18,67,m,medium,2000,always,FALSE,772195.49,5831282.48,-9.975461041,-9.972383485,-9.580907569,,,,,,
berlin_3a2fc002,61,f,very_low,500,always,FALSE,796004.5814209335,5830925.562664555,-6.810273265,-6.318095872,-7.099116972,,,,,,
berlin_127e6ee3,78,m,medium,2000,always,FALSE,800464.2168685676,5815060.673842363,-12.67133173,-9.36951798,-13.45672928,,,,,,
berlin_42f43003,55,f,medium,2000,always,FALSE,785678.0550224653,5828059.268897152,-1.588043696,-1.575888729,-1.36027545,,,,,,
berlin_e67c8dfa,14,m,high,4600,never,FALSE,799716.2442846614,5826360.5509038195,-20.38521165,-0.505056664,-20.49729685,,,,,,
bb_25cd1e4b,37,m,very_low,900,always,FALSE,787604.32,5791723.95,-7.220717781,-7.220717781,-7.210467781,,,,,,
berlin_c78caa6d,64,f,low,900,always,FALSE,809077.5272489171,5832691.340026493,-14.03834201,-11.83637666,-15.02320785,,,,,,
berlin_8f55028f,45,m,medium,1500,always,FALSE,798441.4412826085,5832060.8528479105,-4.803785584,-4.042876494,-5.020246843,,,,,,
berlin_2db0bcdb,33,f,high,4600,always,FALSE,799264.4542666136,5826363.4243302625,-22.09625829,-1.604716215,-22.20834348,,,,,,
berlin_9df4eb2b,34,f,low,900,always,FALSE,792607.0713108752,5825731.3183001615,-8.09281034,-2.503878696,-19.53768207,,,,,,
berlin_d74e9022,2,m,medium,3000,never,FALSE,803093.0537981665,5819615.985000739,-9.683615524,-6.117591325,-10.31936444,,,,,,
berlin_e37f8ca3,51,f,high,4600,always,FALSE,782982.8194921189,5826167.951548467,-2.512003115,-2.473914561,-2.398604784,,,,,,
berlin_3c0013bb,2,m,medium,2600,never,FALSE,785416.0330381906,5835869.952772761,-10.56070572,-9.679079036,-11.08266003,,,,,,
berlin_bf87be91,46,f,low,3000,always,FALSE,797244.6891216439,5817403.9729546625,-8.702925278,-6.366720488,-9.154609144,,,,,,
berlin_9852ac0c,72,m,very_high,5600,always,FALSE,794115.7642191243,5824880.049182395,-9.691813782,-2.26491131,-9.6901624,,,,,,
berlin_3fa702e5,23,f,very_low,900,always,FALSE,790791.6754390418,5823232.810878001,-4.188744524,-3.413398056,-4.993986165,,,,,,
berlin_8a276591,19,m,medium,4600,always,FALSE,793549.8261,5815899.873659417,-7.597845322,-6.077570875,-7.711239046,,,,,,
berlin_cc400e3a,28,f,medium,3600,always,FALSE,795662.4820603719,5829407.6161959525,-4.274482295,-1.578500991,-4.308352771,,,,,,
berlin_61e466c9,10,m,low,2000,never,FALSE,810075.2694467821,5832097.076358071,-10.18524556,-8.091027091,-10.89752997,,,,,,
bb_aa13a99b,74,f,very_high,5600,always,TRUE,813988.12,5844923.21,-12.30714257,-10.79552736,-12.59879794,,,,,,
bb_f13aa458,43,m,medium,3000,always,FALSE,774323.9,5800638.05,-11.97242939,-11.90020511,-11.98938216,,,,,,
berlin_1a6bf403,61,f,medium,1500,always,FALSE,796259.3309751768,5833473.022456126,-6.59800293,-5.326228597,-6.845610734,,,,,,
berlin_56c22ce0,12,m,low,2000,never,FALSE,800628.0786471937,5824667.934231437,-16.46090322,-1.692631125,-17.97272709,,,,,,
bb_32430078,58,m,high,3000,always,FALSE,775992.15,5830762.59,-5.775848948,-5.769762458,-5.742747666,,,,,,
berlin_29e1de54,52,f,medium,2000,always,FALSE,794747.3723,5829277.622142496,-6.191863205,-2.717583253,-6.215716878,,,,,,
bb_b602b124,2,f,high,4600,never,FALSE,783136.56,5849072.09,-12.03363255,-11.35696933,-11.29620986,,,,,,
berlin_f044cfa0,41,f,high,3600,always,FALSE,794993.2346126119,5837306.119309522,-8.453140911,-7.022004869,-8.796761452,,,,,,
berlin_1184bc80,9,m,very_high,5600,never,FALSE,795100.8515616541,5836572.538983432,-7.430412381,-5.908125542,-7.656054095,,,,,,
berlin_692f330a,41,m,very_high,5600,always,FALSE,797883.8512984681,5832612.370400633,-4.772767026,-3.5129079,-4.927332522,,,,,,
berlin_ecaafe21,7,m,medium,3000,never,FALSE,799896.8115026616,5827241.798998218,-15.36573731,-1.276777197,-17.05128981,,,,,,
berlin_b8ba2528,91,m,medium,1500,always,FALSE,793372.2516530408,5821921.422064167,-4.906314744,-4.026155474,-5.203196302,,,,,,
bb_eb178343,59,f,low,900,always,FALSE,818249.61,5827581.14,-23.6949415,-20.25356797,-25.07174018,,,,,,
berlin_43eb73a8,25,f,high,3600,always,FALSE,801336.9957,5824334.154108876,-13.22826956,-1.737441768,-14.83610076,,,,,,
berlin_0b2ca4d8,96,m,low,1500,always,FALSE,804387.6786980256,5830146.307818257,-7.430197416,-5.382927991,-7.722163936,,,,,,
bb_1c3df7d4,50,f,very_low,500,always,FALSE,778935.2,5836378.34,-18.35172113,-18.35171791,-18.11577115,,,,,,
berlin_8b3d5d4a,97,m,medium,2000,always,TRUE,806744.4306123983,5817448.072464684,-13.98688901,-9.606629967,-15.25756746,,,,,,
berlin_a560b061,74,m,high,3000,always,FALSE,790915.7768,5840869.387780825,-10.50810681,-9.282346727,-10.67055715,,,,,,
berlin_a757ecf0,5,m,high,3600,never,FALSE,812882.6958609595,5830596.947538743,-10.70068539,-8.583817904,-11.158449,,,,,,
bb_50c445b3,24,m,high,4600,always,FALSE,814456.91,5812439.17,-14.57414932,-10.92878756,-15.53126296,,,,,,
berlin_89627599,64,f,medium,3000,always,FALSE,800731.9942,5814191.073976151,-11.1161913,-8.329030938,-12.10747855,,,,,,
berlin_4d115177,44,m,medium,3000,always,FALSE,801128.1740943114,5828366.054902869,-8.753678841,-1.792643675,-10.43923135,,,,,,
bb_f017113c,95,f,medium,1500,always,TRUE,813036.74,5811859.96,-21.75451203,-16.80775093,-22.74691166,,,,,,
berlin_8870865f,36,m,medium,2600,always,FALSE,802200.2149754092,5822974.5787524795,-10.83706757,-3.352179742,-10.23684951,,,,,,
bb_429453a0,0,m,low,3000,never,FALSE,795743.23,5844022.42,-10.53620602,-9.523842994,-10.6170161,,,,,,
berlin_d89c425f,8,m,medium,3600,never,FALSE,796361.4253230949,5830323.284,-4.023388069,-2.116281556,-4.192550497,,,,,,
berlin_e0089051,98,m,low,1500,always,TRUE,798946.9056575822,5830217.026252704,-6.074404266,-2.427494549,-6.440262372,,,,,,
berlin_64a9df9c,34,f,medium,2600,always,FALSE,812439.7611691845,5831264.532139009,-11.14402259,-9.021682741,-11.69434891,,,,,,
bb_a2dc73f5,97,m,very_low,500,always,TRUE,791553.09,5813619.35,-22.58429407,-22.80693246,-22.54695088,,,,,,
berlin_3a13c848,29,m,low,900,always,FALSE,802750.4219,5832203.698,-6.705204112,-5.033020127,-7.161702145,,,,,,
berlin_8b4c0e9e,56,m,medium,3000,always,FALSE,808693.2198479809,5833795.765892493,-9.105769584,-7.024491995,-9.366537307,,,,,,
berlin_7907b826,42,f,low,900,always,FALSE,792257.2413856168,5838315.042925626,-14.78280154,-13.71525763,-15.20664119,,,,,,
bb_a92ecee1,52,f,very_low,500,always,TRUE,802994.31,5802603.04,-44.9581239,-41.80273683,-45.25729943,,,,,,
berlin_ba1f05ea,52,f,high,3600,always,FALSE,797822.4238039188,5818511.966329325,-7.906005886,-5.173015448,-8.274956167,,,,,,
bb_082d2e9b,10,m,high,4600,never,FALSE,779259.18,5814423.39,-10.25295832,-9.08611176,-10.18340754,,,,,,
berlin_39840720,4,m,very_low,900,never,FALSE,801222.0028478692,5831327.336336334,-4.626345086,-3.427218639,-4.63733631,,,,,,
berlin_1e298485,44,f,high,3600,always,FALSE,795456.1555324171,5835713.520216059,-6.943166716,-5.383400789,-7.372505242,,,,,,
berlin_3fe019de,56,m,low,900,always,FALSE,812254.6086552709,5831515.776531212,-16.92290117,-14.68889576,-17.83998372,,,,,,
berlin_90237688,73,m,medium,2000,always,FALSE,795310.5761557772,5836509.6138521135,-8.500075454,-7.187741862,-8.917140377,,,,,,
berlin_caea2eb5,46,f,very_high,5600,always,FALSE,784638.4766896591,5830312.392576041,-1.701361697,-1.685863512,-1.874180814,,,,,,
bb_76f58796,12,m,low,2000,never,FALSE,786623.21,5814609.49,-10.25073284,-8.930256408,-10.36676967,,,,,,
berlin_3b7cc2fb,42,f,very_low,500,always,FALSE,794134.9808281986,5831967.1042794455,-9.896443004,-9.405964161,-9.762483263,,,,,,
berlin_77366b41,45,m,medium,3000,always,FALSE,782040.5646323324,5830234.751620248,-2.829538249,-2.823890918,-3.16101724,,,,,,
bb_e6f04dcc,56,f,high,3000,always,FALSE,816661.92,5796374.92,-19.22369563,-16.83856121,-19.57446279,,,,,,
berlin_49dfb8c8,77,m,medium,2000,always,FALSE,781667.7941500596,5831392.189678152,-4.019724312,-4.017114073,-4.389811051,,,,,,
berlin_330215d7,94,m,medium,1500,always,FALSE,799450.8873763322,5817366.705495055,-12.88085942,-8.88757938,-12.66721805,,,,,,
berlin_a2dd4f17,42,f,very_high,5600,always,FALSE,801864.7297481273,5824858.916,-10.50282016,-2.15044076,-12.10214231,,,,,,
berlin_c4a17f5b,97,m,medium,2000,always,TRUE,805225.3081,5825777.838538268,-9.132451611,-5.980930492,-11.05150026,,,,,,
berlin_1a3c30a1,21,f,low,900,always,FALSE,818123.0604193612,5817808.344353446,-27.81162468,-21.83170232,-27.84915774,,,,,,
berlin_c5b2c9c0,39,f,medium,2000,always,FALSE,797566.8320543335,5824244.605,-9.179894866,-2.448208969,-11.07277397,,,,,,
berlin_4c1ac86d,93,m,medium,2000,always,FALSE,808553.7024233751,5831768.560701227,-9.597193696,-7.498422572,-10.19704315,,,,,,
