personId,age,sex,economic_status,income,carAvail,restricted_mobility,homeX,homeY,"acc jakob (policy network, base events+plans)",acc base default,acc policy default,,,,"jakob(policy network, base events+plans)",base default,policy default
bb_8da9604b,13,f,very_high,5600,never,FALSE,769797.42,5808661.74,-11.73327209,-11.59613434,-12.7388282,,,,,,
berlin_c765cf6e,59,f,low,900,always,TRUE,803415.2610171636,5825566.1604191605,-12.59100826,-5.767560458,-14.72903785,,,,,,
berlin_b800cdea,88,m,medium,3000,always,TRUE,793550.6555100756,5818879.614273983,-7.23569446,-5.437449628,-7.001702524,,,,,,
bb_cbd38e3d,55,f,low,900,always,TRUE,777703.5,5849036.38,-25.43021447,-25.4260567,-25.08272933,,,,,,
berlin_6a9b9d4d,48,f,high,2600,always,FALSE,794825.5344479706,5837305.957673739,-9.47825626,-7.905497008,-9.633634235,,,,,,
berlin_bd4ad36c,48,f,very_low,900,always,FALSE,791241.8908,5817839.850112564,-10.61714865,-9.67850924,-10.16084232,,,,,,
berlin_6b49bce8,50,f,high,4600,always,FALSE,802564.8105464457,5819731.934503474,-7.957970865,-4.883125835,-8.711615956,,,,,,
berlin_445588e4,49,f,medium,2000,always,FALSE,803668.3384,5828817.904333355,-5.559621939,-3.347746598,-7.298785865,,,,,,
berlin_8a83481e,63,f,very_high,5600,always,FALSE,799895.8374447299,5826451.309856103,-19.80591992,-0.558473443,-19.95469528,,,,,,
bb_d085c74f,35,f,high,4600,always,FALSE,773782.78,5812175.43,-10.83700335,-10.54553648,-10.95285797,,,,,,
bb_ebc52600,68,f,medium,1500,always,FALSE,809600.82,5844410.77,-17.49469892,-16.8046148,-17.64148632,,,,,,
berlin_9f34f88b,53,f,very_high,5600,always,FALSE,797373.7586657458,5838948.824709042,-6.807353024,-5.601246375,-7.062116623,,,,,,
berlin_db3c1620,86,m,medium,2600,always,TRUE,800817.7514340756,5828406.536489154,-9.930600666,-2.040240971,-11.61582359,,,,,,
berlin_e142dbdf,12,m,low,2000,never,FALSE,791186.5836195757,5825968.823448853,-7.941503033,-1.426344409,-7.757353475,,,,,,
berlin_85fa2d0c,67,m,low,900,always,FALSE,800969.6607461788,5823257.710799391,-18.2766172,-4.369670789,-17.93222336,,,,,,
berlin_e82fd077,51,m,high,4600,always,FALSE,796853.1650492656,5832703.400903071,-5.277575834,-3.70621825,-5.503898766,,,,,,
berlin_bfe05b77,17,m,high,5600,never,FALSE,791128.2777925828,5826624.683085208,-4.037471129,-1.759096196,-4.436039267,,,,,,
bb_1b7f2486,70,f,low,1500,always,FALSE,811391.44,5834768.07,-14.15297722,-12.00800863,-13.6045516,,,,,,
berlin_e80d27b4,35,f,very_high,5600,always,FALSE,795920.4672299485,5829005.918921537,-6.20027976,-1.258751221,-6.320675138,,,,,,
bb_daee6832,40,m,medium,3000,always,TRUE,810249.29,5810842.35,-14.54411266,-10.24379274,-15.98122193,,,,,,
berlin_207dc130,67,m,medium,2000,always,TRUE,789296.4353590878,5826216.999844179,-4.626866064,-3.101260245,-4.690994454,,,,,,
berlin_9f99024c,36,f,very_low,900,always,FALSE,786634.4704369535,5831311.122244543,-5.528386009,-5.522785786,-5.692411271,,,,,,
berlin_36be440a,77,m,high,3000,always,FALSE,794278.2240936847,5823172.871559946,-4.182097182,-2.808872039,-4.212537327,,,,,,
berlin_fec8ab39,3,m,very_high,5600,never,FALSE,795668.9481481786,5819110.362118435,-6.593074059,-4.644456418,-6.232096924,,,,,,
berlin_0649cff4,31,f,low,2600,always,FALSE,813342.1713628336,5830189.925295311,-11.76088863,-9.641040866,-12.2841276,,,,,,
berlin_83469fb8,41,f,very_high,5600,always,FALSE,806437.5666,5815290.366917412,-11.48791032,-7.749747493,-12.09651115,,,,,,
bb_d2149e7a,58,m,high,3600,always,FALSE,811794.84,5841169.36,-12.58952711,-10.99446481,-13.24504291,,,,,,
berlin_7dd53391,63,f,very_low,900,always,FALSE,794645.7104097102,5827876.974603311,-12.25196834,-3.18662906,-12.24815513,,,,,,
berlin_a79852cc,25,f,medium,2000,always,FALSE,795637.721,5833738.180099661,-6.727607864,-5.240360643,-7.151287907,,,,,,
berlin_819cb789,29,f,low,900,always,FALSE,797535.2762,5825849.710012333,-15.73309411,-0.657010713,-16.06477992,,,,,,
berlin_522674b6,59,f,very_low,900,always,FALSE,802110.9558822003,5828844.543994984,-6.642831553,-3.363228281,-8.35075089,,,,,,
berlin_4bb5faaf,98,m,very_high,5600,always,FALSE,798277.4674240024,5828477.984510128,-13.82661936,-1.719983429,-29.7663027,,,,,,
berlin_53ecf799,29,f,medium,1500,always,FALSE,803116.8727303685,5832375.712754736,-5.968011347,-4.426484609,-5.943557448,,,,,,
berlin_8ae349d0,66,m,medium,2000,always,FALSE,801818.3793525085,5827676.809159266,-8.881688177,-3.101798116,-10.57120212,,,,,,
berlin_4ef4f9b6,33,f,high,4600,always,FALSE,796180.7081505797,5831068.377828903,-4.151964674,-2.343791816,-4.477605636,,,,,,
berlin_762b4730,32,f,medium,2000,always,FALSE,798297.7992525575,5832211.421307711,-4.569556849,-3.746139775,-4.751008084,,,,,,
berlin_f2afba30,40,f,medium,3600,always,FALSE,791466.3500977664,5839284.542289372,-9.009467551,-7.78946486,-9.265667603,,,,,,
berlin_edb65843,21,m,very_high,5600,always,FALSE,795886.3103999591,5831531.437785498,-4.302885832,-2.524313277,-4.621357128,,,,,,
berlin_77ae917d,8,m,medium,2600,never,FALSE,805141.2118726299,5833660.391383452,-6.763584564,-5.256678786,-6.799029601,,,,,,
berlin_6e58b014,92,m,medium,2000,always,FALSE,800481.3635611956,5814143.342670848,-12.60313058,-9.501269249,-13.59268977,,,,,,
bb_6cc81857,25,m,medium,2600,always,FALSE,778898.22,5820479.69,-6.728516406,-6.712321086,-6.346837375,,,,,,
berlin_c0a4392c,40,f,low,2000,always,FALSE,805078.7415705614,5841754.058020743,-11.31346785,-10.49902681,-11.11780071,,,,,,
berlin_b400ce6d,26,m,very_low,499,always,FALSE,800859.3636621708,5829774.552462805,-8.486161006,-1.655247047,-9.40011012,,,,,,
berlin_c5f16926,10,m,very_low,1500,never,FALSE,795631.1764136087,5830821.723416081,-5.354257828,-3.846463025,-5.29585054,,,,,,
berlin_b8ef321c,40,f,medium,1500,always,FALSE,792095.1202940466,5833108.250441838,-8.228736727,-6.459860057,-8.840198484,,,,,,
berlin_c3efcd3a,47,f,medium,2600,always,FALSE,803846.0499288146,5829431.182123403,-5.678200266,-3.707194585,-6.245271797,,,,,,
berlin_e8da3146,3,m,very_low,1500,never,FALSE,784961.4302932427,5830172.343795864,-2.704079034,-2.702608075,-2.875703493,,,,,,
berlin_3593a19d,59,f,high,4600,always,FALSE,793085.2915978099,5824815.211214413,-6.617414013,-1.812146198,-6.64479279,,,,,,
bb_145011e6,43,m,high,3600,always,FALSE,796865.99,5842223.09,-9.635457729,-8.544678694,-9.841657413,,,,,,
berlin_38176aa1,18,m,medium,2600,always,FALSE,799363.3685209356,5825412.419,-17.26954576,-0.924668093,-19.61217176,,,,,,
berlin_0d0ad6e4,53,m,high,4600,always,FALSE,791821.3232,5829705.2455848325,-4.875387156,-3.190309829,-5.807285044,,,,,,
bb_f41cce1a,39,f,medium,3000,always,FALSE,776167.03,5814255.32,-11.09875322,-10.95395854,-10.80666078,,,,,,
berlin_3aa7079e,70,m,medium,3000,always,FALSE,789982.267,5822995.348375579,-3.757097185,-2.620813872,-4.249269243,,,,,,
berlin_1a9bdd62,39,f,medium,3000,always,FALSE,784028.0075922129,5823156.545185303,-3.955921993,-3.92673479,-3.86264661,,,,,,
bb_3d6d229b,30,m,high,2600,always,TRUE,782449.75,5797375.56,-7.109209395,-7.109155973,-7.067052299,,,,,,
berlin_bbbdc164,2,m,high,4600,never,FALSE,802142.0126121414,5827324.638081011,-10.60545741,-2.090026237,-12.42727892,,,,,,
bb_a428ee09,23,m,low,1500,always,FALSE,788062.63,5815943.4,-10.98332299,-9.612946248,-10.53268711,,,,,,
berlin_10b0b1aa,2,m,low,2000,never,FALSE,794882.7563162365,5830144.623,-4.738980672,-3.071931404,-4.657444826,,,,,,
bb_01c7353a,41,m,low,3000,always,FALSE,762508.98,5835515.8,-12.94291751,-12.93445347,-12.84154438,,,,,,
bb_f2f4a624,4,f,high,4600,never,FALSE,799527.47,5810723.95,-11.3037738,-9.450208432,-11.73366641,,,,,,
berlin_152765be,14,m,medium,3600,never,FALSE,805827.9262033764,5832994.512632445,-6.550541899,-4.939337924,-6.761521915,,,,,,
berlin_c3685a3c,31,f,medium,2000,always,FALSE,789689.6074914127,5827228.942896174,-4.287506805,-3.046407731,-4.383486525,,,,,,
bb_0b7b83c4,42,f,medium,2600,always,FALSE,816157.17,5827136.53,-13.44250487,-10.59009142,-14.40389033,,,,,,
berlin_221bd4ca,41,m,medium,3600,always,FALSE,803965.8381776214,5829411.123137838,-5.536155171,-3.395098345,-6.069101659,,,,,,
bb_00468d84,57,m,high,3600,always,FALSE,817951.81,5803151.66,-17.33639456,-14.52222348,-18.6141092,,,,,,
bb_0c99ce4e,66,f,low,900,always,FALSE,765460.05,5798638.48,-26.27076209,-26.27075033,-26.85773553,,,,,,
bb_bb289ea1,70,f,very_low,500,always,TRUE,778160.55,5809922.15,-38.08164774,-37.24683302,-38.59924025,,,,,,
berlin_e9060ff9,45,m,very_high,5600,always,FALSE,793960.9013657656,5828118.171200105,-10.33173965,-1.713522733,-10.48692335,,,,,,
berlin_e3c00329,7,m,very_low,2000,never,FALSE,794718.4816,5821106.0683262795,-5.960523794,-4.406812065,-6.018541599,,,,,,
berlin_5840b632,97,m,medium,1500,always,TRUE,797889.7501,5819330.3145860275,-9.437535593,-6.17753943,-9.260450083,,,,,,
berlin_84f87534,9,m,high,4600,never,FALSE,797700.7117704018,5834935.845452747,-5.133010836,-3.91635349,-5.35391033,,,,,,
bb_1cd3013d,9,m,very_low,1500,never,FALSE,780880.71,5836186.46,-8.189036231,-8.187095155,-7.965094715,,,,,,
berlin_ac12c264,34,m,medium,2600,always,FALSE,794633.3887115737,5825208.687498316,-10.96951071,-2.299036696,-10.95039819,,,,,,
bb_1981bc09,44,f,medium,3600,always,FALSE,815398.34,5804630.2,-16.10175374,-12.86159706,-16.25972102,,,,,,
berlin_4dc06210,71,m,medium,2000,always,TRUE,809685.8876510921,5816024.525127805,-15.71956266,-10.94077646,-17.38357022,,,,,,
bb_85b600c0,28,f,medium,2000,always,TRUE,788622.2,5815095.16,-9.964907766,-8.592084412,-9.64683986,,,,,,
berlin_1f5968f2,17,m,low,3000,never,FALSE,802332.1196,5817392.436848346,-10.90200974,-7.506045068,-11.12156886,,,,,,
berlin_fe901ffb,44,f,medium,2600,always,FALSE,799907.3817,5818533.602792839,-9.393630296,-6.487865293,-10.20461629,,,,,,
berlin_c8b2c510,51,f,medium,3000,always,FALSE,796244.4442602347,5832232.690062174,-4.896607296,-3.329342166,-5.334765057,,,,,,
bb_5fbdc16e,46,f,low,2000,always,FALSE,780982.94,5811403.47,-13.8781942,-12.6432873,-14.2458084,,,,,,
berlin_196326e1,21,m,very_low,2000,always,FALSE,795725.3529139025,5831638.083062221,-5.59693815,-4.033594289,-5.789278321,,,,,,
berlin_a67a1e12,97,m,low,1500,always,FALSE,784544.2664084388,5830461.266840188,-2.483813094,-2.482383688,-2.656079028,,,,,,
berlin_5ec77984,20,f,medium,1500,always,FALSE,797595.3868864522,5826116.2764420165,-15.83736841,-0.879152696,-17.14977346,,,,,,
berlin_5ed2da99,28,f,low,900,always,FALSE,786978.4106699249,5817544.655713315,-11.92582528,-10.57573097,-12.1632442,,,,,,
bb_e9b514a5,59,f,low,900,always,FALSE,807030.64,5843675.68,-19.35905886,-18.97145802,-19.75337243,,,,,,
berlin_2ce965e6,17,m,medium,3600,never,FALSE,790921.0984,5841016.920171355,-9.882664654,-8.644784915,-10.05279323,,,,,,
berlin_0026a212,40,f,high,3000,always,FALSE,790909.1915601977,5818697.817312765,-6.135183357,-5.037763414,-6.060300562,,,,,,
bb_0202f810,7,f,medium,3000,never,FALSE,787064.82,5814413.44,-9.215503126,-7.904292174,-9.221766378,,,,,,
berlin_d98781a8,43,f,high,3600,always,FALSE,808215.7542456107,5820896.150272844,-10.52348779,-5.957884272,-12.26873351,,,,,,
berlin_a9498062,24,f,low,900,always,FALSE,795384.9178299437,5832196.112829117,-7.710802359,-6.583713602,-8.077331134,,,,,,
bb_5f408356,72,m,medium,2000,always,FALSE,845889.63,5810928.67,-35.64881847,-32.70751669,-37.16964125,,,,,,
berlin_a65c5727,97,m,medium,2000,always,TRUE,799951.9562169784,5833815.793221342,-4.854199834,-4.067106475,-4.748712271,,,,,,
berlin_dc281daa,36,m,medium,3600,always,FALSE,791305.6790699178,5825778.731384779,-7.208700475,-1.198506055,-8.375185128,,,,,,
berlin_c31eaa30,8,m,medium,3600,never,FALSE,800430.1744124934,5826362.494699748,-17.82533928,-0.466117054,-17.89748938,,,,,,
berlin_f11c61cb,63,f,high,3600,always,FALSE,781042.6834076593,5819692.282895467,-6.244687154,-6.218512917,-6.165769288,,,,,,
berlin_f686b09c,14,m,low,3000,never,FALSE,808081.4925,5824796.834729889,-10.07503191,-6.935967431,-11.50006385,,,,,,
berlin_3cb993a5,45,f,medium,2000,always,FALSE,794993.8766205027,5830671.417237945,-5.049918198,-3.377369,-4.986445477,,,,,,
bb_e310ece0,45,m,very_low,900,always,FALSE,793347.43,5853249.82,-27.43773827,-27.0585379,-27.69222787,,,,,,
berlin_9877c1f8,30,f,medium,3600,always,FALSE,795271.6947592595,5835556.794098513,-6.675675018,-5.171289512,-7.091855065,,,,,,
berlin_b5b89295,68,m,medium,3000,always,FALSE,809043.1853877462,5834706.719952685,-9.844181591,-7.942650571,-9.87717955,,,,,,
berlin_3f95b65d,23,m,low,1500,always,FALSE,794645.8832766506,5832426.474257342,-6.909485872,-5.452537315,-7.024488771,,,,,,
bb_c163914d,75,m,high,3600,always,FALSE,822021.35,5821853.48,-16.83180361,-13.86757487,-17.19264708,,,,,,
berlin_1756a324,10,m,high,4600,never,FALSE,782389.1575648409,5828137.553852001,-2.098405512,-2.087489521,-2.103633207,,,,,,
berlin_52e3030e,46,f,very_low,500,always,FALSE,797827.4790873255,5824319.5612815665,-12.14227851,-3.777612335,-12.15058124,,,,,,
berlin_f312d7df,52,f,low,900,always,FALSE,792621.2223,5825448.886662624,-7.235503169,-2.162053832,-18.6803749,,,,,,
berlin_17e0f07b,3,m,high,4600,never,FALSE,785224.2154642527,5829928.717173728,-1.642124112,-1.628986521,-1.811462992,,,,,,
berlin_f3be0294,42,f,high,4600,always,FALSE,796254.8288564698,5814765.052067375,-9.035123863,-7.072906307,-9.542673949,,,,,,
bb_34f98658,24,f,medium,2600,always,FALSE,783520.54,5842049.2,-11.42406888,-10.95740674,-9.721629769,,,,,,
berlin_5313666b,98,m,low,1500,always,FALSE,781364.2304976566,5830222.333514058,-4.059350709,-4.058255106,-4.54789826,,,,,,
berlin_c09f2118,69,m,high,2600,always,FALSE,796179.8725,5831181.163,-4.6570988,-2.990908742,-5.044764756,,,,,,
berlin_33037d9e,17,m,low,3000,never,FALSE,812308.1686464497,5829986.549077563,-11.27107207,-9.153124627,-11.76024439,,,,,,
berlin_811478d4,35,f,medium,1500,always,FALSE,794238.0859,5821197.667088031,-6.268102254,-5.036355846,-6.472393878,,,,,,
bb_0a916745,5,f,high,3600,never,FALSE,815560.41,5809683.12,-16.10478999,-12.53362121,-16.80844639,,,,,,
berlin_f6f83137,87,m,very_high,5600,always,TRUE,795371.1575024361,5832537.835081443,-4.990045947,-3.260385736,-5.478382572,,,,,,
bb_0f2b6b2f,58,f,low,1500,always,TRUE,812953.88,5810699.09,-21.78359926,-16.64536199,-22.97014385,,,,,,
bb_30125825,42,f,medium,3600,always,FALSE,775613.08,5812966.99,-11.23352161,-10.75095707,-11.02971306,,,,,,
berlin_4a01c1f9,53,f,very_high,5600,always,FALSE,795737.1287000263,5828049.410972624,-9.463387622,-1.40353406,-9.521805669,,,,,,
berlin_8748b70b,27,f,very_low,500,always,FALSE,797141.8287038277,5831216.849206545,-8.251654984,-6.924718304,-8.658149671,,,,,,
berlin_7a1f5725,21,f,very_low,900,always,FALSE,805820.1274154575,5816026.852832523,-20.93304794,-15.18774607,-21.6553537,,,,,,
berlin_1aa3bd23,57,f,high,3600,always,FALSE,797589.8421067728,5828237.840869045,-12.87764637,-1.901029901,-28.79286004,,,,,,
berlin_ff9bfc36,99,m,medium,2000,always,TRUE,804267.2689810578,5838376.202501574,-9.857067528,-9.06072897,-9.275299841,,,,,,
berlin_45cd5295,98,m,very_high,5600,always,TRUE,797992.2053374092,5833813.943750906,-4.406618772,-3.236689776,-4.558188413,,,,,,
berlin_95b9f818,77,m,high,4600,always,FALSE,802264.7978591569,5831226.625341958,-3.940273864,-2.466727703,-4.051166772,,,,,,
berlin_ff26a29f,38,f,medium,1500,always,FALSE,804040.8344718039,5827249.163870038,-7.638413987,-4.754059084,-10.06541765,,,,,,
berlin_247c1b98,12,m,low,2000,never,FALSE,809529.5899573355,5833862.293,-11.12044987,-9.029400091,-11.71796081,,,,,,
bb_94afeecb,59,f,very_low,500,always,FALSE,802524.56,5858812.58,-47.49362898,-47.65307851,-47.35517891,,,,,,
berlin_0b884b37,1,m,low,3000,never,FALSE,798557.5706488872,5834100.389738701,-4.924220522,-3.938722791,-4.927784559,,,,,,
berlin_5ef800ae,66,m,high,3600,always,FALSE,792773.8074234615,5821628.69,-4.334794773,-2.909028652,-4.017418369,,,,,,
bb_b9803273,52,m,very_low,900,always,FALSE,767624.37,5804006.05,-30.63631334,-30.63361798,-30.61397832,,,,,,
berlin_b56a459a,51,f,medium,2000,always,FALSE,802925.6896341555,5826615.162501714,-9.856946796,-3.465001262,-12.65886772,,,,,,
berlin_a0c37b03,6,m,medium,3600,never,FALSE,803055.7224779752,5827471.535601053,-7.207182027,-2.647911497,-8.988612091,,,,,,
berlin_a0400228,81,m,medium,2000,always,FALSE,794972.2140570993,5828883.712,-6.812947521,-2.150015107,-6.824502837,,,,,,
berlin_ddc1d478,38,f,very_high,5600,always,FALSE,800560.7278590462,5829376.478334169,-6.649578504,-0.929386931,-7.565552038,,,,,,
berlin_2cbc3ee1,77,m,medium,3000,always,FALSE,803349.4212202146,5828794.256205029,-5.148711712,-2.969254967,-6.977061842,,,,,,
berlin_4c4b920f,29,f,high,3600,always,FALSE,809975.7593148025,5826382.343,-9.293856525,-6.876587087,-10.40550157,,,,,,
berlin_425e4aad,30,f,low,3000,always,FALSE,800186.8965141485,5829737.360083999,-4.064403334,-0.993457435,-4.064794434,,,,,,
berlin_84b70a99,56,f,very_low,1500,always,FALSE,802605.6828514307,5823811.965163492,-12.72923929,-3.782336849,-13.41371142,,,,,,
berlin_e0d0f513,59,f,low,900,always,TRUE,795943.0843459973,5833390.171165606,-8.148599956,-7.132025924,-8.533213842,,,,,,
berlin_1703424a,5,m,medium,3600,never,FALSE,780791.3609544288,5828566.287991209,-2.853888233,-2.847212872,-2.832971195,,,,,,
berlin_640a8caf,51,m,very_low,500,always,TRUE,809500.1580200167,5819962.003548091,-24.27491549,-19.96150952,-24.08031136,,,,,,
bb_d60ae40f,26,f,medium,2000,always,FALSE,775642.5,5815365.41,-12.50187513,-12.48199697,-12.12448,,,,,,
bb_77a56c0c,80,m,medium,2000,always,FALSE,786767.46,5851639.01,-16.41195349,-15.71303859,-16.1966217,,,,,,
bb_c8de4730,34,m,high,3600,always,FALSE,824483.11,5868892.39,-24.66121171,-23.17344008,-24.42680886,,,,,,
berlin_13299964,64,f,high,3000,always,FALSE,811740.7559708423,5818763.719626725,-13.9057627,-9.490168407,-14.97393203,,,,,,
berlin_245a4791,25,f,low,900,always,FALSE,797649.6537171726,5832801.207353786,-6.713557984,-6.116601534,-7.024956892,,,,,,
bb_f22ee437,27,m,very_high,5600,always,FALSE,785134.45,5855607.09,-12.67978185,-11.67558964,-12.77497468,,,,,,
berlin_8db04878,1,m,very_high,5600,never,FALSE,802233.9016889059,5832442.269855919,-4.127493492,-2.698361027,-4.057165534,,,,,,
berlin_6cce88e0,53,f,high,2600,always,FALSE,793499.1014600837,5825890.612,-10.4072311,-2.070521406,-21.85616708,,,,,,
berlin_a1060069,24,f,high,3600,always,FALSE,808549.7482530756,5831660.807208377,-8.613078572,-6.526500639,-9.135635156,,,,,,
bb_976f2928,36,f,medium,3000,always,FALSE,779437.72,5813070.91,-12.24642161,-11.08530722,-12.24911956,,,,,,
berlin_e9008761,65,m,very_low,500,always,FALSE,781521.6429511891,5828088.146731814,-5.742287285,-5.742285505,-5.921995317,,,,,,
bb_5b121c22,48,f,very_low,900,always,TRUE,822332,5831931.31,-28.45202113,-25.80943347,-28.57094948,,,,,,
berlin_b9c64ac8,64,f,medium,2000,always,FALSE,799278.7757822383,5819303.591082962,-9.156080733,-6.173495375,-10.04292519,,,,,,
bb_31ca9b90,52,f,high,4600,always,FALSE,816769.59,5797494.17,-16.20101209,-14.00068271,-16.76799825,,,,,,
bb_b4b28102,40,m,medium,3600,always,FALSE,791647.69,5813667.25,-9.271680327,-8.065074155,-9.313487051,,,,,,
berlin_35877835,91,m,low,1500,always,TRUE,802132.3759693131,5820519.688919556,-11.17197271,-6.687788451,-12.05251689,,,,,,
berlin_6d9a7643,60,f,very_low,499,always,TRUE,801056.3813962326,5827819.308145697,-14.26290578,-5.353009513,-15.95095003,,,,,,
berlin_c31eae44,79,m,low,1500,always,FALSE,808428.3322816209,5820990.204113615,-14.23491846,-8.664004544,-15.13475349,,,,,,
berlin_235fb7cb,53,f,high,2600,always,FALSE,801350.2543772848,5829860.381430743,-4.222028696,-1.269108297,-5.137145645,,,,,,
berlin_4784640c,49,m,low,3000,always,FALSE,800857.4650327261,5822339.962186625,-8.080205677,-3.387934485,-9.241620998,,,,,,
berlin_fbed171d,64,f,very_low,500,always,FALSE,800266.5461093659,5837443.6997976815,-14.27070756,-14.43132409,-14.14115718,,,,,,
berlin_6cae6b5d,67,m,medium,3000,always,FALSE,794804.8737886315,5817000.052869187,-8.040130747,-6.525991037,-8.460102408,,,,,,
berlin_12ca9e80,12,m,very_high,5600,never,FALSE,796246.3048397002,5825219.988363009,-10.32092115,-1.596493952,-13.54616975,,,,,,
berlin_ef0551e0,7,m,high,5600,never,FALSE,796328.6299535567,5832048.793,-4.333178077,-2.705960323,-4.778963658,,,,,,
berlin_f907e745,63,f,medium,1500,always,FALSE,793053.6313454402,5822315.371894321,-4.587722318,-3.704846291,-4.848936556,,,,,,
berlin_ba9e7cba,63,f,medium,1500,always,FALSE,801133.7483750125,5822386.245012853,-10.26801317,-4.349817886,-11.5708605,,,,,,
bb_f0499ae8,63,f,very_low,500,always,TRUE,813580.58,5811906.78,-37.38674602,-32.38697545,-37.78829158,,,,,,
berlin_25d16c18,52,f,high,2600,always,FALSE,812135.4369567705,5819606.511297253,-14.410455,-9.847075719,-15.47032704,,,,,,
berlin_4e30baea,52,f,high,2600,always,FALSE,798340.3203683224,5824288.830471308,-11.75637676,-1.571197887,-11.66225097,,,,,,
berlin_3b7e4ac0,23,f,high,3600,always,FALSE,805145.1298853513,5833032.589356975,-6.28295702,-4.78060239,-6.311768116,,,,,,
berlin_6a33d430,54,f,low,1500,always,FALSE,806995.3208421913,5821925.1204298185,-12.82371626,-7.803400828,-14.32209733,,,,,,
bb_9a9ee11f,29,m,low,1500,always,FALSE,782444.04,5844614.72,-15.6186394,-15.53818346,-14.4791006,,,,,,
berlin_48ebcf7f,2,m,medium,3600,never,FALSE,798356.4263508976,5835514.226991166,-5.8181438,-4.699495535,-6.269507701,,,,,,
berlin_5bd11a14,45,f,medium,3600,always,FALSE,800579.5669423573,5824660.548079957,-16.05454045,-1.299996188,-17.66237165,,,,,,
berlin_19c1e7f9,89,m,low,900,always,TRUE,805793.6491237684,5825806.8694595415,-12.80156085,-8.829860303,-15.37478883,,,,,,
berlin_cb30b256,31,f,high,3000,always,FALSE,795814.9285008397,5835756.003872072,-6.673370936,-5.262073796,-7.167642519,,,,,,
berlin_0f089f60,7,m,very_high,5600,never,FALSE,797677.6790651903,5828986.909835063,-10.68019166,-1.679853788,-26.619875,,,,,,
bb_bc14ea3d,67,f,medium,2600,always,TRUE,767806.62,5829960.79,-9.436615055,-9.430727168,-9.192293509,,,,,,
berlin_89067451,97,m,medium,1500,always,TRUE,794065.9374,5823820.525,-6.854463358,-3.303754535,-6.897501791,,,,,,
bb_b076b860,80,f,medium,1500,always,FALSE,776561.05,5813231.87,-16.01814683,-15.84276212,-15.56844786,,,,,,
berlin_227c39d8,21,f,medium,2600,always,FALSE,803654.1659735427,5818320.960974983,-11.04102085,-7.346576787,-11.39425404,,,,,,
berlin_c40e51a7,41,f,high,4600,always,FALSE,785300.9509330713,5830455.426757307,-1.989720214,-1.975915822,-2.166902929,,,,,,
bb_0cd3fdf5,2,f,medium,3000,never,FALSE,796368.94,5842177.09,-9.777932399,-8.729885357,-9.961490517,,,,,,
berlin_61cdb199,66,m,medium,2600,always,FALSE,809037.7221430202,5832433.483016409,-9.288723374,-7.201307058,-9.997656938,,,,,,
berlin_61be44b0,30,m,medium,2000,always,FALSE,800207.4846582942,5826738.421131843,-19.41884844,-1.152564459,-19.43412965,,,,,,
berlin_9e5adcb5,20,m,medium,2600,always,FALSE,785120.7205559197,5831962.170642045,-3.062827013,-3.051427603,-3.259205317,,,,,,
berlin_af5bb4be,45,f,medium,2000,always,FALSE,802974.1420294571,5830092.940554187,-5.311473561,-3.384754282,-6.372590326,,,,,,
berlin_e3fea975,22,f,very_low,500,always,FALSE,796229.3365524327,5830514.608471802,-6.043978301,-5.548802486,-6.276506366,,,,,,
bb_b388e177,57,m,low,900,always,FALSE,835486.99,5838727.72,-41.99620161,-39.43836787,-42.67731096,,,,,,
berlin_33164c82,5,m,high,3600,never,FALSE,797533.6151355964,5832969.9351675315,-4.611677034,-3.418309915,-4.790262455,,,,,,
berlin_16bc634a,41,m,low,900,always,FALSE,793496.0379350921,5822661.160214292,-5.507969457,-4.92798383,-6.222897322,,,,,,
bb_e53ce619,55,f,very_low,499,always,FALSE,801272.95,5852530.74,-38.40513973,-38.57170259,-38.10254546,,,,,,
berlin_15e71152,67,m,high,3600,always,FALSE,807957.1734058626,5825885.122416228,-9.37730378,-6.274103219,-10.77434627,,,,,,
bb_c2f02692,58,m,medium,2000,always,FALSE,805219.41,5755665.02,-30.45325035,-30.45324951,-30.50642036,,,,,,
berlin_209f43b9,48,m,high,3600,always,FALSE,802127.8907151981,5831442.269077169,-4.116115096,-2.640470979,-4.219699271,,,,,,
berlin_251e4231,2,m,medium,3000,never,FALSE,791436.6698316081,5826428.731696265,-5.967780958,-1.508630048,-6.410299429,,,,,,
berlin_00b89d88,53,f,high,3600,always,FALSE,785083.1391683947,5826559.850221267,-2.562684159,-2.495005912,-2.543299132,,,,,,
berlin_076ef697,38,m,low,2000,always,FALSE,798349.529,5826380.037060002,-17.52061526,-1.115602814,-19.41349436,,,,,,
berlin_f8f75781,31,m,medium,1500,always,FALSE,795871.9506331733,5830860.629,-5.080472924,-3.582690662,-5.1589508,,,,,,
berlin_a05dd41c,69,m,medium,2600,always,FALSE,802243.5436406222,5823787.886634651,-10.65801819,-2.749950876,-10.95855539,,,,,,
berlin_8dd6f830,50,f,medium,2000,always,FALSE,794219.2816639612,5828150.653229089,-10.52183187,-2.21971674,-10.54859762,,,,,,
berlin_d67bdfce,18,f,medium,2600,always,FALSE,808435.4468419529,5828540.8072487945,-9.126380191,-6.860697137,-9.952551712,,,,,,
berlin_25832797,42,m,medium,3600,always,FALSE,781624.1764991535,5830036.516,-2.74987979,-2.742490303,-3.055234364,,,,,,
