"personId","age","sex","economic_status","income","carAvail","restricted_mobility","homeX","homeY","twalk_expSum","car_base_expSum","car_policy_expSum","pt_expSum","brainExpBeta","age_group","income_bin","bezirk","car_base_expSum_adj","car_policy_expSum_adj","mm_expSum_base","mm_expSum_policy","mm_logSum_base","mm_logSum_policy","mm_delta","car_share_base","changed","outcome","car_logSum_base","car_logSum_policy","car_delta"
"berlin_f7106f80",58,"f","high",5600,"always","No restriction",803996.795128993,5827142.5253497,9.88488989558546e-10,0.0454220838218883,0.000686050923187697,0.00072301515275801,1,"45–59","5600",6,0.0454220838218883,0.000686050923187697,0.0461450999631353,0.0014090670644347,-3.07596449998381,-6.56482745001257,-3.48886295002876,0.984331681114038,TRUE,"Worsened",-3.09175686440759,-7.28455870094141,-4.19280183653383
"berlin_c5a72beb",32,"f","very_high",5600,"always","No restriction",793807.843649568,5827988.87747739,3.30877962731194e-05,0.185019641038442,4.03980683873247e-06,0.00579359045870158,1,"30–44","5600",10,0.185019641038442,4.03980683873247e-06,0.190846319293417,0.00583071806181343,-1.65628678583793,-5.14461511951229,-3.48832833367436,0.969469265760287,TRUE,"Worsened",-1.68729329176385,-12.4193136793292,-10.7320203875653
"bb_9ef6d037",98,"m","high",3600,"always","Restricted mobility",818724.51,5823447.4,1.17485104676177e-55,7.11676705905747e-06,2.16575312476976e-07,8.93119507989798e-10,1,"60+","3600",NA,7.11676705905747e-06,2.16575312476976e-07,7.11766017856546e-06,2.17468431984966e-07,-11.8529315131559,-15.3412121372506,-3.48828062409463,0.999874520630996,TRUE,"Worsened",-11.8530570003981,-15.3453274863594,-3.49227048596128
"berlin_7e1b96cb",90,"m","high",3000,"always","No restriction",808125.200429599,5823680.41477725,5.56577363893109e-25,0.00090156156120093,6.6906806421235e-06,2.15190557212436e-05,1,"60+","3000",6,0.00090156156120093,6.6906806421235e-06,0.000923080616922174,2.82097363633671e-05,-6.98779398499799,-10.4758433784968,-3.48804939349881,0.976687782923019,TRUE,"Worsened",-7.01138223013056,-11.9147949487716,-4.90341271864104
"berlin_6a6c2ec8",85,"m","high",3000,"always","No restriction",798467.09257298,5827206.95729064,5.79942290217293e-06,0.28176726381157,1.33181759238406e-15,0.00888610635746225,1,"60+","3000",10,0.28176726381157,1.33181759238406e-15,0.290659169591934,0.00889190578036575,-1.2356039367622,-4.72261387893658,-3.48700994217437,0.96940779197557,TRUE,"Worsened",-1.26667385442894,-34.2522317748246,-32.9855579203956
"berlin_a97e05a5",48,"f","high",3600,"always","No restriction",797271.879204496,5830117.72832616,1.60664413380059e-05,0.101969765098914,0.000402032568139285,0.00278763005147411,1,"45–59","3600",10,0.101969765098914,0.000402032568139285,0.104773461591726,0.0032057290609514,-2.25595476824968,-5.74281573836239,-3.48686097011271,0.97324039455967,TRUE,"Worsened",-2.28307893023802,-7.81897745735496,-5.53589852711694
"berlin_01e6264d",15,"m","high",4600,"always","No restriction",800537.931670045,5828128.28803423,0.000258141420639313,0.221263849422332,3.13149167741638e-06,0.00672363192031641,1,"15–29","4600",11,0.221263849422332,3.13149167741638e-06,0.228245622763288,0.00698490483263314,-1.47733293706975,-4.96400391089958,-3.48667097382983,0.969411140260085,TRUE,"Worsened",-1.50839940079403,-12.6740010926832,-11.1656016918892
"berlin_d48c524c",51,"f","medium",3000,"always","No restriction",805823.33266683,5828233.53325018,1.20260515602889e-13,0.0141998677793593,0.000388246496128128,4.78167847134831e-05,1,"45–59","3000",6,0.0141998677793593,0.000388246496128128,0.0142476845641931,0.000436063280961872,-4.25116087219317,-7.7377231853262,-3.48656231313303,0.996643890828836,TRUE,"Worsened",-4.254522625731,-7.85387012075887,-3.59934749502787
"berlin_0c4283a9",96,"m","high",2600,"always","No restriction",804121.141394675,5823533.84085221,2.68726694501258e-14,0.0189946550196418,1.95612975932535e-05,0.000579628523163609,1,"60+","2600",3,0.0189946550196418,1.95612975932535e-05,0.0195742835428322,0.000599189820783735,-3.93353863839669,-7.41993211391669,-3.48639347552,0.970388263666348,TRUE,"Worsened",-3.96359765414781,-10.8419575564346,-6.87835990228674
"berlin_a50989b5",20,"f","high",3600,"always","No restriction",799809.684689288,5824547.86747193,0.00111132369146115,0.177413554676679,3.17603050791208e-08,0.0044947750905216,1,"15–29","3600",11,0.177413554676679,3.17603050791208e-08,0.183019653458662,0.00560613054228783,-1.69816173595828,-5.1838945403373,-3.48573280437903,0.969368870085589,TRUE,"Worsened",-1.72927180460347,-17.2650485948478,-15.5357767902444
"berlin_ae08f756",19,"f","high",5600,"always","No restriction",794056.75915155,5828763.95898145,0.000621735973612584,0.112466703138446,0.00036774606871906,0.00255327332899962,1,"15–29","5600",10,0.112466703138446,0.00036774606871906,0.115641712441059,0.00354275537133126,-2.15725855356368,-5.64285050111303,-3.48559194754935,0.972544428514663,TRUE,"Worsened",-2.18509807324875,-7.9081178886308,-5.72301981538205
"berlin_f6c7d448",33,"f","high",3600,"always","No restriction",810426.721654164,5820109.93700905,2.32365162261111e-27,0.00057331085584092,1.4644097990208e-06,1.66082210401524e-05,1,"30–44","3600",3,0.00057331085584092,1.4644097990208e-06,0.000589919076881073,1.80726308391732e-05,-7.43552518830019,-10.921111872415,-3.48558668411485,0.971846611355644,TRUE,"Worsened",-7.46408248252205,-13.4340582642308,-5.96997578170873
"berlin_81b5e5c2",18,"f","high",4600,"always","No restriction",801884.9592958,5827645.17289243,1.57870711589672e-05,0.114940590580894,5.10627933754545e-05,0.00356569664423557,1,"15–29","4600",11,0.114940590580894,5.10627933754545e-05,0.118522074296288,0.00363254650876999,-2.13265605477376,-5.61782135908632,-3.48516530431256,0.969782137743883,TRUE,"Worsened",-2.16333988774893,-9.88245443994162,-7.71911455219269
"berlin_b462d382",47,"m","high",4600,"always","No restriction",792887.796832141,5826528.95054373,6.12936450736464e-05,0.16174937708297,1.23123956604137e-05,0.00504358313190043,1,"45–59","4600",2,0.16174937708297,1.23123956604137e-05,0.166854253859944,0.00511718917263449,-1.79063457899471,-5.27514998040058,-3.48451540140587,0.969405174522796,TRUE,"Worsened",-1.82170719671847,-11.3049040257831,-9.48319682906463
"berlin_297a2871",32,"f","medium",2600,"always","No restriction",801386.82082844,5824300.81885295,2.40993159575811e-05,0.123919736474391,3.00669665879555e-07,0.00389871128532715,1,"30–44","2600",5,0.123919736474391,3.00669665879555e-07,0.127842547075676,0.00392311127095061,-2.05695587322902,-5.54087024841732,-3.48391437518831,0.969315296894369,TRUE,"Worsened",-2.08812120945429,-15.0172536303925,-12.9291324209382
"berlin_46626b38",74,"m","high",3600,"always","No restriction",801770.047384365,5825007.00943631,3.73660422667736e-06,0.122997153005885,1.92628458473746e-06,0.0038894027747354,1,"60+","3600",3,0.122997153005885,1.92628458473746e-06,0.126890292384847,0.00389506566354681,-2.06443240533728,-5.54804474138129,-3.48361233604401,0.96931885563669,TRUE,"Worsened",-2.09559407017122,-13.1599174960346,-11.0643234258634
"berlin_d5406cad",24,"f","very_high",4600,"always","No restriction",801696.572550017,5825466.83191072,0.000585527484470345,0.264040521870689,6.90365711912217e-06,0.00777054272941836,1,"15–29","4600",11,0.264040521870689,6.90365711912217e-06,0.272396592084578,0.00836297387100783,-1.30049621548776,-4.78394118894398,-3.48344497345622,0.969323881220606,TRUE,"Worsened",-1.33165269568007,-11.8834592695065,-10.5518065738264
"berlin_dcbe7fd8",36,"m","very_high",5600,"always","No restriction",797306.568421319,5824697.96670095,0.00284183774214158,0.427797462660385,1.01637484942743e-05,0.0107101363594823,1,"30–44","5600",11,0.427797462660385,1.01637484942743e-05,0.441349436762009,0.0135621378501181,-0.817918343687529,-4.30047335033341,-3.48255500664588,0.969294230437794,TRUE,"Worsened",-0.849105413486566,-11.496683237571,-10.6475778240845
"berlin_cec0e184",32,"f","high",4600,"always","No restriction",801806.053589111,5824889.13366866,4.12167601838124e-05,0.140959570193105,3.39700465954054e-06,0.0044298752715715,1,"30–44","4600",3,0.140959570193105,3.39700465954054e-06,0.14543066222486,0.00447448903641485,-1.92805585423856,-5.40936311558129,-3.48130726134274,0.969256194234733,TRUE,"Worsened",-1.95928216593977,-12.5926164971234,-10.6333343311836
"berlin_23a7941d",46,"m","medium",3600,"always","No restriction",796272.152435803,5823586.9689836,2.66142934731336e-06,0.12785053496996,5.17187028231754e-05,0.00400387913693544,1,"45–59","3600",12,0.12785053496996,5.17187028231754e-05,0.131857075536243,0.00405825926910593,-2.0260367040941,-5.50700114876042,-3.48096444466632,0.969614519736702,TRUE,"Worsened",-2.05689339289734,-9.86969108513355,-7.81279769223621
"berlin_470dc989",36,"f","high",3600,"always","No restriction",798475.514647752,5825984.26801534,0.00238294383042772,0.417723210857252,1.01310581067714e-08,0.0108850027544164,1,"30–44","3600",11,0.417723210857252,1.01310581067714e-08,0.430991157442096,0.0132679567159022,-0.841667705464501,-4.32240342019522,-3.48073571473072,0.969215269604164,TRUE,"Worsened",-0.872936240774717,-18.4076600713498,-17.5347238305751
"bb_efdae623",38,"m","very_high",5600,"always","Restricted mobility",822797.4,5816885.29,9.44036032194518e-56,1.90201095039582e-06,5.77156238161438e-08,8.93119507989802e-10,1,"30–44","5600",NA,1.90201095039582e-06,5.77156238161438e-08,1.90290406990381e-06,5.86087433241336e-08,-13.1721293808506,-16.6523819480097,-3.4802525671591,0.999530654475906,TRUE,"Worsened",-13.1725988365518,-16.6677379233762,-3.49513908682441
"berlin_778f88a1",25,"f","medium",3000,"always","No restriction",801120.562555652,5828332.88650973,0.000260649857727428,0.152540177717062,2.66272871246646e-05,0.00456542553237656,1,"15–29","3000",11,0.152540177717062,2.66272871246646e-05,0.157366253107166,0.00485270267722865,-1.84917936810083,-5.32821947620373,-3.4790401081029,0.969332208813427,TRUE,"Worsened",-1.88032725719453,-10.5335740362281,-8.65324677903362
"berlin_86a1ccf6",99,"m","medium",2600,"always","Restricted mobility",799286.13180739,5826771.67159949,0.000275397730131857,0.302234801901219,1.32796019928773e-10,0.00935137424266641,1,"60+","2600",10,0.302234801901219,1.32796019928773e-10,0.311861573874017,0.00962677210559429,-1.16519586310557,-4.64320730088841,-3.47801143778284,0.969131265986982,TRUE,"Worsened",-1.19655107395671,-22.7422068497512,-21.5456557757945
"berlin_e0b994d9",46,"f","high",5600,"always","No restriction",805847.592649771,5825572.94801478,1.50357454338152e-13,0.00815542415088961,0.000111881769329683,0.000144672598405718,1,"45–59","5600",6,0.00815542415088961,0.000111881769329683,0.00830009674944569,0.000256554367885759,-4.7914881076878,-8.26816995524566,-3.47668184755785,0.982569769615548,TRUE,"Worsened",-4.80907203311643,-9.09806787522496,-4.28899584210853
"berlin_95573017",28,"f","high",4600,"always","No restriction",794505.606860433,5825170.53160363,1.95221362965006e-06,0.149482502408752,3.06833266607196e-05,0.0047417580139091,1,"15–29","4600",12,0.149482502408752,3.06833266607196e-05,0.154226212636291,0.00477439355419947,-1.86933484114353,-5.34448831747131,-3.47515347632778,0.969241867861167,TRUE,"Worsened",-1.90057593374533,-10.3917911564204,-8.49121522267503
"berlin_c636daaf",28,"f","medium",3000,"always","No restriction",813289.471782217,5816533.23073904,1.56101179416708e-33,1.47894671548324e-05,7.46757045778588e-08,3.95415074059739e-07,1,"15–29","3000",3,1.47894671548324e-05,7.46757045778588e-08,1.51848822288921e-05,4.70090778637598e-07,-11.0952102152495,-14.5703400148552,-3.47512979960561,0.97395995121336,TRUE,"Worsened",-11.1215953092853,-16.4101110376312,-5.28851572834591
"bb_069cbd73",18,"m","very_low",2000,"always","No restriction",829501.16,5828418.57,5.67337178361664e-60,1.98023242596939e-09,5.89887374455377e-11,2.42951464413716e-12,1,"15–29","2000",NA,1.98023242596939e-09,5.89887374455377e-11,1.98266194061353e-09,6.14182520896749e-11,-20.0388254807046,-23.5133140596459,-3.47448857894125,0.998774619820772,TRUE,"Worsened",-20.040051612276,-23.5536745809984,-3.51362296872235
"berlin_fc6fbd00",34,"f","very_high",5600,"always","No restriction",798815.154484638,5829497.45147801,0.000299565219478198,0.215568131165834,0.000188757642521922,0.00639793480404475,1,"30–44","5600",10,0.215568131165834,0.000188757642521922,0.222265631189357,0.00688625766604487,-1.50388207550061,-4.97822749593856,-3.47434542043795,0.969867136058399,TRUE,"Worsened",-1.53447826550267,-8.57504668047248,-7.04056841496981
"berlin_e46c9ea8",92,"m","high",3600,"always","No restriction",799138.205103247,5826969.41048396,5.34693997380516e-05,0.404249814377005,2.03447494151765e-09,0.0128822917849623,1,"60+","3600",10,0.404249814377005,2.03447494151765e-09,0.417185575561705,0.0129357632191753,-0.874224130849907,-4.34775946089655,-3.47353533004664,0.968992788959006,TRUE,"Worsened",-0.90572223970374,-20.0130280653394,-19.1073058256357
"berlin_1567f93c",33,"f","medium",3000,"always","No restriction",810560.829755688,5823622.39617165,9.50730978973355e-25,0.000223106463167338,4.27491427520229e-06,2.72827822713694e-06,1,"30–44","3000",3,0.000223106463167338,4.27491427520229e-06,0.000225834741394475,7.00319250233923e-06,-8.39570705894088,-11.8691444411153,-3.47343738217445,0.987919138524523,TRUE,"Worsened",-8.40786148712318,-12.3627465083609,-3.95488502123768
"berlin_a88c2c14",35,"f","very_high",5600,"always","No restriction",806279.488707829,5817663.4185931,5.74759256827054e-24,0.001641040239045,1.45531432128603e-05,3.75033823145567e-05,1,"30–44","5600",5,0.001641040239045,1.45531432128603e-05,0.00167854362135956,5.2056525527417e-05,-6.38982875358306,-9.86318040039806,-3.473351646815,0.97765718934121,TRUE,"Worsened",-6.41242494612363,-11.1377035593023,-4.72527861317863
"berlin_13257494",58,"m","high",3600,"always","No restriction",801475.467122575,5822841.30215299,2.45335864667348e-08,0.0677010192348966,6.82157204073995e-05,0.00209779427514885,1,"45–59","3600",5,0.0677010192348966,6.82157204073995e-05,0.0697988380436319,0.00216603452914272,-2.66213791629174,-6.13485718909794,-3.47271927280619,0.969944788945857,TRUE,"Worsened",-2.6926540440089,-9.59283551516962,-6.90018147116072
"berlin_4682799b",28,"f","low",3000,"always","No restriction",805671.595708662,5820097.87850732,4.85980980499597e-17,0.00223217603195789,5.60706958786785e-06,6.57041932181975e-05,1,"15–29","3000",3,0.00223217603195789,5.60706958786785e-06,0.00229788022517614,7.13112628061139e-05,-6.07576822224721,-9.54845627939885,-3.47268805715164,0.971406606620147,TRUE,"Worsened",-6.10477837020829,-12.0914823300084,-5.9867039598001
"berlin_e5617c1a",90,"m","medium",2600,"always","Restricted mobility",806962.274108863,5825046.15137618,8.27607685524205e-21,0.00165252303359989,1.1312244195501e-05,4.12689184487997e-05,1,"60+","2600",6,0.00165252303359989,1.1312244195501e-05,0.00169379195204869,5.25811626443007e-05,-6.38078550490577,-9.85315262699562,-3.47236712208985,0.975635190379265,TRUE,"Worsened",-6.40545204769721,-11.3896248617463,-4.98417281404908
"berlin_b34e6be3",40,"f","medium",3000,"always","No restriction",807100.373536363,5821286.50955347,1.42730442560686e-19,0.00258471118185568,4.28422664232347e-06,7.84031979113599e-05,1,"30–44","3000",3,0.00258471118185568,4.28422664232347e-06,0.00266311437976704,8.26874245536836e-05,-5.92825902160182,-9.40044302851662,-3.47218400691481,0.970559582980353,TRUE,"Worsened",-5.95814150575294,-12.3605705024076,-6.40242899665466
"berlin_39df453f",99,"m","medium",3000,"always","Restricted mobility",802932.922472775,5828133.40891111,5.7924737779758e-10,0.081612488412124,0.000568816710500358,0.00203062760637978,1,"60+","3000",11,0.081612488412124,0.000568816710500358,0.0836431165977512,0.00259944489612752,-2.48119614306724,-5.95245735823881,-3.47126121517156,0.975722710149687,TRUE,"Worsened",-2.50577298445593,-7.47195230138998,-4.96617931693405
"berlin_aa487355",37,"f","very_high",5600,"always","No restriction",804338.124983419,5819132.06069785,9.13929995414221e-19,0.00314008716267208,6.12624870057382e-05,3.75033823145567e-05,1,"30–44","5600",5,0.00314008716267208,6.12624870057382e-05,0.00317759054498664,9.87658693202958e-05,-5.75163205963817,-9.22275846511654,-3.47112640547838,0.988197540940658,TRUE,"Worsened",-5.76350472063448,-9.70034285983656,-3.93683813920208
"berlin_abca7ead",23,"m","very_high",5600,"always","No restriction",802562.392374618,5827526.72161155,1.81674815723897e-06,0.112619792975335,4.54560208503495e-05,0.00356569664423557,1,"15–29","5600",11,0.112619792975335,4.54560208503495e-05,0.116187306367728,0.00361296941324316,-2.15255168005181,-5.62322529260305,-3.47067361255124,0.969295153628041,TRUE,"Worsened",-2.18373779741579,-9.99876527415954,-7.81502747674375
"berlin_d7e56197",21,"m","very_high",5600,"always","No restriction",812766.817284416,5824675.40942858,1.98673042495661e-26,0.000390212227761347,1.19581350332884e-05,1.83997513296374e-07,1,"15–29","5600",7,0.000390212227761347,1.19581350332884e-05,0.000390396225274644,1.21421325465847e-05,-7.84834837233826,-11.318829124944,-3.47048075260569,0.99952869033719,TRUE,"Worsened",-7.84881979310238,-11.3340987552722,-3.48527896216987
"berlin_f8ab47e6",60,"f","medium",2000,"always","No restriction",812994.385959243,5823785.22938121,7.10276477903457e-39,1.30236671044462e-05,2.6511314009385e-07,1.44600142182077e-07,1,"60+","2000",7,1.30236671044462e-05,2.6511314009385e-07,1.31682672466283e-05,4.09713282275928e-07,-11.2377006190784,-14.7078082334025,-3.47010761432411,0.989019045598494,TRUE,"Worsened",-11.2487423091931,-15.1431091583244,-3.8943668491313
"berlin_8b9be560",35,"f","medium",1500,"always","No restriction",802898.675695691,5824581.47919771,1.34280878167813e-07,0.0103297826656935,3.98761317201196e-06,0.000327578166895948,1,"30–44","1500",3,0.0103297826656935,3.98761317201196e-06,0.0106574951134676,0.000331700060946128,-4.54149186783145,-8.01127942827258,-3.46978756044113,0.969250518598879,TRUE,"Worsened",-4.57272403521098,-12.4323177085603,-7.8595936733493
"berlin_99dfa93b",34,"f","very_high",5600,"always","No restriction",812273.677870846,5825247.97068809,4.53888399539237e-28,0.00043128062034489,1.32745964401403e-05,1.80813472811281e-07,1,"30–44","5600",7,0.00043128062034489,1.32745964401403e-05,0.000431461433817701,1.34554099129516e-05,-7.74833242845091,-11.2161293087756,-3.46779688032464,0.999580927845135,TRUE,"Worsened",-7.74875158844105,-11.2296583912878,-3.48090680284674
"berlin_9e75aaee",24,"f","low",3000,"always","No restriction",810343.808237948,5823024.94478083,3.2106523763209e-22,0.000184972486154867,3.12632104982158e-06,2.72827822713694e-06,1,"15–29","3000",3,0.000184972486154867,3.12632104982158e-06,0.000187700764382004,5.85459927695852e-06,-8.58066154201993,-12.0482830044253,-3.46762146240535,0.985464746315127,TRUE,"Worsened",-8.59530346743359,-12.6756536281607,-4.08035016072708
"berlin_0363a732",99,"m","medium",3000,"always","Restricted mobility",810393.851756971,5820082.68973707,2.62604387140276e-35,0.00028728407132853,5.88385588079724e-07,8.64382781841254e-06,1,"60+","3000",3,0.00028728407132853,5.88385588079724e-07,0.000295927899146943,9.23221340649227e-06,-8.12539471727464,-11.5928117325112,-3.46741701523653,0.97079076409041,TRUE,"Worsened",-8.1550390361595,-14.3458833419254,-6.19084430576591
"bb_fd96adf7",42,"m","high",4600,"always","No restriction",802561.48,5815935.35,5.62907499395037e-24,0.000551460491736264,1.23237308186892e-05,5.03804282782766e-06,1,"30–44","4600",NA,0.000551460491736264,1.23237308186892e-05,0.000556498534564092,1.73617736465168e-05,-7.49384602056015,-10.9612396853728,-3.46739366481261,0.990946889317914,TRUE,"Worsened",-7.50294035966772,-11.3039838195092,-3.80104345984147
"berlin_f45ec062",37,"m","very_high",5600,"always","No restriction",797132.25180619,5824513.52993726,0.00102133682132088,0.38766542843262,2.7230570347021e-05,0.0114347330822838,1,"30–44","5600",11,0.38766542843262,2.7230570347021e-05,0.400121498336225,0.0124833004739517,-0.915987032155022,-4.3833634899507,-3.46737645779568,0.968869281067378,TRUE,"Worsened",-0.947612609205591,-10.5111703059592,-9.56355769675359
"bb_9a198c76",73,"f","medium",1500,"always","Restricted mobility",816819.45,5840481.32,2.95727659451837e-58,4.47915440873319e-08,1.3678416594753e-09,3.09746569701065e-11,1,"60+","1500",NA,4.47915440873319e-08,1.3678416594753e-09,4.48225187443021e-08,1.39881631644541e-09,-16.9205551732695,-20.3876394462053,-3.46708427293579,0.999308948764196,TRUE,"Worsened",-16.9212464633913,-20.4100317704427,-3.48878530705147
"berlin_be7f8d37",24,"f","medium",2600,"always","No restriction",800578.409339638,5827705.50760208,0.000255077347294375,0.130665087290466,9.26034954769532e-07,0.00395318545014059,1,"15–29","2600",11,0.130665087290466,9.26034954769532e-07,0.134873350087901,0.00420918883238973,-2.00341908837652,-5.47048532624432,-3.46706623786779,0.968798411289611,TRUE,"Worsened",-2.0351178149956,-13.8923538548814,-11.8572360398858
"bb_99f895a7",71,"m","medium",3000,"always","No restriction",815026.41,5808135.08,8.18831907791752e-69,8.18609327841772e-07,1.4925778431139e-08,1.09649067933126e-08,1,"60+","3000",NA,8.18609327841772e-07,1.4925778431139e-08,8.29574234635085e-07,2.58906852244516e-08,-14.0023532380892,-17.4693825767718,-3.46702933868262,0.986782488732746,TRUE,"Worsened",-14.0156588780816,-18.0201760228376,-4.00451714475604
"berlin_20c3025d",99,"m","low",1500,"always","Restricted mobility",797388.8278355,5824860.14080846,0.00143345799565056,0.282328303076611,4.92006948911008e-06,0.00766085001646052,1,"60+","1500",11,0.282328303076611,4.92006948911008e-06,0.291422611088722,0.00909922808160019,-1.23298079355488,-4.69956569525506,-3.46658490170018,0.968793402893016,TRUE,"Worsened",-1.26468468988674,-12.2221879037569,-10.9575032138702
"berlin_59121d00",75,"m","medium",1500,"always","No restriction",801138.026260738,5827998.48531164,1.02502280598087e-06,0.071305871720419,5.2575882187293e-06,0.00229368186326413,1,"60+","1500",11,0.071305871720419,5.2575882187293e-06,0.0736005786064891,0.00229996447428884,-2.609102391777,-6.0748616021277,-3.4657592103507,0.968822162413438,TRUE,"Worsened",-2.64077660263261,-12.1558381499137,-9.51506154728109
"berlin_198482bf",27,"f","low",3000,"always","No restriction",801088.280574446,5828314.31571102,0.000259289399477582,0.150236932424648,2.29433893890112e-05,0.00456542553237656,1,"15–29","3000",11,0.150236932424648,2.29433893890112e-05,0.155061647356502,0.00484765832124315,-1.86393251625381,-5.32925951099026,-3.46532699473645,0.968885182028528,TRUE,"Worsened",-1.89554168156445,-10.6824807070022,-8.78693902543773
"berlin_f0af8d94",67,"m","high",5600,"always","No restriction",792906.452252148,5824786.91387445,2.18932249794115e-05,0.192967885099061,0.00264696717817831,0.00347339828491589,1,"60+","5600",2,0.192967885099061,0.00264696717817831,0.196463176608956,0.00614225868807361,-1.6272802616258,-5.09256273996154,-3.46528247833574,0.98220892296345,TRUE,"Worsened",-1.64523150237347,-5.93434075544446,-4.28910925307098
"berlin_a5b047cc",66,"m","high",3600,"always","No restriction",808125.708621406,5825756.74447622,4.72426461590149e-24,0.00191844655668936,2.13315961284266e-05,3.99124606782008e-05,1,"60+","3600",6,0.00191844655668936,2.13315961284266e-05,0.00195835901736756,6.12440568066274e-05,-6.23564839245451,-9.70064374497585,-3.46499535252134,0.979619436311606,TRUE,"Worsened",-6.25623950548604,-10.7553211980684,-4.4990816925824
"berlin_b46f3080",55,"f","high",3000,"always","No restriction",800797.736627539,5827750.85559366,6.15241319300385e-05,0.124344376981123,2.3031833364717e-06,0.00395318545014059,1,"45–59","3000",11,0.124344376981123,2.3031833364717e-06,0.128359086563193,0.0040170127654071,-2.05292357897651,-5.51721674576411,-3.4642931667876,0.968722825243119,TRUE,"Worsened",-2.08470032904648,-12.9812183326209,-10.8965180035744
"berlin_6ad04cca",57,"m","high",3600,"always","No restriction",803028.213359901,5827970.61163983,4.33466505825491e-08,0.0824859163294639,0.000240917554935925,0.0024168420297924,1,"45–59","3600",11,0.0824859163294639,0.000240917554935925,0.0849028017059069,0.00265780293137891,-2.46624818613975,-5.93025546313313,-3.46400727699338,0.971533502689172,TRUE,"Worsened",-2.49512771137232,-8.33105577870326,-5.83592806733093
"berlin_08c22664",84,"m","very_high",5600,"always","No restriction",807885.25819823,5815220.51972333,1.64075841122504e-39,0.000542345166652393,3.21541557067081e-06,1.42090510850507e-05,1,"60+","5600",3,0.000542345166652393,3.21541557067081e-06,0.000556554217737444,1.74244666557215e-05,-7.49374596569162,-10.9576352097791,-3.46388924408752,0.974469601285541,TRUE,"Worsened",-7.51960792037838,-12.6475539486993,-5.12794602832095
"berlin_077ed868",31,"f","very_high",5600,"always","No restriction",812633.86311888,5824406.38341467,4.64513120289001e-29,0.000393538104555882,1.21470621672627e-05,1.83997513296374e-07,1,"30–44","5600",7,0.000393538104555882,1.21470621672627e-05,0.000393722102069179,1.23310596805591e-05,-7.83986522222235,-11.3033893012077,-3.46352407898535,0.999532671617038,TRUE,"Worsened",-7.84033265983725,-11.3184232143484,-3.47809055451117
"berlin_5bdd8a4b",29,"f","high",3600,"always","No restriction",802535.621614145,5827641.12850644,1.66141987177987e-06,0.111242900766216,2.90995667722027e-05,0.00356569664423557,1,"15–29","3600",11,0.111242900766216,2.90995667722027e-05,0.114810258830324,0.00359645763087955,-2.16447443645579,-5.62780590937979,-3.463331472924,0.968928229058524,TRUE,"Worsened",-2.19603917330933,-10.4447872714508,-8.24874809814149
"berlin_edfff250",25,"f","high",3600,"always","No restriction",800966.165407811,5828458.02915375,0.000593698759994099,0.160202074143873,2.21467822998225e-05,0.00456542553237656,1,"15–29","3600",11,0.160202074143873,2.21467822998225e-05,0.165361198436244,0.00518127107467048,-1.79962311619752,-5.26270487160127,-3.46308175540376,0.968800877466065,TRUE,"Worsened",-1.83131929721651,-10.7178183406567,-8.88649904344017
"berlin_250d9fd3",56,"f","high",3600,"always","No restriction",811213.725287556,5822786.88541801,1.20628867326783e-26,0.000198366994086266,3.54186511615466e-06,2.76664539528783e-06,1,"45–59","3600",3,0.000198366994086266,3.54186511615466e-06,0.000201133639481554,6.30851051144249e-06,-8.5115409977928,-11.9736109613452,-3.46206996355236,0.986244740549521,TRUE,"Worsened",-8.52539173740523,-12.5508571005951,-4.02546536318985
"berlin_10086d64",32,"f","high",3600,"always","No restriction",800889.486639137,5828192.76300854,8.71550155660162e-05,0.149557315877298,1.03986356660022e-05,0.00474630159193572,1,"30–44","3600",11,0.149557315877298,1.03986356660022e-05,0.1543907724848,0.00484385524316774,-1.86826840687687,-5.33004433747693,-3.46177593060007,0.968693358225294,TRUE,"Worsened",-1.90007557582955,-11.4738359463839,-9.57376037055436
"berlin_105fa6f2",85,"m","medium",3000,"always","Restricted mobility",797137.197710685,5822813.67108667,1.38592809300792e-09,0.0897369436416081,0.000976046246230222,0.00190032069450968,1,"60+","3000",12,0.0897369436416081,0.000976046246230222,0.0916372657220458,0.002876368326668,-2.38991725900866,-5.8512267782456,-3.46130951923694,0.979262562392446,TRUE,"Worsened",-2.41087273694154,-6.93200058924114,-4.5211278522996
"berlin_ce93e935",26,"f","high",3000,"always","No restriction",806884.290711758,5824606.93597248,1.27729703121672e-14,0.00219847850827525,1.73061010251227e-05,5.33916937724462e-05,1,"15–29","3000",6,0.00219847850827525,1.73061010251227e-05,0.00225187020206047,7.06977948103419e-05,-6.09599420710622,-9.55709617634958,-3.46110196924336,0.976290066036503,TRUE,"Worsened",-6.11998974502219,-10.9644514582189,-4.8444617131967
"berlin_67e50e32",41,"f","medium",3600,"always","No restriction",801828.465796919,5825084.41767081,6.2521554015841e-05,0.121981942113938,2.06451377113477e-06,0.0038894027747354,1,"30–44","3600",3,0.121981942113938,2.06451377113477e-06,0.125933866442689,0.00395398884252238,-2.07199837932534,-5.53303037605803,-3.46103199673269,0.968619050296929,TRUE,"Worsened",-2.10388226066378,-13.090615821197,-10.9867335605332
