"personId","age","sex","economic_status","income","carAvail","restricted_mobility","homeX","homeY","twalk_expSum","car_base_expSum","car_policy_expSum","pt_expSum","brainExpBeta","age_group","income_bin","bezirk","car_base_expSum_adj","car_policy_expSum_adj","mm_expSum_base","mm_expSum_policy","mm_logSum_base","mm_logSum_policy","mm_delta","car_share_base","changed","outcome","car_logSum_base","car_logSum_policy","car_delta"
"bb_a3182de8",42,"m","very_low",499,"always","No restriction",822208.99,5840749.26,6.89950135812152e-56,2.57500442310706e-19,1.1782964238017e-23,1.10312565400006e-26,1,"30–44","500",NA,2.57500442310706e-19,1.1782964238017e-23,2.57500453341963e-19,1.1793995494557e-23,-42.8032654722214,-52.7944516862903,-9.9911862140689,0.999999957160244,TRUE,"Worsened",-42.8032655150612,-52.7953874521796,-9.99212193711839
"bb_e72cea5d",62,"f","low",900,"always","No restriction",817710.09,5801704.81,1.44027511076407e-88,6.55871672347783e-15,2.66396186201444e-18,2.68778300055421e-33,1,"60+","900",NA,6.55871672347783e-15,2.66396186201444e-18,6.55871672347783e-15,2.66396186201444e-18,-32.6579814325121,-40.4667172373778,-7.80873580486568,1,TRUE,"Worsened",-32.6579814325121,-40.4667172373778,-7.80873580486568
"bb_1f354b40",61,"f","low",1500,"always","No restriction",812508.09,5812712.1,7.7570069210436e-54,1.53864393508148e-07,1.72083409514072e-10,3.83572242524674e-12,1,"60+","1500",NA,1.53864393508148e-07,1.72083409514072e-10,1.53868229230573e-07,1.75919131939318e-10,-15.6871692551608,-22.4609967041001,-6.77382744893924,0.999975071381243,TRUE,"Worsened",-15.6871941840903,-22.4830418176247,-6.7958476335344
"bb_d16fc378",91,"f","low",1500,"always","No restriction",812774.6,5812655.98,1.71703058857265e-54,1.67789491872855e-07,1.88305274040554e-10,3.83572242524674e-12,1,"60+","1500",NA,1.67789491872855e-07,1.88305274040554e-10,1.67793327595281e-07,1.92140996465801e-10,-15.6005328077368,-22.3727916568159,-6.77225884907912,0.99997714019693,TRUE,"Worsened",-15.6005556678012,-22.3929566719452,-6.79240100414406
"bb_a5b8402d",97,"m","medium",1500,"always","Restricted mobility",812905.46,5812464.2,3.63950692069368e-55,1.47574755168275e-07,1.75572297796796e-10,3.83572242524674e-12,1,"60+","1500",NA,1.47574755168275e-07,1.75572297796796e-10,1.47578590890701e-07,1.79408020222043e-10,-15.7289049834665,-22.4413584614946,-6.71245347802811,0.999974008950742,TRUE,"Worsened",-15.7289309748536,-22.462970204594,-6.73403922974042
"bb_a4268dfc",84,"m","low",1500,"always","No restriction",812935.12,5812426.18,2.62964332027672e-55,1.39497530135069e-07,1.65962680235277e-10,3.83572242524674e-12,1,"60+","1500",NA,1.39497530135069e-07,1.65962680235277e-10,1.39501365857494e-07,1.69798402660524e-10,-15.7851914446398,-22.4964092492774,-6.71121780463761,0.999972504051113,TRUE,"Worsened",-15.7852189409667,-22.5192581707071,-6.73403922974042
"bb_0ab81cc0",59,"f","low",1500,"always","No restriction",819589.54,5814557.43,1.49459895900481e-51,2.82648006607071e-09,4.70680246368946e-12,7.57654681282357e-36,1,"45–59","1500",NA,2.82648006607071e-09,4.70680246368946e-12,2.82648006607071e-09,4.70680246368946e-12,-19.6842336923515,-26.0820123208891,-6.39777862853758,1,TRUE,"Worsened",-19.6842336923515,-26.0820123208891,-6.39777862853758
"bb_d8927987",48,"m","low",2000,"always","No restriction",812718.96,5812467.67,2.61677231192354e-42,1.01921360367111e-06,1.78745314453913e-09,3.83572242524674e-12,1,"45–59","2000",NA,1.01921360367111e-06,1.78745314453913e-09,1.01921743939354e-06,1.79128886696438e-09,-13.79647544141,-20.140330438786,-6.34385499737608,0.999996236600477,TRUE,"Worsened",-13.7964792048166,-20.1424740545492,-6.34599484973261
"bb_13b561d8",26,"f","very_low",1500,"always","No restriction",812805.74,5811057.18,2.06175278795858e-40,6.61363545842714e-08,1.13778768729369e-10,3.83572242524674e-12,1,"15–29","1500",NA,6.61363545842714e-08,1.13778768729369e-10,6.61401903066967e-08,1.17614491154615e-10,-16.5314892520655,-22.8636088639516,-6.33211961188608,0.999942006177977,TRUE,"Worsened",-16.5315472475693,-22.8967651781678,-6.36521793059851
"bb_f99a9ae2",88,"m","low",1500,"always","Restricted mobility",812877.54,5811198.73,7.1582925006036e-58,5.84454850495367e-08,1.00354114253558e-10,3.83572242524674e-12,1,"60+","1500",NA,5.84454850495367e-08,1.00354114253558e-10,5.84493207719619e-08,1.04189836678805e-10,-16.6551057697637,-22.984806528038,-6.32970075827429,0.999934375243808,TRUE,"Worsened",-16.6551713966733,-23.0223160424877,-6.36714464581436
"bb_0f2b6b2f",58,"f","low",1500,"always","Restricted mobility",812953.88,5810699.09,1.17710454081545e-45,5.90216215683175e-08,1.05728793409471e-10,3.83572242524674e-12,1,"45–59","1500",NA,5.90216215683175e-08,1.05728793409471e-10,5.90254572907427e-08,1.09564515834718e-10,-16.6452970065971,-22.9345075544686,-6.28921054787147,0.999935015794857,TRUE,"Worsened",-16.6453619929138,-22.970143853247,-6.32478186033325
"bb_6b0d2df0",48,"m","low",2000,"always","No restriction",812645.04,5812500.65,3.85206257201977e-42,1.01622765075825e-06,1.95877964667583e-09,3.83572242524674e-12,1,"45–59","2000",NA,1.01622765075825e-06,1.95877964667583e-09,1.01623148648067e-06,1.96261536910108e-09,-13.7994093937355,-20.0489878811968,-6.24957848746124,0.999996225542628,TRUE,"Worsened",-13.7994131682,-20.0509441868651,-6.25153101866507
"bb_af86eb25",32,"f","very_low",900,"always","Restricted mobility",825993.54,5813127.33,8.11746472782991e-66,5.71975448565498e-14,1.11078873049194e-16,1.18797804307972e-30,1,"30–44","900",NA,5.71975448565498e-14,1.11078873049194e-16,5.71975448565498e-14,1.11078873049195e-16,-30.4922654195344,-36.7362911569036,-6.24402573736925,1,TRUE,"Worsened",-30.4922654195344,-36.7362911569037,-6.24402573736926
"bb_566418a4",35,"m","low",2000,"always","No restriction",819744.15,5813443.08,3.63407854992925e-53,1.83096604441594e-08,3.53454278668558e-11,2.49695967073645e-12,1,"30–44","2000",NA,1.83096604441594e-08,3.53454278668558e-11,1.83121574038302e-08,3.78423875375923e-11,-17.8157006586674,-23.997591278133,-6.18189061946558,0.999863644702496,TRUE,"Worsened",-17.8158370232621,-24.0658520709367,-6.25001504767454
"bb_9cceee14",88,"f","medium",1500,"always","No restriction",813397.33,5810123.78,2.89512278651553e-61,3.53236027890445e-08,7.432261578871e-11,3.83572242524674e-12,1,"60+","1500",NA,3.53236027890445e-08,7.432261578871e-11,3.53274385114697e-08,7.81583382139568e-11,-17.1586058800019,-23.2722843697563,-6.11367848975438,0.999891423703873,TRUE,"Worsened",-17.1587144621929,-23.3226058257465,-6.16389136355356
"bb_6992e0aa",56,"m","low",1500,"always","No restriction",813605.13,5810165.65,1.59184053619632e-47,2.79112602496476e-08,5.85913698312942e-11,3.83572242524674e-12,1,"45–59","1500",NA,2.79112602496476e-08,5.85913698312942e-11,2.79150959720728e-08,6.24270922565409e-11,-17.3940982201791,-23.4970217640001,-6.10292354382098,0.999862593256742,TRUE,"Worsened",-17.3942356363636,-23.5604337026948,-6.16619806633117
"bb_f876bffb",68,"f","medium",1500,"always","Restricted mobility",815402.81,5811306.41,9.64585562203492e-63,3.3750593083231e-08,7.22301929307500e-11,4.56115484361942e-12,1,"60+","1500",NA,3.3750593083231e-08,7.22301929307500e-11,3.37551542380747e-08,7.67913477743695e-11,-17.2041327131229,-23.2899291413093,-6.08579642818642,0.999864875307295,TRUE,"Worsened",-17.2042678469458,-23.3511629728082,-6.14689512586237
"berlin_cd8cfe19",63,"f","low",900,"always","No restriction",819577.985516671,5814814.69490179,2.16398234135393e-66,1.69553380090199e-12,4.02461715741649e-15,7.57654681282336e-36,1,"60+","900",3,1.69553380090199e-12,4.02461715741649e-15,1.69553380090199e-12,4.02461715741649e-15,-27.1030234978893,-33.1463466047338,-6.04332310684448,1,TRUE,"Worsened",-27.1030234978893,-33.1463466047338,-6.04332310684448
"bb_718cf5c6",31,"f","very_low",900,"always","Restricted mobility",822320.29,5841259.43,1.24372623254139e-56,5.71819980875198e-13,1.46982994264537e-15,1.10312565400006e-26,1,"30–44","900",NA,5.71819980875198e-13,1.46982994264537e-15,5.71819980875209e-13,1.4698299426564e-15,-28.1899521718149,-34.1536296860799,-5.96367751426499,0.999999999999981,TRUE,"Worsened",-28.1899521718149,-34.1536296860874,-5.96367751427248
"bb_f0360329",27,"m","low",2000,"always","Restricted mobility",813146.4,5811547.61,4.07356385164541e-40,6.33750994412396e-07,1.6268299614125e-09,3.83572242524674e-12,1,"15–29","2000",NA,6.33750994412396e-07,1.6268299614125e-09,6.33754830134821e-07,1.63066568383775e-09,-14.2716036605556,-20.2342775105058,-5.96267384995024,0.999993947624155,TRUE,"Worsened",-14.2716097129497,-20.2366325246736,-5.96502281172386
"bb_f017113c",95,"f","medium",1500,"always","Restricted mobility",813036.74,5811859.96,9.97769520414288e-57,5.01749000420006e-08,1.32172706707621e-10,3.83572242524674e-12,1,"60+","1500",NA,5.01749000420006e-08,1.32172706707621e-10,5.01787357644258e-08,1.36008429132867e-10,-16.8076744903385,-22.718304253195,-5.91062976285642,0.999923558806996,TRUE,"Worsened",-16.8077509344533,-22.7469116643822,-5.93916072992889
"bb_46c0ff19",43,"f","medium",2600,"always","No restriction",812705.87,5813152.6,3.60629792552131e-41,6.96294461942085e-06,1.92340122863623e-08,3.83572242524674e-12,1,"30–44","2600",NA,6.96294461942085e-06,1.92340122863623e-08,6.96294845514327e-06,1.92378480087876e-08,-11.8749075447107,-17.7663862478196,-5.89147870310896,0.999999449123823,TRUE,"Worsened",-11.874908095587,-17.7665856518728,-5.8916775562858
"bb_0aa33324",58,"f","very_low",500,"always","Restricted mobility",832508.95,5825856.13,1.52962113146503e-73,1.76600784442045e-22,4.8894946437064e-25,1.1654567121209e-30,1,"45–59","500",NA,1.76600784442045e-22,4.8894946437064e-25,1.76600785607501e-22,4.88950629827353e-25,-50.0881504951835,-55.9775359879596,-5.88938549277604,0.999999993400614,TRUE,"Worsened",-50.0881505017829,-55.9775383715501,-5.88938786976721
"bb_3f31f809",98,"f","medium",1500,"always","Restricted mobility",813305.28,5811755.99,1.74023236114853e-57,4.60492980237723e-08,1.24911369519889e-10,3.83572242524674e-12,1,"60+","1500",NA,4.60492980237723e-08,1.24911369519889e-10,4.60531337461975e-08,1.28747091945135e-10,-16.8934700256115,-22.7731711634737,-5.87970113786215,0.999916710935538,TRUE,"Worsened",-16.8935533181447,-22.8034166739576,-5.90986335581288
"bb_960fcccb",32,"m","low",2000,"always","Restricted mobility",812980.63,5810473.24,4.3593113214803e-46,5.92685366193482e-07,1.68386091371798e-09,3.83572242524674e-12,1,"30–44","2000",NA,5.92685366193482e-07,1.68386091371798e-09,5.92689201915907e-07,1.68769663614322e-09,-14.3385956867834,-20.1999011748485,-5.86130548806509,0.999993528273482,TRUE,"Worsened",-14.3386021585308,-20.2021765173413,-5.86357435881046
"bb_2d2bb707",99,"f","low",2000,"always","Restricted mobility",813206.18,5811457.04,6.12433864498659e-58,6.08542606904321e-07,1.7585809811687e-09,3.83572242524674e-12,1,"60+","2000",NA,6.08542606904321e-07,1.7585809811687e-09,6.08546442626746e-07,1.76241670359395e-09,-14.3121926042978,-20.1565798427312,-5.84438723843338,0.99999369691094,TRUE,"Worsened",-14.3121989074067,-20.1587586137989,-5.84655970639222
"bb_169fc4e4",45,"f","medium",2600,"always","No restriction",813137.86,5812709.28,1.44571008752246e-42,5.30003241253572e-06,1.53676430482115e-08,3.83572242524674e-12,1,"45–59","2600",NA,5.30003241253572e-06,1.53676430482115e-08,5.30003624825815e-06,1.53714787706368e-08,-12.1477968981356,-17.9907520725316,-5.84295517439603,0.999999276283737,TRUE,"Worsened",-12.1477976218521,-17.9910016387013,-5.84320401684914
"bb_2f242db9",38,"m","low",2000,"always","No restriction",813338.99,5811448.42,5.94788768199346e-45,5.26285953896982e-07,1.55172317357634e-09,3.83572242524674e-12,1,"30–44","2000",NA,5.26285953896982e-07,1.55172317357634e-09,5.26289789619408e-07,1.55555889600159e-09,-14.45741384508,-20.2814309372401,-5.82401709216008,0.999992711767355,TRUE,"Worsened",-14.4574211333392,-20.2838997986358,-5.82647866529658
"bb_a9263801",32,"m","low",2000,"always","No restriction",814502.7,5813312.27,7.27001244153627e-44,4.03164709276529e-07,1.18838651120599e-09,3.83572242524674e-12,1,"30–44","2000",3,4.03164709276529e-07,1.18838651120599e-09,4.03168544998954e-07,1.19222223363123e-09,-14.7239111366279,-20.5474468480705,-5.82353571144258,0.999990486057326,TRUE,"Worsened",-14.7239206506158,-20.5506693227865,-5.82674867217071
"bb_fcbc6896",33,"f","medium",2000,"always","No restriction",813135.34,5810939.69,1.65375513642731e-45,5.55525620638155e-07,1.63980198782836e-09,3.83572242524674e-12,1,"30–44","2000",NA,5.55525620638155e-07,1.63980198782836e-09,5.5552945636058e-07,1.64363771025361e-09,-14.4033442025209,-20.2263539354896,-5.82300973296874,0.999993095375265,TRUE,"Worsened",-14.4033511071694,-20.2286903415289,-5.82533923435946
"bb_58d33593",45,"f","medium",2600,"always","Restricted mobility",812239.55,5813669.7,1.3420217981977e-39,1.21571736272873e-05,3.72217816502147e-08,3.83572242524674e-12,1,"45–59","2600",NA,1.21571736272873e-05,3.72217816502147e-08,1.21571774630097e-05,3.722561737264e-08,-11.3175908248983,-17.1062686736209,-5.78867784872265,0.999999684489065,TRUE,"Worsened",-11.3175911404093,-17.1063717187905,-5.78878057838125
"bb_e1b2b24c",34,"f","medium",2000,"always","No restriction",815160.12,5813139.64,3.06385818674611e-45,7.04624600194586e-07,2.12068924039654e-09,1.28331189871387e-10,1,"30–44","2000",NA,7.04624600194586e-07,2.12068924039654e-09,7.04752931384457e-07,2.24902043026793e-09,-14.1654185474937,-19.912771079854,-5.7473525323603,0.999817906128295,TRUE,"Worsened",-14.1656006579465,-19.9715246877058,-5.80592402975928
"bb_47d46cb8",50,"m","medium",2000,"always","No restriction",814659.99,5813383.51,5.02164290727354e-44,4.45658280453619e-07,1.31407821070149e-09,1.28331189871388e-10,1,"45–59","2000",3,4.45658280453619e-07,1.31407821070149e-09,4.45786611643491e-07,1.44240940057288e-09,-14.6234254486495,-20.3569509267473,-5.73352547809771,0.99971212417215,TRUE,"Worsened",-14.6237133659216,-20.4501303975735,-5.8264170316519
"bb_d85ab947",35,"f","medium",3600,"always","No restriction",819739.54,5814640.96,9.46667804419112e-52,1.38742539337913e-06,5.19978006293164e-09,7.57654681282346e-36,1,"30–44","3600",NA,1.38742539337913e-06,5.19978006293164e-09,1.38742539337913e-06,5.19978006293164e-09,-13.4880607633091,-19.0746495078436,-5.58658874453451,1,TRUE,"Worsened",-13.4880607633091,-19.0746495078436,-5.58658874453451
"bb_96d44226",27,"m","low",2000,"always","Restricted mobility",814131.09,5810354.29,2.93375061227591e-43,1.74788762705596e-07,6.51147572157783e-10,4.56115484361942e-12,1,"15–29","2000",NA,1.74788762705596e-07,6.51147572157783e-10,1.7479332386044e-07,6.55708727001402e-10,-15.5596615674724,-21.1453044393051,-5.58564287183269,0.999973905440191,TRUE,"Worsened",-15.5596876623727,-21.152284814067,-5.5925971516943
"berlin_5064b4d8",94,"m","high",3600,"always","Restricted mobility",805338.421461569,5819675.10667748,1.40688357946798e-24,0.00240232061732308,6.52441717632455e-06,2.61829863169756e-06,1,"60+","3600",3,0.00240232061732308,6.52441717632455e-06,0.00240493891595478,9.14271580802212e-06,-6.03023077451837,-11.602553082277,-5.57232230775861,0.998911282688168,TRUE,"Worsened",-6.0313200849134,-11.939958930381,-5.90863884546762
"berlin_dc6ed26b",69,"m","high",2600,"always","No restriction",810219.239395262,5814008.78272684,1.56818198675222e-46,1.65891682029054e-05,5.24199417217748e-08,1.09649067933126e-08,1,"60+","2600",3,1.65891682029054e-05,5.24199417217748e-08,1.66001331096987e-05,6.33848485150874e-08,-11.0060998439774,-16.5740409864759,-5.56794114249857,0.999339468742759,TRUE,"Worsened",-11.0067605934815,-16.7639787508073,-5.7572181573258
"bb_75d10400",28,"f","low",1500,"always","No restriction",815664.86,5812269.65,1.00664089337494e-42,7.37431028018263e-08,1.6571225246929e-10,1.28331189871387e-10,1,"15–29","1500",NA,7.37431028018263e-08,1.6571225246929e-10,7.38714339916977e-08,2.94043442340677e-10,-16.4209396332252,-21.9472935964422,-5.52635396321704,0.998262776516755,TRUE,"Worsened",-16.422678367431,-22.5207682505406,-6.09808988310955
"bb_bf773d4f",66,"m","high",2600,"always","No restriction",812833.79,5811331.93,1.71775739306311e-57,3.98534379917243e-06,1.59407476798682e-08,3.83572242524674e-12,1,"60+","2600",NA,3.98534379917243e-06,1.59407476798682e-08,3.98534763489486e-06,1.59445834022935e-08,-12.4328860136687,-17.9541466639945,-5.52126065032577,0.999999037543829,TRUE,"Worsened",-12.4328869761254,-17.9543872587955,-5.52150028267017
"bb_daee6832",40,"m","medium",3000,"always","Restricted mobility",810249.29,5810842.35,9.8628452091339e-42,3.55776564956934e-05,1.14668333582873e-07,3.00398279146699e-08,1,"30–44","3000",NA,3.55776564956934e-05,1.14668333582873e-07,3.56076963236081e-05,1.44708161497543e-07,-10.2429487546063,-15.748546802014,-5.50559804740764,0.999156366993201,TRUE,"Worsened",-10.2437927436717,-15.9812219312868,-5.73742918761511
"berlin_2eefa078",49,"f","high",3600,"always","No restriction",816031.157100236,5813627.04759526,4.53695952130108e-46,2.67488409141318e-05,1.03829275891861e-07,7.21955831834953e-09,1,"45–59","3600",3,2.67488409141318e-05,1.03829275891861e-07,2.67560604724502e-05,1.1104883421021e-07,-10.5287495505653,-16.013295784543,-5.48454623397775,0.999730171101767,TRUE,"Worsened",-10.5290194158739,-16.0805178646334,-5.55149844875953
"berlin_a4ae5b11",51,"f","very_high",5600,"always","No restriction",803153.979014817,5824393.74896122,2.63095995703869e-08,0.0672463791675763,4.59835572511821e-05,0.000238814901285468,1,"45–59","5600",3,0.0672463791675763,4.59835572511821e-05,0.0674852203784614,0.00028482476813622,-2.69584666243444,-8.16363641543741,-5.46778975300296,0.996460836764767,TRUE,"Worsened",-2.69939210332402,-9.9872266764373,-7.28783457311328
"bb_2e3aae72",41,"f","low",2000,"always","No restriction",815131.56,5808704.55,2.83246371606687e-52,1.21255418136188e-07,5.12250339024733e-10,3.83572242524674e-12,1,"30–44","2000",NA,1.21255418136188e-07,5.12250339024733e-10,1.21259253858613e-07,5.1608606144998e-10,-15.9253349895577,-21.3847475785984,-5.45941258904073,0.999968367590075,TRUE,"Worsened",-15.9253666224679,-21.3922076669752,-5.46684104450732
"berlin_3caa6f92",26,"f","medium",3600,"always","No restriction",806751.22540269,5818947.01872628,3.01247843918473e-20,0.00133851216207682,3.84882049818027e-06,1.86886755425489e-06,1,"15–29","3600",3,0.00133851216207682,3.84882049818027e-06,0.00134038102963108,5.7176880524352e-06,-6.6148013549683,-12.0719460209152,-5.45714466594691,0.998605719185112,TRUE,"Worsened",-6.61619660869713,-12.4677438207127,-5.85154721201554
"berlin_d07e73dd",35,"f","high",4600,"always","No restriction",803235.867673755,5824307.35642292,1.46328247360014e-08,0.062223016581962,3.72728594502304e-05,0.000238814901285467,1,"30–44","4600",3,0.062223016581962,3.72728594502304e-05,0.0624618461160722,0.000276102393560434,-2.77319937079051,-8.19473876988634,-5.42153939909583,0.996176393287089,TRUE,"Worsened",-2.77703030617484,-10.1972451248449,-7.42021481867005
"berlin_b9a9c730",88,"m","high",3600,"always","Restricted mobility",815583.434650101,5814330.06252169,2.25695643722877e-57,4.1597597235479e-05,1.76960157825726e-07,7.21955831834956e-09,1,"60+","3600",3,4.1597597235479e-05,1.76960157825726e-07,4.16048167937974e-05,1.84179716144076e-07,-10.0872946090876,-15.5073538378419,-5.42005922875436,0.999826473017436,TRUE,"Worsened",-10.0874681511277,-15.5473412267405,-5.45987307561284
"bb_de5feaa5",52,"f","high",2600,"always","No restriction",815567.11,5812402.65,5.01038925964908e-47,3.13712432862276e-06,1.38363672518001e-08,1.28331189871387e-10,1,"45–59","2600",NA,3.13712432862276e-06,1.38363672518001e-08,3.13725265981263e-06,1.39646984416715e-08,-12.6721630901398,-18.0867332316477,-5.41457014150794,0.999959094403994,TRUE,"Worsened",-12.6722039965724,-18.0959654030176,-5.4237614064452
"berlin_c338fca5",44,"f","very_high",5600,"always","No restriction",807521.124855408,5822217.6438334,2.52386432511997e-19,0.00567443659519164,1.57299656057819e-05,9.82994929680339e-06,1,"30–44","5600",3,0.00567443659519164,1.57299656057819e-05,0.00568426654448844,2.55599149025856e-05,-5.17005317602403,-10.5744852577803,-5.40443208175627,0.998270674110746,TRUE,"Worsened",-5.17178399892342,-11.0599430274329,-5.88815902850949
"berlin_3ef99f01",82,"m","high",4600,"always","Restricted mobility",807218.803806096,5822420.10623307,7.65768017011153e-24,0.00476196671302717,1.1998546142502e-05,9.82994929680339e-06,1,"60+","4600",3,0.00476196671302717,1.1998546142502e-05,0.00477179666232397,2.18284954393054e-05,-5.34503238623186,-10.7322943114769,-5.38726192524502,0.997939989904763,TRUE,"Worsened",-5.34709452106639,-11.3307250703076,-5.98363054924122
"bb_35add4f1",35,"m","medium",3600,"always","No restriction",820587.94,5815693.12,2.63216551344725e-52,4.08927129773328e-06,1.80414821392461e-08,8.64415574242455e-10,1,"30–44","3600",NA,4.08927129773328e-06,1.80414821392461e-08,4.09013571330752e-06,1.89058977134885e-08,-12.4069324067223,-17.783791915225,-5.37685950850276,0.99978865846152,TRUE,"Worsened",-12.4071437705965,-17.830592167192,-5.42344839659543
"bb_a2931e49",38,"m","medium",3000,"always","No restriction",812924.55,5811406.36,2.12504280919143e-44,7.89525035560717e-06,3.69487081297138e-08,3.83572242524674e-12,1,"30–44","3000",NA,7.89525035560717e-06,3.69487081297138e-08,7.8952541913296e-06,3.6952543852139e-08,-11.7492487142798,-17.1136313461266,-5.36438263184683,0.999999514173663,TRUE,"Worsened",-11.7492492001062,-17.1137351528234,-5.36448595271717
"berlin_cf25345e",59,"f","very_high",5600,"always","No restriction",807780.958655757,5822080.64140566,5.4833167463542e-20,0.00511570914434323,1.42565323946232e-05,9.8299492968034e-06,1,"45–59","5600",3,0.00511570914434323,1.42565323946232e-05,0.00512553909364003,2.40864816914266e-05,-5.27351957048671,-10.6338598005123,-5.36034023002556,0.998082162848197,TRUE,"Worsened",-5.2754392490429,-11.1582953426313,-5.88285609358839
"berlin_3d4ec520",96,"m","medium",2000,"always","Restricted mobility",815548.413369962,5814525.56263644,6.00955391032533e-57,2.49483649621934e-06,4.55013450623516e-09,7.21955831834956e-09,1,"60+","2000",3,2.49483649621934e-06,4.55013450623516e-09,2.50205605453769e-06,1.17696928245847e-08,-12.8983977422786,-18.2577380141809,-5.35934027190236,0.997114549729909,TRUE,"Worsened",-12.9012873634856,-19.2081090426106,-6.30682167912501
"berlin_499d7dab",42,"m","high",4600,"always","No restriction",807549.151017135,5822200.87221469,2.13640507263074e-19,0.00439265611996991,1.10702238526929e-05,9.8299492968034e-06,1,"30–44","4600",3,0.00439265611996991,1.10702238526929e-05,0.00440248606926671,2.09001731494965e-05,-5.42558588187678,-10.7757531143629,-5.35016723248614,0.997767182191575,TRUE,"Worsened",-5.42782119613967,-11.411251589886,-5.98343039374638
"berlin_9da85537",33,"f","high",4600,"always","No restriction",806638.57126371,5819268.33926558,1.02802336483626e-21,0.00303677531928577,1.07985145698173e-05,3.680788346574e-06,1,"30–44","4600",3,0.00303677531928577,1.07985145698173e-05,0.00304045610763234,1.44793029163913e-05,-5.79574773941282,-11.1427903132987,-5.34704257388591,0.998789395993143,TRUE,"Worsened",-5.79695907679265,-11.4361019731253,-5.63914289633265
"bb_d47bcbad",41,"m","high",3000,"always","No restriction",810036.11,5810901.24,2.34638168218413e-41,2.48524509587062e-05,8.84747219492603e-08,3.00398279146699e-08,1,"30–44","3000",NA,2.48524509587062e-05,8.84747219492603e-08,2.48824907866209e-05,1.1851454986393e-07,-10.6013461831017,-15.9482301002467,-5.34688391714494,0.99879273228021,TRUE,"Worsened",-10.6025541801562,-16.2405489534239,-5.63799477326762
"bb_55b0e00f",27,"f","low",2000,"always","Restricted mobility",810014.69,5813471.18,5.06067366011417e-33,4.14022297702377e-06,8.82162781862163e-09,1.09649067933126e-08,1,"15–29","2000",NA,4.14022297702377e-06,8.82162781862163e-09,4.15118788381708e-06,1.97865346119342e-08,-12.3921160276153,-17.7382642007028,-5.3461481730875,0.997358609848507,TRUE,"Worsened",-12.3947609123929,-18.5460594240224,-6.15129851162946
"berlin_49b69b3f",25,"f","high",4600,"always","No restriction",815312.30387556,5814858.60379186,7.34373340981192e-39,9.24921834185995e-05,4.38157765750777e-07,7.21955831834955e-09,1,"15–29","4600",3,9.24921834185995e-05,4.38157765750777e-07,9.24994029769178e-05,4.45377324069127e-07,-9.28830836777031,-14.6243439948042,-5.33603562703384,0.999921950217126,TRUE,"Worsened",-9.28838642059923,-14.6406867956469,-5.35230037504763
"berlin_5f40827c",55,"f","high",4600,"always","No restriction",815581.076717344,5814154.226174,1.5481899049986e-44,7.6318781809117e-05,3.62788240877663e-07,7.21955831834956e-09,1,"45–59","4600",3,7.6318781809117e-05,3.62788240877663e-07,7.63260013674353e-05,3.70007799196013e-07,-9.48049689964642,-14.8097417526222,-5.32924485297573,0.999905411547978,TRUE,"Worsened",-9.48059149257222,-14.829446531365,-5.34885503879283
"bb_6cbc5409",67,"f","medium",2600,"always","No restriction",809908.61,5810958.83,3.3703898415824e-53,1.20678711577671e-05,2.93437334663073e-08,3.003982791467e-08,1,"60+","2600",NA,1.20678711577671e-05,2.93437334663073e-08,1.20979109856818e-05,5.93835613809773e-08,-11.322477766078,-16.6392483933066,-5.3167706272286,0.997516940904076,TRUE,"Worsened",-11.3249639130779,-17.3441868239866,-6.0192229109087
"berlin_7bd352c5",28,"f","low",3000,"always","No restriction",806541.784427108,5819206.73218649,1.42928599984372e-19,0.00147091154608014,3.60919867700427e-06,3.680788346574e-06,1,"15–29","3000",3,0.00147091154608014,3.60919867700427e-06,0.00147459233442671,7.28998702357841e-06,-6.51937371083081,-11.8290087919757,-5.30963508114487,0.997503860381856,TRUE,"Worsened",-6.52187297099942,-12.5320247833882,-6.01015181238876
"bb_751d06dc",70,"f","high",3600,"always","No restriction",810153.69,5811280.43,8.26494531713876e-53,7.42751753476817e-05,3.46669811202004e-07,3.00398279146699e-08,1,"60+","3600",NA,7.42751753476817e-05,3.46669811202004e-07,7.43052151755964e-05,3.76709639116674e-07,-9.50732941791517,-14.791791134265,-5.28446171634983,0.999595723828487,TRUE,"Worsened",-9.50773377582833,-14.8748930627452,-5.3671592869169
"bb_27a40a9c",19,"m","low",3600,"always","No restriction",820661.83,5815468.7,1.72568009753125e-47,2.91768523632793e-06,1.40623561100978e-08,8.64415574242455e-10,1,"15–29","3600",NA,2.91768523632793e-06,1.40623561100978e-08,2.91854965190217e-06,1.49267716843402e-08,-12.7444237596317,-18.0201094788943,-5.27568571926255,0.99970382015818,TRUE,"Worsened",-12.7447199833435,-18.0797643892049,-5.33504440586148
"bb_3da4265f",36,"f","medium",3000,"always","No restriction",813310.88,5811249.8,3.0435961603203e-45,6.28329735090043e-06,3.21368206056118e-08,3.83572242524674e-12,1,"30–44","3000",NA,6.28329735090043e-06,3.21368206056118e-08,6.28330118662286e-06,3.2140656328037e-08,-11.9776150489388,-17.2531440559359,-5.27552900699708,0.999999389537074,TRUE,"Worsened",-11.9776156594019,-17.2532634048155,-5.27564774541363
