personId,age,sex,economic_status,income,carAvail,restricted_mobility,homeX,homeY,accessibility,brainExpBeta
bb_f881daca,57,f,low,1500.0,always,false,772496.81,5851845.31,1.1933953254765794E-10,1.0,
berlin_d98a9bc0,67,m,medium,3000.0,always,false,812397.8169062738,5830038.11218399,1.2098284259669469E-4,1.0,
bb_57800256,61,f,very_low,500.0,always,false,817150.45,5788179.11,9.190545940862519E-28,1.0,
bb_43490196,53,f,very_high,5600.0,always,false,804448.18,5809978.6,1.0499290502982865E-4,1.0,
berlin_62509528,54,m,high,3600.0,always,false,794848.882754753,5830700.338355154,0.06592938242438483,1.0,
berlin_14d67d2b,81,m,low,900.0,always,false,804170.2081059739,5838964.678538518,7.035873781295484E-7,1.0,
berlin_9759acba,35,f,low,2600.0,always,false,810263.267810374,5831899.869224057,4.7810859834390625E-4,1.0,
berlin_9e4bc9e2,33,m,very_low,500.0,always,false,793481.0301506247,5827681.943407448,0.0023870190394832584,1.0,
bb_4cf12348,27,m,very_low,499.0,always,false,786957.5,5854054.56,4.36105570848445E-20,1.0,
berlin_3a390188,88,m,medium,3000.0,always,true,796403.1416247103,5820857.495312933,0.009380731403683132,1.0,
berlin_0fcd9bdd,35,f,very_high,5600.0,always,false,795559.3593513112,5825595.175426415,0.21496695699738883,1.0,
berlin_29ccfaf3,64,f,very_low,500.0,always,false,798235.7876053918,5824462.855377604,0.019163871779294073,1.0,
berlin_991c2089,90,m,high,2600.0,always,false,793700.7541809678,5835047.450938682,0.001810015774125686,1.0,
berlin_9a345bab,25,m,low,900.0,always,false,797268.7982818688,5832318.697957375,0.002502231055316028,1.0,
berlin_6cbe0a5a,4,m,medium,3000.0,never,false,795751.396850124,5819781.484987168,0.010871881052376896,1.0,
berlin_93a67922,86,m,medium,2000.0,always,false,809139.4062360064,5828970.239447621,4.097586482219637E-4,1.0,
berlin_1536e190,60,f,very_low,500.0,always,false,802048.4055335218,5823295.9242632575,0.0010222224787223776,1.0,
bb_28f4ed17,50,f,low,3600.0,always,false,822865.75,5830507.39,1.8396706222967433E-6,1.0,
