id,xcoord,ycoord,time,car_accessibility
20516,771517.63,5702686.9,28800.0,-121.5367884588259
20739,772517.63,5702686.9,28800.0,-117.67759481825658
20962,773517.63,5702686.9,28800.0,-113.83448787740627
21185,774517.63,5702686.9,28800.0,-110.01032215547882
21408,775517.63,5702686.9,28800.0,-106.20864999932697
21631,776517.63,5702686.9,28800.0,-102.43394100836788
21854,777517.63,5702686.9,28800.0,-98.6739926877959
22077,778517.63,5702686.9,28800.0,-94.73600959027692
22300,779517.63,5702686.9,28800.0,-90.80881065393943
22523,780517.63,5702686.9,28800.0,-86.89543984932646
22746,781517.63,5702686.9,28800.0,-83.00018700474719
22969,782517.63,5702686.9,28800.0,-79.1292843691546
23192,783517.63,5702686.9,28800.0,-75.29211598154147
23415,784517.63,5702686.9,28800.0,-71.50342382539472
23638,785517.63,5702686.9,28800.0,-67.7875648555513
23861,786517.63,5702686.9,28800.0,-64.18724496046465
24084,787517.63,5702686.9,28800.0,-60.782519639294385
24307,788517.63,5702686.9,28800.0,-57.73322659017103
24530,789517.63,5702686.9,28800.0,-55.36298888586028
24753,790517.63,5702686.9,28800.0,-54.22099083555581
24976,791517.63,5702686.9,28800.0,-54.75596219484766
25199,792517.63,5702686.9,28800.0,-56.46408650095778
25422,793517.63,5702686.9,28800.0,-52.82491644214902
25645,794517.63,5702686.9,28800.0,-49.42963213686768
25868,795517.63,5702686.9,28800.0,-48.0767673092258
26091,796517.63,5702686.9,28800.0,-45.19279698718644
26314,797517.63,5702686.9,28800.0,-48.22889536044916
26537,798517.63,5702686.9,28800.0,-52.11362117360968
26760,799517.63,5702686.9,28800.0,-55.07911445729776
26983,800517.63,5702686.9,28800.0,-58.121767654640784
27206,801517.63,5702686.9,28800.0,-56.877315414874595
27429,802517.63,5702686.9,28800.0,-52.91287353282233
27652,803517.63,5702686.9,28800.0,-48.94843165076833
27875,804517.63,5702686.9,28800.0,-46.731172663592936
28098,805517.63,5702686.9,28800.0,-50.714553466743126
28321,806517.63,5702686.9,28800.0,-54.71287956976472
28544,807517.63,5702686.9,28800.0,-57.02939791411576
28767,808517.63,5702686.9,28800.0,-55.16777757335138
28990,809517.63,5702686.9,28800.0,-54.818307843205794
29213,810517.63,5702686.9,28800.0,-55.75172803285237
