id,xcoord,ycoord,time,car_accessibility_base,car_accessibility_policy,delta
22323,779517.63,5725686.9,28800,-53.15790559,-53.15790635,-7.62536E-07
22546,780517.63,5725686.9,28800,-51.73349963,-51.73350039,-7.62536E-07
22769,781517.63,5725686.9,28800,-50.40957503,-50.4095758,-7.62536E-07
22992,782517.63,5725686.9,28800,-47.20460324,-47.20460474,-1.50415E-06
23215,783517.63,5725686.9,28800,-45.20501763,-45.20501913,-1.50415E-06
23438,784517.63,5725686.9,28800,-43.0040121,-43.00401319,-1.09514E-06
23661,785517.63,5725686.9,28800,-39.85865951,-39.85866061,-1.09514E-06
23884,786517.63,5725686.9,28800,-36.00532866,-36.00533016,-1.49561E-06
24107,787517.63,5725686.9,28800,-39.03850177,-39.03850326,-1.49503E-06
24330,788517.63,5725686.9,28800,-42.30317451,-42.30317599,-1.486E-06
24553,789517.63,5725686.9,28800,-44.15523443,-44.15523527,-8.4364E-07
24776,790517.63,5725686.9,28800,-41.64159736,-41.64159821,-8.4364E-07
24999,791517.63,5725686.9,28800,-41.18537995,-41.18538105,-1.09514E-06
25222,792517.63,5725686.9,28800,-39.54366602,-39.54366677,-7.52681E-07
25445,793517.63,5725686.9,28800,-37.54062933,-37.5406301,-7.79273E-07
25668,794517.63,5725686.9,28800,-41.51076223,-41.51076301,-7.79273E-07
25891,795517.63,5725686.9,28800,-45.04526413,-45.04526496,-8.30237E-07
26114,796517.63,5725686.9,28800,-42.3966394,-42.39664076,-1.36133E-06
26337,797517.63,5725686.9,28800,-38.30104643,-38.30104805,-1.61341E-06
26560,798517.63,5725686.9,28800,-34.84515542,-34.84515739,-1.96574E-06
26783,799517.63,5725686.9,28800,-35.07055003,-35.07055161,-1.57887E-06
27006,800517.63,5725686.9,28800,-34.48924104,-34.48924261,-1.57E-06
27229,801517.63,5725686.9,28800,-36.08971591,-36.08971788,-1.96572E-06
27452,802517.63,5725686.9,28800,-39.30918559,-39.3091872,-1.61338E-06
27675,803517.63,5725686.9,28800,-40.3751512,-40.37515522,-4.01815E-06
27898,804517.63,5725686.9,28800,-39.83405204,-39.8340564,-4.36446E-06
28121,805517.63,5725686.9,28800,-39.76083303,-39.76083727,-4.2445E-06
28344,806517.63,5725686.9,28800,-38.97299601,-38.97300386,-7.84809E-06
28567,807517.63,5725686.9,28800,-39.52139616,-39.52140943,-1.32774E-05
28790,808517.63,5725686.9,28800,-41.40155307,-41.40160849,-5.54197E-05
29013,809517.63,5725686.9,28800,-41.93182229,-41.93190391,-8.16186E-05
29236,810517.63,5725686.9,28800,-42.74183946,-42.74204738,-0.000207917
29459,811517.63,5725686.9,28800,-42.14368263,-42.14414143,-0.000458796
29682,812517.63,5725686.9,28800,-41.45448529,-41.45494408,-0.000458796
29905,813517.63,5725686.9,28800,-43.70799423,-43.70845303,-0.000458796
30128,814517.63,5725686.9,28800,-41.91856427,-41.92038719,-0.001822911
30351,815517.63,5725686.9,28800,-41.78957159,-41.7913945,-0.001822911
30574,816517.63,5725686.9,28800,-45.71144296,-45.71326587,-0.001822911
30797,817517.63,5725686.9,28800,-48.50044252,-48.50243647,-0.001993952
31020,818517.63,5725686.9,28800,-45.37071635,-45.3727103,-0.001993952
31243,819517.63,5725686.9,28800,-45.45533744,-45.45776404,-0.002426598
31466,820517.63,5725686.9,28800,-47.28515927,-47.28758587,-0.002426598
31689,821517.63,5725686.9,28800,-50.6387358,-50.64120391,-0.002468119
31912,822517.63,5725686.9,28800,-50.52552474,-50.53679475,-0.011270008
32135,823517.63,5725686.9,28800,-51.89403147,-51.90396916,-0.009937689
32358,824517.63,5725686.9,28800,-48.23190219,-48.24245741,-0.010555221
32581,825517.63,5725686.9,28800,-44.86933715,-44.87989237,-0.010555221
32804,826517.63,5725686.9,28800,-45.99381141,-46.00337572,-0.009564314
33027,827517.63,5725686.9,28800,-49.80663138,-49.81619569,-0.009564314
33250,828517.63,5725686.9,28800,-53.28496693,-53.34632326,-0.061356324
33473,829517.63,5725686.9,28800,-49.30144028,-49.36279661,-0.061356324
33696,830517.63,5725686.9,28800,-45.31791363,-45.37926995,-0.061356324
33919,831517.63,5725686.9,28800,-46.88498213,-46.94633845,-0.061356324
34142,832517.63,5725686.9,28800,-48.81699419,-48.89586156,-0.078867375
34365,833517.63,5725686.9,28800,-46.85857673,-46.96002525,-0.101448521
34588,834517.63,5725686.9,28800,-46.33834814,-46.5337877,-0.195439559
34811,835517.63,5725686.9,28800,-45.37657048,-45.56823911,-0.191668626
35034,836517.63,5725686.9,28800,-47.9261082,-48.17627371,-0.250165513
35257,837517.63,5725686.9,28800,-51.52271546,-51.71425595,-0.191540496
35480,838517.63,5725686.9,28800,-52.68485066,-52.97778152,-0.292930861
35703,839517.63,5725686.9,28800,-47.61354191,-47.8943037,-0.280761786
35926,840517.63,5725686.9,28800,-45.06155511,-45.34231689,-0.280761786
36149,841517.63,5725686.9,28800,-47.63981874,-47.94128971,-0.301470978
36372,842517.63,5725686.9,28800,-46.25010725,-46.56458965,-0.314482401
36595,843517.63,5725686.9,28800,-44.9341724,-45.2400982,-0.305925795
36818,844517.63,5725686.9,28800,-44.86801203,-45.07375705,-0.205745024
37041,845517.63,5725686.9,28800,-47.09748103,-47.30322606,-0.205745024
37264,846517.63,5725686.9,28800,-49.43546892,-49.67984765,-0.244378724
37487,847517.63,5725686.9,28800,-48.97902678,-49.25709378,-0.278066995
37710,848517.63,5725686.9,28800,-48.17960935,-48.4701402,-0.290530846
37933,849517.63,5725686.9,28800,-47.81560705,-48.11763706,-0.302030008
38156,850517.63,5725686.9,28800,-48.06451564,-48.40011828,-0.335602642
38379,851517.63,5725686.9,28800,-47.97076964,-48.48366744,-0.512897802
38602,852517.63,5725686.9,28800,-48.1965832,-48.68633974,-0.489756545
38825,853517.63,5725686.9,28800,-50.16420857,-50.67088215,-0.506673582
39048,854517.63,5725686.9,28800,-50.08990109,-50.59632593,-0.50642484
39271,855517.63,5725686.9,28800,-53.18555866,-53.69147135,-0.505912692
39494,856517.63,5725686.9,28800,-55.03526288,-55.5716002,-0.536337321
39717,857517.63,5725686.9,28800,-55.74586138,-56.28087729,-0.535015908
39940,858517.63,5725686.9,28800,-52.78316854,-53.34565355,-0.562485013
40163,859517.63,5725686.9,28800,-54.59740697,-55.15989199,-0.562485013
40386,860517.63,5725686.9,28800,-58.04333644,-58.60492532,-0.56158888
40609,861517.63,5725686.9,28800,-58.3681792,-58.93937269,-0.571193493
40832,862517.63,5725686.9,28800,-58.97526643,-59.54645992,-0.571193493
41055,863517.63,5725686.9,28800,-59.58235365,-60.15354715,-0.571193493
41278,864517.63,5725686.9,28800,-63.72971176,-64.68462756,-0.9549158
41501,865517.63,5725686.9,28800,-63.38304286,-64.33795866,-0.9549158
41724,866517.63,5725686.9,28800,-63.03637396,-63.99128976,-0.9549158
41947,867517.63,5725686.9,28800,-61.95745916,-63.01757629,-1.060117126
42170,868517.63,5725686.9,28800,-58.39478541,-59.45490253,-1.060117126
42393,869517.63,5725686.9,28800,-54.85083187,-55.910949,-1.060117126
42616,870517.63,5725686.9,28800,-55.39373763,-56.4538575,-1.060119869
42839,871517.63,5725686.9,28800,-55.01324097,-56.07187347,-1.058632498
43062,872517.63,5725686.9,28800,-54.06907298,-55.12922342,-1.060150448
43285,873517.63,5725686.9,28800,-57.98614994,-59.04630039,-1.060150448
43508,874517.63,5725686.9,28800,-59.08299245,-60.15635951,-1.073367059
43731,875517.63,5725686.9,28800,-59.91585458,-61.00237269,-1.086518107
43954,876517.63,5725686.9,28800,-60.76442757,-61.85094568,-1.086518107
44177,877517.63,5725686.9,28800,-61.97856357,-63.12548238,-1.146918811
44400,878517.63,5725686.9,28800,-62.1049444,-63.25186321,-1.146918811
44623,879517.63,5725686.9,28800,-61.55154731,-62.69977251,-1.148225195
44846,880517.63,5725686.9,28800,-58.7865836,-59.93480879,-1.148225195
45069,881517.63,5725686.9,28800,-57.56964289,-58.71786808,-1.148225195
45292,882517.63,5725686.9,28800,-58.18595684,-59.36197537,-1.176018537
45515,883517.63,5725686.9,28800,-59.40176438,-60.57778292,-1.176018537
45738,884517.63,5725686.9,28800,-59.53004109,-60.72354664,-1.193505546
45961,885517.63,5725686.9,28800,-62.36609241,-63.55959796,-1.193505546
46184,886517.63,5725686.9,28800,-59.41060519,-60.54849276,-1.137887564
46407,887517.63,5725686.9,28800,-57.70136646,-58.84535846,-1.143991997
46630,888517.63,5725686.9,28800,-60.82401138,-61.96800338,-1.143991997
46853,889517.63,5725686.9,28800,-62.54100634,-63.62822113,-1.087214797
47076,890517.63,5725686.9,28800,-65.01565186,-66.10286665,-1.087214797
24,679517.63,5726686.9,28800,-292.8778968,-292.9156626,-0.037765772
247,680517.63,5726686.9,28800,-290.0787319,-290.1164977,-0.037765772
470,681517.63,5726686.9,28800,-287.3120308,-287.3497966,-0.037765772
693,682517.63,5726686.9,28800,-284.5788765,-284.6166423,-0.037765772
916,683517.63,5726686.9,28800,-281.8803868,-281.9181525,-0.037765772
1139,684517.63,5726686.9,28800,-279.2177145,-279.2554803,-0.037765772
1362,685517.63,5726686.9,28800,-276.5920478,-276.6298136,-0.037765772
1585,686517.63,5726686.9,28800,-274.0046104,-274.0423762,-0.037765772
1808,687517.63,5726686.9,28800,-271.4566615,-271.4944273,-0.037765772
2031,688517.63,5726686.9,28800,-268.9494957,-268.9872615,-0.037765772
2254,689517.63,5726686.9,28800,-266.4844428,-266.5222086,-0.037765772
2477,690517.63,5726686.9,28800,-264.062867,-264.1006328,-0.037765772
2700,691517.63,5726686.9,28800,-261.6861666,-261.7239323,-0.037765772
2923,692517.63,5726686.9,28800,-259.3557727,-259.3935385,-0.037765772
3146,693517.63,5726686.9,28800,-257.0731486,-257.1109144,-0.037765772
3369,694517.63,5726686.9,28800,-254.8397875,-254.8775532,-0.037765772
3592,695517.63,5726686.9,28800,-252.6572114,-252.6949772,-0.037765772
3815,696517.63,5726686.9,28800,-250.526969,-250.5647348,-0.037765772
4038,697517.63,5726686.9,28800,-248.4506329,-248.4883987,-0.037765772
4261,698517.63,5726686.9,28800,-247.9840617,-248.0362726,-0.052210892
4484,699517.63,5726686.9,28800,-245.4552588,-245.5074697,-0.052210892
4707,700517.63,5726686.9,28800,-242.9732892,-243.0255001,-0.052210892
4930,701517.63,5726686.9,28800,-240.5398735,-240.5920843,-0.052210892
5153,702517.63,5726686.9,28800,-238.1567812,-238.2089921,-0.052210892
5376,703517.63,5726686.9,28800,-235.8258299,-235.8780408,-0.052210892
5599,704517.63,5726686.9,28800,-233.5488826,-233.6010935,-0.052210892
5822,705517.63,5726686.9,28800,-231.3278461,-231.380057,-0.052210892
6045,706517.63,5726686.9,28800,-229.1646678,-229.2168786,-0.052210892
6268,707517.63,5726686.9,28800,-227.0613321,-227.113543,-0.052210892
6491,708517.63,5726686.9,28800,-225.0198566,-225.0720675,-0.052210892
6714,709517.63,5726686.9,28800,-223.0422871,-223.094498,-0.052210892
6937,710517.63,5726686.9,28800,-221.1306925,-221.1829034,-0.052210892
7160,711517.63,5726686.9,28800,-219.287158,-219.3393689,-0.052210892
7383,712517.63,5726686.9,28800,-215.1745986,-215.2267942,-0.052195524
7606,713517.63,5726686.9,28800,-212.9253907,-212.9775862,-0.052195524
7829,714517.63,5726686.9,28800,-210.7387751,-210.7909706,-0.052195524
8052,715517.63,5726686.9,28800,-208.6171292,-208.6693247,-0.052195524
8275,716517.63,5726686.9,28800,-206.5628763,-206.6150718,-0.052195524
8498,717517.63,5726686.9,28800,-204.5784787,-204.6306742,-0.052195524
8721,718517.63,5726686.9,28800,-202.6664303,-202.7186259,-0.052195524
8944,719517.63,5726686.9,28800,-200.8292475,-200.881443,-0.052195524
9167,720517.63,5726686.9,28800,-199.0694593,-199.1216548,-0.052195524
9390,721517.63,5726686.9,28800,-197.3895959,-197.4417914,-0.052195524
9613,722517.63,5726686.9,28800,-195.7921767,-195.8443722,-0.052195524
9836,723517.63,5726686.9,28800,-194.2796964,-194.3318919,-0.052195524
10059,724517.63,5726686.9,28800,-192.8546107,-192.9068062,-0.052195524
10282,725517.63,5726686.9,28800,-191.5193206,-191.5715162,-0.052195524
10505,726517.63,5726686.9,28800,-190.2761565,-190.328352,-0.052195524
10728,727517.63,5726686.9,28800,-189.1273608,-189.1795563,-0.052195524
10951,728517.63,5726686.9,28800,-188.0750708,-188.1272663,-0.052195524
11174,729517.63,5726686.9,28800,-187.1213013,-187.1734968,-0.052195524
11397,730517.63,5726686.9,28800,-186.2679271,-186.3201226,-0.052195524
11620,731517.63,5726686.9,28800,-185.5166662,-185.5688618,-0.052195524
11843,732517.63,5726686.9,28800,-184.8690637,-184.9212592,-0.052195524
12066,733517.63,5726686.9,28800,-184.3264764,-184.3786719,-0.052195524
12289,734517.63,5726686.9,28800,-183.8900594,-183.9422549,-0.052195524
12512,735517.63,5726686.9,28800,-183.5607543,-183.6129498,-0.052195524
12735,736517.63,5726686.9,28800,-183.3392787,-183.3914742,-0.052195524
12958,737517.63,5726686.9,28800,-183.2261189,-183.2783145,-0.052195524
13181,738517.63,5726686.9,28800,-183.2215247,-183.2737202,-0.052195524
13404,739517.63,5726686.9,28800,-183.3255061,-183.3777016,-0.052195524
13627,740517.63,5726686.9,28800,-183.5378337,-183.5900293,-0.052195524
13850,741517.63,5726686.9,28800,-183.8580411,-183.9102366,-0.052195524
14073,742517.63,5726686.9,28800,-174.3520385,-174.3566467,-0.004608116
14296,743517.63,5726686.9,28800,-173.9767442,-173.9813523,-0.004608116
14519,744517.63,5726686.9,28800,-173.7094695,-173.7140776,-0.004608116
14742,745517.63,5726686.9,28800,-182.0813574,-182.0813581,-7.62536E-07
14965,746517.63,5726686.9,28800,-178.1116658,-178.1116665,-7.62536E-07
15188,747517.63,5726686.9,28800,-174.1437478,-174.1437485,-7.62536E-07
15411,748517.63,5726686.9,28800,-170.1777631,-170.1777638,-7.62536E-07
15634,749517.63,5726686.9,28800,-166.213891,-166.2138917,-7.62537E-07
15857,750517.63,5726686.9,28800,-162.2523336,-162.2523344,-7.62536E-07
16080,751517.63,5726686.9,28800,-158.2933196,-158.2933203,-7.62536E-07
16303,752517.63,5726686.9,28800,-154.3371084,-154.3371092,-7.62536E-07
16526,753517.63,5726686.9,28800,-150.3839961,-150.3839968,-7.62536E-07
16749,754517.63,5726686.9,28800,-146.4343212,-146.4343219,-7.62536E-07
16972,755517.63,5726686.9,28800,-142.4884735,-142.4884742,-7.62536E-07
17195,756517.63,5726686.9,28800,-138.5469033,-138.5469041,-7.62536E-07
17418,757517.63,5726686.9,28800,-134.6101339,-134.6101347,-7.62537E-07
17641,758517.63,5726686.9,28800,-130.6787769,-130.6787776,-7.62536E-07
17864,759517.63,5726686.9,28800,-126.7535509,-126.7535517,-7.62536E-07
18087,760517.63,5726686.9,28800,-122.8353067,-122.8353074,-7.62536E-07
18310,761517.63,5726686.9,28800,-118.9250577,-118.9250584,-7.62536E-07
18533,762517.63,5726686.9,28800,-115.0240208,-115.0240216,-7.62536E-07
18756,763517.63,5726686.9,28800,-111.1336693,-111.1336701,-7.62536E-07
18979,764517.63,5726686.9,28800,-107.2558027,-107.2558035,-7.62536E-07
19202,765517.63,5726686.9,28800,-103.3926405,-103.3926413,-7.62536E-07
19425,766517.63,5726686.9,28800,-99.54694956,-99.54695033,-7.62536E-07
19648,767517.63,5726686.9,28800,-95.72221909,-95.72221985,-7.62536E-07
19871,768517.63,5726686.9,28800,-91.9229055,-91.92290626,-7.62536E-07
20094,769517.63,5726686.9,28800,-88.15477981,-88.15478057,-7.62536E-07
20317,770517.63,5726686.9,28800,-84.42542896,-84.42542972,-7.62536E-07
20540,771517.63,5726686.9,28800,-80.74499182,-80.74499258,-7.62536E-07
20763,772517.63,5726686.9,28800,-77.12725701,-77.12725778,-7.62536E-07
20986,773517.63,5726686.9,28800,-73.59132462,-73.59132538,-7.62536E-07
21209,774517.63,5726686.9,28800,-70.16414473,-70.16414549,-7.62536E-07
21432,775517.63,5726686.9,28800,-66.88439064,-66.8843914,-7.62536E-07
21655,776517.63,5726686.9,28800,-63.80822549,-63.80822625,-7.62536E-07
21878,777517.63,5726686.9,28800,-61.01725215,-61.01725292,-7.62536E-07
22101,778517.63,5726686.9,28800,-58.6272927,-58.62729347,-7.62536E-07
22324,779517.63,5726686.9,28800,-56.85020148,-56.85020224,-7.62536E-07
22547,780517.63,5726686.9,28800,-55.52627689,-55.52627765,-7.62536E-07
22770,781517.63,5726686.9,28800,-54.2023523,-54.20235306,-7.62536E-07
22993,782517.63,5726686.9,28800,-48.87328285,-48.87328367,-8.16989E-07
23216,783517.63,5726686.9,28800,-45.75785269,-45.75785351,-8.16989E-07
23439,784517.63,5726686.9,28800,-43.20638341,-43.20638423,-8.16988E-07
23662,785517.63,5726686.9,28800,-39.65725277,-39.65725414,-1.36232E-06
23885,786517.63,5726686.9,28800,-36.44412174,-36.4441231,-1.36232E-06
24108,787517.63,5726686.9,28800,-36.91062691,-36.91062839,-1.486E-06
24331,788517.63,5726686.9,28800,-40.51276867,-40.51277015,-1.486E-06
24554,789517.63,5726686.9,28800,-42.36993297,-42.36993382,-8.4364E-07
24777,790517.63,5726686.9,28800,-38.61431629,-38.61431713,-8.4364E-07
25000,791517.63,5726686.9,28800,-37.11422384,-37.11422469,-8.4364E-07
25223,792517.63,5726686.9,28800,-37.03527059,-37.03527169,-1.09514E-06
25446,793517.63,5726686.9,28800,-38.5259347,-38.52593548,-7.79273E-07
25669,794517.63,5726686.9,28800,-42.40079802,-42.4007988,-7.79273E-07
25892,795517.63,5726686.9,28800,-46.27566134,-46.27566212,-7.79273E-07
26115,796517.63,5726686.9,28800,-43.01979462,-43.01979659,-1.96574E-06
26338,797517.63,5726686.9,28800,-39.43103861,-39.43104057,-1.96574E-06
26561,798517.63,5726686.9,28800,-35.308796,-35.30879757,-1.57887E-06
26784,799517.63,5726686.9,28800,-35.3600752,-35.36007644,-1.24196E-06
27007,800517.63,5726686.9,28800,-34.54475046,-34.5447517,-1.24195E-06
27230,801517.63,5726686.9,28800,-35.35028036,-35.35028231,-1.95025E-06
27453,802517.63,5726686.9,28800,-37.99207349,-37.99207653,-3.03836E-06
27676,803517.63,5726686.9,28800,-36.95002409,-36.95002778,-3.68981E-06
27899,804517.63,5726686.9,28800,-39.57904011,-39.57904447,-4.36446E-06
28122,805517.63,5726686.9,28800,-40.58260388,-40.58260825,-4.37396E-06
28345,806517.63,5726686.9,28800,-41.97044595,-41.9704502,-4.2445E-06
28568,807517.63,5726686.9,28800,-42.41006416,-42.41007744,-1.32774E-05
28791,808517.63,5726686.9,28800,-42.1696694,-42.16972482,-5.54197E-05
29014,809517.63,5726686.9,28800,-42.20051296,-42.20059458,-8.16186E-05
29237,810517.63,5726686.9,28800,-42.80549849,-42.8057064,-0.000207917
29460,811517.63,5726686.9,28800,-43.49855678,-43.4987647,-0.000207917
29683,812517.63,5726686.9,28800,-43.55634868,-43.55680747,-0.000458796
29906,813517.63,5726686.9,28800,-42.29172972,-42.29345619,-0.001726469
30129,814517.63,5726686.9,28800,-42.62725639,-42.62907147,-0.001815082
30352,815517.63,5726686.9,28800,-43.00864761,-43.01036847,-0.001720863
30575,816517.63,5726686.9,28800,-46.82385571,-46.82567862,-0.001822911
30798,817517.63,5726686.9,28800,-46.38636638,-46.38808554,-0.001719162
31021,818517.63,5726686.9,28800,-43.33617738,-43.33817133,-0.001993952
31244,819517.63,5726686.9,28800,-43.25017063,-43.25263875,-0.002468119
31467,820517.63,5726686.9,28800,-45.06357378,-45.0660419,-0.002468119
31690,821517.63,5726686.9,28800,-47.67028471,-47.67957912,-0.009294406
31913,822517.63,5726686.9,28800,-47.29521627,-47.30782006,-0.012603786
32136,823517.63,5726686.9,28800,-45.85845387,-45.86972388,-0.011270008
32359,824517.63,5726686.9,28800,-47.02623914,-47.0387889,-0.012549765
32582,825517.63,5726686.9,28800,-45.43134336,-45.44032637,-0.008983015
32805,826517.63,5726686.9,28800,-44.43578358,-44.4447666,-0.008983015
33028,827517.63,5726686.9,28800,-48.19832406,-48.20732773,-0.009003669
33251,828517.63,5726686.9,28800,-51.80920159,-51.8254369,-0.016235315
33474,829517.63,5726686.9,28800,-48.80713089,-48.86848722,-0.061356324
33697,830517.63,5726686.9,28800,-44.80793385,-44.86929017,-0.061356324
33920,831517.63,5726686.9,28800,-44.57419029,-44.63868118,-0.064490895
34143,832517.63,5726686.9,28800,-44.84913232,-44.92799969,-0.078867375
34366,833517.63,5726686.9,28800,-45.66885184,-45.7625503,-0.093698462
34589,834517.63,5726686.9,28800,-48.38083562,-48.48228415,-0.101448521
34812,835517.63,5726686.9,28800,-45.59174774,-45.80556503,-0.21381729
35035,836517.63,5726686.9,28800,-48.06236733,-48.27902732,-0.21665999
35258,837517.63,5726686.9,28800,-51.97035312,-52.18701311,-0.21665999
35481,838517.63,5726686.9,28800,-50.73689211,-50.98135591,-0.244463798
35704,839517.63,5726686.9,28800,-48.94906878,-49.22983057,-0.280761786
35927,840517.63,5726686.9,28800,-45.14853969,-45.42930147,-0.280761786
36150,841517.63,5726686.9,28800,-44.79188768,-45.11295551,-0.32106783
36373,842517.63,5726686.9,28800,-42.85020518,-43.43411341,-0.583908225
36596,843517.63,5726686.9,28800,-44.79069826,-45.11176609,-0.32106783
36819,844517.63,5726686.9,28800,-45.07990227,-45.34176822,-0.261865952
37042,845517.63,5726686.9,28800,-44.74234678,-44.94565287,-0.203306089
37265,846517.63,5726686.9,28800,-45.40159354,-45.63664282,-0.235049285
37488,847517.63,5726686.9,28800,-45.48938991,-45.7674569,-0.278066995
37711,848517.63,5726686.9,28800,-46.81768243,-47.09920344,-0.281521013
37934,849517.63,5726686.9,28800,-48.2742764,-48.57630641,-0.302030008
38157,850517.63,5726686.9,28800,-48.69131726,-49.0269199,-0.335602642
38380,851517.63,5726686.9,28800,-48.39196353,-48.78220872,-0.390245184
38603,852517.63,5726686.9,28800,-47.24816415,-47.72446337,-0.476299222
38826,853517.63,5726686.9,28800,-49.38801744,-49.88690523,-0.498887792
39049,854517.63,5726686.9,28800,-50.17411774,-50.68122431,-0.507106568
39272,855517.63,5726686.9,28800,-53.92085241,-54.42808886,-0.507236446
39495,856517.63,5726686.9,28800,-57.5833738,-58.14750439,-0.564130589
39718,857517.63,5726686.9,28800,-53.9032572,-54.46738779,-0.564130589
39941,858517.63,5726686.9,28800,-52.40535658,-52.94029789,-0.534941305
40164,859517.63,5726686.9,28800,-55.80803245,-56.37051746,-0.562485013
40387,860517.63,5726686.9,28800,-59.11911209,-59.68159711,-0.562485013
40610,861517.63,5726686.9,28800,-62.35708284,-62.92827633,-0.571193493
40833,862517.63,5726686.9,28800,-62.95761486,-63.52880835,-0.571193493
41056,863517.63,5726686.9,28800,-63.56470208,-64.13589558,-0.571193493
41279,864517.63,5726686.9,28800,-67.7431236,-68.6980394,-0.9549158
41502,865517.63,5726686.9,28800,-67.3964547,-68.3513705,-0.9549158
41725,866517.63,5726686.9,28800,-67.0497858,-68.0047016,-0.9549158
41948,867517.63,5726686.9,28800,-63.84387344,-64.90399057,-1.060117126
42171,868517.63,5726686.9,28800,-60.29991991,-61.36003704,-1.060117126
42394,869517.63,5726686.9,28800,-56.75596638,-57.8160835,-1.060117126
42617,870517.63,5726686.9,28800,-56.84911378,-57.90923091,-1.060117126
42840,871517.63,5726686.9,28800,-54.31334867,-55.3734658,-1.060117126
43063,872517.63,5726686.9,28800,-54.14957817,-55.20969526,-1.060117089
43286,873517.63,5726686.9,28800,-55.36574887,-56.42629532,-1.060546455
43509,874517.63,5726686.9,28800,-55.11921805,-56.19258511,-1.073367059
43732,875517.63,5726686.9,28800,-55.9900069,-57.07652501,-1.086518107
43955,876517.63,5726686.9,28800,-56.83857989,-57.925098,-1.086518107
44178,877517.63,5726686.9,28800,-57.96404193,-59.11096074,-1.146918811
44401,878517.63,5726686.9,28800,-58.09210947,-59.23902828,-1.146918811
44624,879517.63,5726686.9,28800,-57.96264283,-59.03600989,-1.073367059
44847,880517.63,5726686.9,28800,-56.72728281,-57.87550801,-1.148225195
45070,881517.63,5726686.9,28800,-58.89396816,-60.04219336,-1.148225195
45293,882517.63,5726686.9,28800,-59.57246393,-60.7103515,-1.137887564
45516,883517.63,5726686.9,28800,-61.17331812,-62.31120568,-1.137887564
45739,884517.63,5726686.9,28800,-63.50043304,-64.69393858,-1.193505546
45962,885517.63,5726686.9,28800,-59.81530821,-60.95473853,-1.139430321
46185,886517.63,5726686.9,28800,-58.07836184,-59.2162494,-1.137887564
46408,887517.63,5726686.9,28800,-60.56864146,-61.71263346,-1.143991997
46631,888517.63,5726686.9,28800,-56.8965493,-57.9837641,-1.087214797
46854,889517.63,5726686.9,28800,-59.36093511,-60.4481499,-1.087214797
47077,890517.63,5726686.9,28800,-62.95693715,-64.04415195,-1.087214797
25,679517.63,5727686.9,28800,-290.0517339,-290.0894997,-0.037765772
248,680517.63,5727686.9,28800,-287.221107,-287.2588728,-0.037765772
471,681517.63,5727686.9,28800,-284.4226086,-284.4603744,-0.037765772
694,682517.63,5727686.9,28800,-281.6573359,-281.6951017,-0.037765772
917,683517.63,5727686.9,28800,-278.9264226,-278.9641883,-0.037765772
1140,684517.63,5727686.9,28800,-276.2310394,-276.2688051,-0.037765772
1363,685517.63,5727686.9,28800,-273.5723946,-273.6101603,-0.037765772
1586,686517.63,5727686.9,28800,-270.9517342,-270.9895,-0.037765772
1809,687517.63,5727686.9,28800,-268.3703425,-268.4081082,-0.037765772
2032,688517.63,5727686.9,28800,-265.8295412,-265.8673069,-0.037765772
2255,689517.63,5727686.9,28800,-263.3306902,-263.3684559,-0.037765772
2478,690517.63,5727686.9,28800,-260.8751866,-260.9129524,-0.037765772
2701,691517.63,5727686.9,28800,-258.4644646,-258.5022304,-0.037765772
2924,692517.63,5727686.9,28800,-256.0999943,-256.13776,-0.037765772
3147,693517.63,5727686.9,28800,-253.7832806,-253.8210464,-0.037765772
3370,694517.63,5727686.9,28800,-251.5158622,-251.553628,-0.037765772
3593,695517.63,5727686.9,28800,-249.2993097,-249.3370754,-0.037765772
3816,696517.63,5727686.9,28800,-247.1352234,-247.1729892,-0.037765772
4039,697517.63,5727686.9,28800,-245.0252315,-245.0629973,-0.037765772
4262,698517.63,5727686.9,28800,-244.9193563,-244.9715672,-0.052210892
4485,699517.63,5727686.9,28800,-242.3526585,-242.4048693,-0.052210892
4708,700517.63,5727686.9,28800,-239.8325661,-239.884777,-0.052210892
4931,701517.63,5727686.9,28800,-237.3608455,-237.4130564,-0.052210892
5154,702517.63,5727686.9,28800,-234.9393166,-234.9915274,-0.052210892
5377,703517.63,5727686.9,28800,-232.5698519,-232.6220628,-0.052210892
5600,704517.63,5727686.9,28800,-230.2543751,-230.306586,-0.052210892
5823,705517.63,5727686.9,28800,-227.9948586,-228.0470695,-0.052210892
6046,706517.63,5727686.9,28800,-225.7933208,-225.8455317,-0.052210892
6269,707517.63,5727686.9,28800,-223.6518227,-223.7040336,-0.052210892
6492,708517.63,5727686.9,28800,-221.572464,-221.6246749,-0.052210892
6715,709517.63,5727686.9,28800,-219.557378,-219.6095889,-0.052210892
6938,710517.63,5727686.9,28800,-217.6087263,-217.6609372,-0.052210892
7161,711517.63,5727686.9,28800,-215.7286923,-215.7809032,-0.052210892
7384,712517.63,5727686.9,28800,-211.9025943,-211.9547899,-0.052195524
7607,713517.63,5727686.9,28800,-209.6110236,-209.6632191,-0.052195524
7830,714517.63,5727686.9,28800,-207.3821486,-207.4343441,-0.052195524
8053,715517.63,5727686.9,28800,-205.2184456,-205.2706411,-0.052195524
8276,716517.63,5727686.9,28800,-203.1224444,-203.1746399,-0.052195524
8499,717517.63,5727686.9,28800,-201.0967222,-201.1489177,-0.052195524
