personId,age,sex,income,homeX,homeY,district,twalk_rawSum,pt_rawSum,car_base_rawSum,car_policy_rawSum,twalk_logSum,pt_logSum,car_logSum_base,car_logSum_policy,car_delta,car_base_logSum_no_income,base_car_delta_incomeFactor,mm_logSum_base,mm_logSum_policy,mm_delta,outcome
berlin_1d4fac3e,53,f,4600,805427.3996417982,5826802.438159627,Lichtenberg,1.0325889059277773e-12,2.273208979086038e-4,0.01180257630773706,2.780062913729531e-4,-27.598951966346426,-8.389147891566893,-4.43943744017714,-8.18786681369175,-3.74842937351461,-5.112891768312433,0.6734543281352927,-4.420360293780331,-7.59030443687438,-3.1699441430940487,Loser
berlin_4a8dd248,35,m,4600,799608.6998234489,5830981.426315884,Pankow,0.00124743402046786,0.0051829669645572,0.23010519645835664,0.04829670597323562,-6.686666621141815,-5.262377613602096,-1.4692186987175206,-3.030391919961181,-1.5611732212436602,-1.671091321148318,0.2018726224307974,-1.4416565646458057,-2.9053961354781555,-1.4637395708323497,Loser
berlin_2fd1a4f2,30,m,4600,794451.0185861085,5823184.421872941,Charlottenburg-Wilmersdorf,5.424149935891636e-9,0.00653149076871309,0.08979624665403732,0.01908345456163859,-19.03240464364251,-5.031120066387336,-2.410212101273133,-3.9589335726611274,-1.5487214713879944,-2.847651806223529,0.4374397049503962,-2.339998913952917,-3.6645790841186203,-1.3245801701657034,Loser
berlin_1aa3bd23,57,f,3600,797589.8421067728,5828237.840869045,Mitte,3.018083748254735e-5,0.04495448458364013,0.1494146576839605,3.129102320177263e-13,-10.408303355422197,-3.1021047547731744,-1.9010299007615166,-28.792860044170546,-26.891830143409027,-2.073976733513104,0.1729468327515875,-1.637840868931597,-3.101433615699109,-1.463592746767512,Loser
berlin_ac30f016,43,f,3000,781344.1245566328,5830524.212187038,Spandau,3.3088449483277463e-9,0.00106453104016551,0.029085094002741448,0.02027299363849424,-19.526666666666664,-6.8452209146706995,-3.5375294696238977,-3.898465641288156,-0.3609361716642585,-3.6139957659429527,0.076466296319055,-3.501582682526644,-3.847287879204339,-0.3457051966776947,Loser
berlin_4db0141b,76,m,3600,791320.3552859721,5825383.438699975,Charlottenburg-Wilmersdorf,0.476637040082972,0.5665089669146437,0.6044985555729439,0.02506886160257266,-0.7410000000000001,-0.5682623700168519,-0.5033559983876401,-3.68612877659553,-3.18277277820789,-0.5115726350454465,0.008216636657806364,0.4993467301735792,0.0659889081303379,-0.4333578220432413,Loser
berlin_c316fa06,20,f,500,798227.4022280356,5826492.258903999,Friedrichshain-Kreuzberg,0.00509262739127645,0.06479944778283092,0.08709746062686477,3.2114114082121054e-9,-5.279961394707083,-2.7364581975301125,-2.4407275502345094,-19.556555305408455,-17.115827755173946,-0.8591308181534254,-1.581596732081084,-1.8515761268043243,-2.660802963982498,-0.8092268371781739,Loser
berlin_e0bbe134,9,m,5600,804830.1292374458,5821983.361526323,Treptow-Köpenick,1.5675756955044902e-14,1.945831124117816e-4,0.024164899257672,4.0416355963165527e-05,-31.78666101896468,-8.544651173006933,-3.7228541426293478,-10.116276004353647,-6.393421861724299,-4.517380125098273,0.7945259824689255,-3.714834085541107,-8.355927305990235,-4.641093220449129,Loser
berlin_dc9db78a,30,f,1500,814612.6550956217,5821559.674619796,Treptow-Köpenick,8.593128341625026e-35,2.76664539528783e-6,5.396308292065382e-7,1.8154077219188382e-9,-78.4395154009704,-12.79787502030957,-14.432380580800574,-20.126955754281756,-5.694575173481182,-11.178081804613305,-3.2542987761872695,-12.61968800957712,-12.797219058988512,-0.17753104941139242,Loser
berlin_2e91df68,62,m,900,799038.7599794671,5825316.923198623,Friedrichshain-Kreuzberg,1.494131290149777e-4,0.03199747006745861,0.1816854642231963,1.1231480614327393e-8,-8.80879541084699,-3.4420984396997665,-1.7054783055517058,-18.30454523233404,-16.599066926782335,-0.9054093165563482,-0.8000689889953576,-1.5425629942692383,-3.4374394292953636,-1.8948764350261253,Loser
berlin_22fcb751,95,m,3600,786875.7555001094,5834445.932609877,Reinickendorf,7.338370145071429e-19,5.335710151470334e-6,3.901049191593027e-4,9.38014491612947e-5,-41.75599999999762,-12.141088570265898,-7.84909483153552,-9.274330252590683,-1.4252354210551639,-8.615092407340839,0.7659975758053195,-7.835509897547724,-9.219006219073002,-1.3834963215252776,Loser
berlin_ca6693c2,6,m,5600,806213.2380057145,5833700.303274353,Lichtenberg,1.503850175812519e-16,2.1063451438831793e-4,0.00527026098943252,0.00116744741555566,-36.43333288448513,-8.465386085707824,-5.245675394043635,-6.752935609644847,-1.507260215601212,-6.076894640678678,0.831219246635043,-5.20648677826666,-6.587062652465689,-1.380575874199029,Loser
berlin_025fc8c8,37,f,3600,804248.1482617105,5819147.461893457,Neukölln,1.2460895823615147e-18,3.750338231455669e-5,0.00193196606101823,2.919442638714848e-5,-41.22652136015568,-10.191079434000393,-6.2492171101068585,-10.441532744061849,-4.1923156339549905,-6.7687963624951735,0.5195792523883149,-6.229991090610057,-9.61533845863025,-3.3853473680201924,Loser
berlin_a27e7f60,54,m,3000,795083.4917440413,5826166.192303499,Mitte,9.114983743556384e-6,0.01253572324118875,0.13789061592226703,3.358640423093856e-7,-11.605590933317806,-4.379172851294907,-1.9812945463731646,-14.906559394854408,-12.925264848481245,-2.0330727125630457,0.05177816618988107,-1.8942211628852073,-4.378419222099846,-2.4841980592146387,Loser
berlin_c26b2ee3,74,m,5600,789984.0756018409,5835087.207710117,Reinickendorf,4.480143775505097e-25,9.894596062758694e-5,0.00603386910471022,0.0016183246334248,-56.064972186192534,-9.220936709107853,-5.1103668314354485,-6.4263638417660225,-1.315997010330574,-6.314105654594293,1.2037388231588446,-5.094101406822313,-6.367019112481929,-1.2729177056596157,Loser
bb_8b86a99b,59,f,500,767588.63,5829562.54,NA,3.02673745968237e-39,4.233457354599266e-5,7.65872314044472e-13,1.395534570427604e-12,-88.69333333333333,-10.06990646424089,-27.89776093091267,-27.29774356945175,0.600017361460921,-9.495624259396289,-18.40213667151638,-10.069906446149949,-10.069906431276474,1.4873474896148764e-8,Winner
berlin_193039f0,48,f,2600,797318.1274611987,5823966.4881519405,Tempelhof-Schöneberg,6.33741722275889e-5,0.00474641219603666,0.1621387355300732,5.454548747033206e-5,-9.66645415763584,-5.3503662734890405,-1.8193029180833469,-9.816475571923926,-7.997172653840579,-1.7750832177511555,-0.04421970033219136,-1.7900697661905915,-5.325825909726506,-3.535756143535914,Loser
berlin_d3d271aa,36,m,1500,800744.4646754549,5824292.206916948,Neukölln,1.0945793168045222e-4,0.05357027798170419,0.11102458899096476,1.833408174711089e-8,-9.119970268092548,-2.926760879972543,-2.198003579761152,-17.814504118645583,-15.61650053888443,-1.7242914543389365,-0.4737121254222154,-1.803603382857644,-2.9247193644315304,-1.1211159815738863,Loser
berlin_6cbcd783,2,m,3600,798163.5665915979,5833077.248943633,Pankow,2.230499858221833e-9,4.275032848116042e-4,0.04015474240665762,0.0122906307801512,-19.921040124923632,-7.757548585847145,-3.2150147283378168,-4.398918032054766,-1.1839033037169493,-3.4739884084586303,0.25897368012081357,-3.20442455129443,-4.364726249457227,-1.1603016981627974,Loser
bb_6d296103,12,f,900,782949.94,5845659.45,NA,3.1713328620050426e-39,2.6316470004688182e-9,1.552974180159377e-9,3.999687811277432e-9,-88.64666666604731,-19.75565595084092,-20.28309391870083,-19.337049526053,0.9460443926478277,-11.635211166371136,-8.647882752329693,-19.29184965547042,-18.831459723940785,0.46038993152963315,Winner
berlin_c96f80e2,91,m,2600,805469.1972317118,5830339.485888926,Lichtenberg,6.784935976278218e-16,0.00153112538141914,0.01084796653386089,6.782700172272909e-4,-34.92665663073048,-6.481752270546069,-4.523777632794305,-7.2959650938090705,-2.7721874610147657,-4.410347839224091,-0.11342979357021399,-4.39174636536263,-6.115036376153818,-1.723290010791188,Loser
berlin_55c713ad,28,m,900,791779.9900572642,5836748.366057366,Reinickendorf,9.547863540174424e-19,1.0370789262440616e-5,2.7498979924924443e-6,6.118170652634466e-7,-41.49279935049247,-11.476517428451219,-12.803946740612892,-14.306832512085695,-1.502885771472803,-6.901457424781752,-5.90248931583114,-11.241320393584408,-11.419197779585863,-0.1778773860014553,Loser
berlin_ef2a8704,28,f,500,798173.6772123611,5821819.404159689,Tempelhof-Schöneberg,5.153936523845951e-9,0.00474641219603665,1.0119740519079376e-4,4.677180674861268e-7,-19.083505040693137,-5.350366273489042,-9.198437441846806,-14.57540014245798,-5.376962700611173,-3.716909592045256,-5.48152784980155,-5.329268498066511,-5.350266651199495,-0.020998153132984143,Loser
berlin_92530218,45,f,2000,814080.3153669303,5827854.788456481,Marzahn-Hellersdorf,5.898669392681271e-32,1.446001421820775e-7,1.792099405622535e-5,3.002878484250198e-7,-71.90799617699695,-15.749293543943686,-10.929537680068423,-15.018524327560996,-4.088986647492574,-9.581531955719331,-1.3480057243490915,-10.921501301660525,-14.625443292964475,-3.7039419913039495,Loser
bb_40ee4703,55,f,3600,774886.08,5813014.33,NA,2.079065884400261e-42,1.676019591504343e-5,1.9554437569212204e-05,1.4862478778316153e-5,-95.97665520694795,-10.996503773536926,-10.842308311652788,-11.116670723816103,-0.27436241216331503,-11.95777574555352,1.115467433900731,-10.223289771639006,-10.361636141102569,-0.13834636946356227,Loser
berlin_8b594eb2,72,m,2000,804284.1993702636,5823353.529406065,Treptow-Köpenick,5.5258832684319086e-15,3.1350915278566564e-4,0.00826818169187034,1.0851078807966903e-5,-32.82933329269484,-8.067682002828912,-4.79534066209319,-11.431246053614865,-6.635905391521675,-4.246624557706796,-0.5487161043863944,-4.758124316755272,-8.03365583386931,-3.275531517114037,Loser
berlin_7144a1f7,40,f,3600,786029.0837290966,5834924.194328763,Reinickendorf,3.776419713168941e-15,1.4620665664150766e-6,2.985130700726969e-4,6.696902207755115e-5,-33.20999999995251,-13.435659666609531,-8.116696840252008,-9.611280402544763,-1.494583562292755,-8.913294906434185,0.7965980661821774,-8.111810964599671,-9.589683324201342,-1.4778723596016707,Loser
berlin_62a8f973,38,f,3000,793850.1102623437,5835077.736949905,Reinickendorf,1.525375805303903e-15,9.199656466916424e-5,0.00413553495243426,6.632029836691987e-4,-34.116535585502646,-9.293759322164972,-5.488138587064316,-7.318429455255241,-1.8302908681909251,-5.636256301318229,0.14811771425391385,-5.466137021960914,-7.188528541200047,-1.7223915192391335,Loser
berlin_b2d05e26,30,f,1500,806828.9808020605,5827020.754327461,Lichtenberg,7.112222686189752e-16,3.4371867763738443e-4,4.814132288414746e-4,9.467396422093027e-6,-34.8795466788518,-7.975687032735472,-7.638784553056278,-11.567656617595448,-3.9288720645391697,-6.0004719120904,-1.6383126409658786,-7.099967297768196,-7.94851551792743,-0.848548220159234,Loser
berlin_d02cca7f,43,m,3600,801751.5628670091,5824848.735262896,Treptow-Köpenick,4.631712497738205e-5,0.0038894027747354,0.1540932125649136,1.9905288643793457e-6,-9.979998795335245,-5.549499661484121,-1.8701975832788398,-13.127110193541425,-11.256912610262585,-2.0151418444378444,0.1449442611590046,-1.844977145854293,-5.537155834080041,-3.6921786882257477,Loser
berlin_3c31af2d,28,f,1500,800791.1963659335,5827482.094338513,Friedrichshain-Kreuzberg,4.631561148751779e-4,0.00327577670423296,0.05669066721430608,5.965012747572518e-7,-7.677446379554939,-5.721200276415438,-2.870145681191352,-14.332184458349111,-11.462038777157758,-2.2505129596593583,-0.6196327215319939,-2.8062762273064923,-5.588795525640494,-2.7825192983340017,Loser
berlin_e121941d,59,m,2000,797597.0624212383,5831800.944122468,Mitte,3.949517045396256e-8,0.00330767157215333,0.03132209049338789,0.0082111959619228,-17.047087439502842,-5.711510789653638,-3.4634316638102156,-4.802256694759876,-1.3388250309496605,-3.046901185261575,-0.41653047854864056,-3.3630406508553286,-4.463765504148855,-1.100724853293526,Loser
bb_16881900,98,m,900,793314.9,5810369.39,NA,4.236999417137559e-45,1.834633299702761e-7,4.8279316633694225e-9,1.2662262558753151e-9,-102.17247385065254,-15.511251026096039,-19.148847688042984,-20.487224812071325,-1.3383771240283409,-10.821872656322226,-8.326975031720758,-15.485275808979107,-15.504372939662346,-0.019097130683238817,Loser
berlin_a53daa39,77,m,3000,803372.0930563181,5828940.668909229,Lichtenberg,3.979767252572415e-10,0.00171575618479834,0.0365607760051404,0.00136267005276509,-21.64462759160725,-6.367901371462027,-3.3087793070979123,-6.598309229846043,-3.2895299227481307,-3.3860599038601875,0.07728059676227517,-3.2629182967530146,-5.783336645132919,-2.5204183483799043,Loser
bb_b7766812,9,f,4600,774789.37,5815165.78,NA,1.7015972375634847e-38,1.676019591504342e-5,1.0246174296161574e-4,9.133078858801496e-5,-86.96666617230588,-10.996503773536926,-9.186021068455844,-9.301022602807489,-0.11500153435164506,-10.773459872763558,1.5874388043077143,-9.034523769289644,-9.132537236398731,-0.09801346710908732,Loser
berlin_1f301f6d,29,f,2000,791559.6396854334,5826903.8814473655,Charlottenburg-Wilmersdorf,7.332682779830428e-4,0.00189537319916684,0.0540633207100793,4.7859167219543056e-4,-7.21799892306241,-6.26833952096334,-2.917599313640793,-7.644662782985245,-4.727063469344452,-2.6039845764153755,-0.31361473722541744,-2.8701228386637094,-5.774022611365567,-2.903899772701857,Loser
berlin_f28aaea3,57,m,2600,799472.1152633252,5824825.553381766,Friedrichshain-Kreuzberg,9.822307662975518e-4,0.01678518182604887,0.22672351591002057,3.7148857333137294e-9,-6.925684280987411,-4.087258815957703,-1.4840239954411474,-19.410917917442536,-17.926893922001387,-1.439945629948875,-0.04407836549227229,-1.4085770729953233,-4.030389043715734,-2.6218119707204104,Loser
berlin_c63f5cda,92,m,2000,789862.3272148718,5815555.9123244565,Steglitz-Zehlendorf,6.817908805548348e-30,1.0672662539129308e-4,3.3502283891665905e-4,1.0333970267014183e-4,-67.15799999173804,-9.145239895721597,-8.001311852592453,-9.177488912309473,-1.1761770597170198,-7.000122398163119,-1.0011894544293343,-7.724767659424056,-8.468087229204661,-0.7433195697806054,Loser
bb_3f97401d,52,f,4600,796035.55,5843640.72,NA,3.539840958252357e-33,9.397946461413872e-7,3.079064988608712e-4,8.177104633208414e-5,-74.72122626971444,-13.877604447100278,-8.085714396205997,-9.41158733383356,-1.3258729376275635,-9.50729006976887,1.421575673562872,-8.082666836843018,-9.400159876518346,-1.3174930396753286,Loser
berlin_bfe54b9f,21,f,2000,781747.8412832718,5831127.112361081,Spandau,2.2093110922106913e-8,0.00106453313765689,0.01906665087342009,0.01313437866797994,-17.628,-6.845218944329551,-3.9598144975819656,-4.332522160505169,-0.37270766292320356,-3.5220599865878808,-0.4377545109940848,-3.9054841253683392,-4.254588394746357,-0.3491042693780182,Loser
berlin_86c762d9,63,f,2000,793485.5458587935,5836133.360964138,Reinickendorf,2.9090181592763566e-23,0.00181114413924474,0.00101434060944262,1.5327362552223952e-4,-51.891641516923144,-6.3137965122791195,-6.8935165234690405,-8.783285831752634,-1.8897693082835936,-5.986820257233437,-0.9066962662356035,-5.869075336648332,-6.2325593804848625,-0.36348404383653055,Loser
berlin_ad5f5a5f,82,m,3000,796376.9201608433,5818749.136685434,Steglitz-Zehlendorf,1.1098260229733795e-21,2.0542248758702813e-5,0.00287485221572485,2.685693654724158e-4,-48.25008368589511,-10.793026877533357,-5.851754009280153,-8.222401332976741,-2.3706473236965877,-6.002585515944764,0.15083150666461087,-5.844633920077493,-8.148697735998939,-2.3040638159214453,Loser
berlin_f2059ae8,10,m,2000,801348.648416179,5821864.014151718,Neukölln,2.492278680782482e-10,0.00165511427077486,0.01161997058448418,5.903020060247542e-5,-22.11265350509824,-6.403885226751248,-4.455030059017327,-9.73746137040345,-5.282431311386123,-3.938391217766034,-0.516638841251293,-4.321866300990548,-6.368841027945495,-2.0469747269549465,Loser
berlin_b6f70b73,25,m,2000,805161.4197852816,5831430.519382309,Lichtenberg,4.8571634309337535e-11,5.671479142138149e-4,0.0032205885191115,8.720386267656294e-4,-23.747981411602147,-7.4748904166283054,-5.738191166215802,-7.044676838286792,-1.3064856720709903,-5.108917473159111,-0.6292736930566907,-5.575986672631246,-6.543677193359774,-0.967690520728528,Loser
berlin_e673b327,43,f,4600,790337.3407858791,5826476.419632442,Charlottenburg-Wilmersdorf,3.055694927693468e-4,0.00595342628153891,0.15860998280152305,0.01798459723675554,-8.093333332980423,-5.123788379523283,-1.8413070284991626,-4.0182395964831095,-2.176932567983947,-2.098897792299063,0.2575907637999002,-1.802604189758918,-3.7196029022364554,-1.9169987124775374,Loser
berlin_435e48a5,29,m,4600,794753.8514558782,5830847.512833485,Mitte,2.5242039390600577e-5,0.00152431057719178,0.06168211333274585,0.00949944415656189,-10.586999723610846,-6.486213051671954,-2.785761287461462,-4.656521991922999,-1.8707607044615373,-3.205727430448573,0.41996614298711066,-2.7609500598076795,-4.505415644900714,-1.7444655850930348,Loser
berlin_f3d6ecb6,64,f,3600,791121.7754776825,5826956.780179401,Charlottenburg-Wilmersdorf,1.7628388019266763e-5,0.004184786240427,0.09402273933674096,0.00581022725639157,-10.94599999969588,-5.476299653901473,-2.3642186181294464,-5.148135594185933,-2.783916976056487,-2.5205226450617353,0.15630402693228884,-2.3204929460642965,-4.6039067959177435,-2.283413849853447,Loser
berlin_684e4b99,20,f,3600,795243.5894205882,5823403.204759103,Tempelhof-Schöneberg,3.366320285070142e-7,0.02102037577431296,0.09025234347401144,0.0108964019606005,-14.904275406695035,-3.862263036703925,-2.405145715635229,-4.519322639598256,-2.114176923963027,-2.649252894804007,0.2441071791687781,-2.1957681355394905,-3.4446129125251987,-1.2488447769857083,Loser
berlin_959ab026,19,f,5600,800070.677090287,5829981.192221244,Pankow,0.29760148786549095,0.2612148678835911,0.43156947459022255,0.03960673379290499,-1.2119999764876772,-1.342411961746567,-0.8403267742573346,-3.228756129902383,-2.388429355645048,-0.985800356177612,0.14547358192027737,-0.009660684162123534,-0.5134572676017188,-0.5037965834395953,Loser
bb_1151d7c0,27,m,1500,822277.57,5821699.15,NA,1.8683775590610427e-46,8.931195079898015e-10,9.336573734599095e-10,1.8257811981144984e-11,-105.29384383893114,-20.83630071646998,-20.79191158283852,-24.726428073727554,-3.9345164908890347,-15.599123663405305,-5.192787919433215,-20.12071268991471,-20.816064122232902,-0.6953514323181906,Loser
berlin_e5f686ab,40,m,2600,809938.7048658519,5834197.904587074,Marzahn-Hellersdorf,1.6521060437492844e-24,3.180230491599471e-5,2.8258312514206716e-4,2.3765528358972547e-5,-54.75999136768694,-10.355971789169756,-8.171537802369814,-10.647274415493538,-2.4757366131237237,-7.968163720381975,-0.2033740819878389,-8.06489084053756,-9.797906062345561,-1.7330152218080013,Loser
berlin_f0185a1b,57,f,5600,806954.1989297594,5833755.869272852,Lichtenberg,4.822050776706262e-18,2.1063331423201855e-4,0.00360134498667707,7.868163960314499e-4,-39.87333236397231,-8.465391783538125,-5.626447895883646,-7.14751563278565,-1.5210677369020038,-6.577333989602623,0.9508860937189771,-5.569606985517743,-6.91030882624714,-1.3407018407293965,Loser
berlin_d666a938,29,f,500,804188.9307822237,5817677.075506084,Neukölln,2.0445158009598808e-19,8.393798616370412e-4,1.0912590967416853e-8,9.112646659103663e-12,-43.03395577757381,-7.082847198730898,-18.33334857974058,-25.42135792444579,-7.08800934470521,-7.6527487810303265,-10.680599798710254,-7.08283419803773,-7.082847187874494,-1.2989836763566132e-5,Loser
berlin_5b1f5355,68,m,1500,806636.3402271576,5822444.533275547,Treptow-Köpenick,2.709792723755651e-22,8.990007682334685e-5,4.654515971184166e-4,8.042994290812456e-7,-49.659999899601594,-9.31681176194483,-7.672502447065055,-14.03329421286973,-6.3607917658046755,-5.929822417396075,-1.7426800296689802,-7.495908998145255,-9.307904952256028,-1.8119959541107722,Loser
berlin_7ec12e79,7,m,5600,798727.7453109896,5828545.274502952,Mitte,1.8810832474552435e-5,0.02095225262656878,0.2148695920265612,1.049363755327972e-5,-10.881077658610316,-3.8655091144530442,-1.5377239835932313,-11.464741431767756,-9.927017448174524,-1.9255037976777345,0.38777981408450324,-1.4445988906193368,-3.8641114606270905,-2.419512570007754,Loser
berlin_0d3d3441,38,m,3600,796724.4214306627,5833415.446645419,Reinickendorf,2.0820321097008605e-11,0.0028385093503147,0.02657765744648413,0.00494703577937915,-24.595091630333823,-5.864476241254744,-3.627684361767358,-5.308966714221958,-1.6812823524545997,-3.961375179610612,0.33369081784325383,-3.5262108640168166,-4.855486450391387,-1.3292755863745707,Loser
berlin_8250232b,19,f,900,804021.3795818787,5820345.484071631,Treptow-Köpenick,1.5377995952321112e-14,1.0026616095954394e-4,5.607993619118218e-5,8.636168373461516e-8,-31.80583874151304,-9.207682298190988,-9.788732453056308,-16.264721734794456,-6.475989281738148,-5.930262923348417,-3.8584695297078913,-8.763438436533134,-9.206821344436436,-0.4433829079033025,Loser
berlin_b708b1ce,67,m,2600,785372.835577056,5831903.904150478,Spandau,2.1131595895904401e-10,0.00791192723695466,0.03002874336773206,0.02414243001731401,-22.27766666666667,-4.839383881246651,-3.5056002437588303,-3.723784404861419,-0.21818416110258854,-3.439277515815507,-0.06632272794332339,-3.271731633661552,-3.4403221464923837,-0.1685905128308316,Loser
berlin_95ffbd25,64,m,5600,793724.0550909939,5825260.934319339,Charlottenburg-Wilmersdorf,1.799591931808149e-7,0.00938734874065427,0.18299675019041456,6.051902943005058e-5,-15.53053571630859,-4.668392374868113,-1.6982868848207253,-9.712552706349673,-8.014265821528948,-2.0893107431528,0.39102385833207465,-1.6482604546385935,-4.661947148313479,-3.013686693674886,Loser
berlin_dc4a0991,57,f,1500,796385.0670884,5830880.517824359,Mitte,8.490324169400014e-6,0.00316803852480154,0.02941781167076749,0.0048120933961163,-11.676583375872895,-5.75464264449735,-3.5261549489421937,-5.336623072056332,-1.8104681231141382,-2.798908930136032,-0.7272460188061616,-3.4236166093693448,-4.829736968980291,-1.4061203596109464,Loser
berlin_502c9ec4,2,m,4600,794565.880346529,5817225.387795979,Steglitz-Zehlendorf,2.3928283321863204e-20,7.232715513142086e-4,0.00466253245857652,5.349947399393594e-4,-45.17922579101798,-7.231725816675436,-5.368196532411444,-7.533253643005649,-2.165057110594205,-6.232542015817542,0.8643454834060984,-5.223988674060847,-6.678020464842593,-1.4540317907817455,Loser
bb_de8c0606,58,f,500,787048.47,5854292.57,NA,8.5644746372384545e-59,1.7170895264528873e-7,3.268725133221683e-20,3.0146252517460413e-20,-133.7048976950798,-15.577464929195013,-44.86730181850616,-44.94822633203857,-0.08092451353241614,-14.312236423799686,-30.55506539470647,-15.577464929194823,-15.57746492919484,-1.5987211554602254e-14,Loser
berlin_8b9a693c,28,f,3000,799032.669288914,5831165.505496953,Pankow,2.21522995352681e-4,0.00532650734824869,0.10614544201665452,0.02121176204140476,-8.414984157376983,-5.235059537349778,-2.2429450308348136,-3.853199437882342,-1.6102544070475284,-2.292483065825025,0.049538034990211255,-2.1919970136454423,-3.6208548021600486,-1.4288577885146063,Loser
berlin_3d32cba9,27,m,2600,800694.2504898161,5829581.06382401,Pankow,0.09719853598503173,0.08360904457258568,0.4358745870586545,7.426274547462278e-4,-2.3309996295115645,-2.48160357607616,-0.830400721371561,-7.205316045794787,-6.374915324423227,-0.8138023620036677,-0.016598359367893223,-0.4834015132187616,-1.7062230353644554,-1.2228215221456937,Loser
berlin_b6925aee,51,f,3600,808916.1830002983,5815322.155155027,Treptow-Köpenick,8.466436104974189e-32,7.911931740293596e-5,1.1608258510146916e-4,4.599282561163268e-7,-71.54661332251983,-9.444553498051341,-9.061208679637442,-14.592195324591577,-5.530986644954135,-9.911214672152871,0.8500059925154293,-8.541476137596277,-9.438757232037155,-0.8972810944408778,Loser
berlin_20b70014,60,f,1500,804017.3827090778,5817530.157041293,Neukölln,6.738167606137059e-28,8.393798616370414e-4,4.362651845902811e-5,2.838962311599347e-7,-62.56459458439767,-7.082847198730898,-10.039845370963697,-15.074657048793592,-5.034811677829895,-7.873232484287345,-2.1666128866763517,-7.032178131909555,-7.082509034515785,-0.05033090260622952,Loser
berlin_bbf37cc8,67,m,3600,811416.0188794781,5820096.904345057,Treptow-Köpenick,6.414540766010436e-38,1.5705029291286993e-5,2.319967865293017e-4,1.1030721067460373e-6,-85.63966612579625,-11.061529559882313,-8.368787037560695,-13.717411446533152,-5.348624408972457,-9.058879875646369,0.6900928380856737,-8.303284890770804,-10.993649561715294,-2.69036467094449,Loser
berlin_28ad4b13,40,f,4600,797572.9350746355,5829781.879533107,Mitte,1.2000802190690306e-5,0.01800721419488667,0.07489182345652663,1.1812778840742152e-4,-11.33053706118639,-4.016982812775457,-2.59171056055251,-9.043743566863501,-6.452033006310991,-2.972393631434336,0.38068307088182607,-2.376112819407157,-4.009782328735805,-1.6336695093286484,Loser
berlin_231e4e13,48,f,1500,796069.8613451127,5832098.719519881,Mitte,2.5463065322631847e-8,0.00216280482123456,0.01216964650984908,0.00204020878876357,-17.486036853474733,-6.136349371295528,-4.408810418431736,-6.194703128930031,-1.7858927104982945,-3.447138738245921,-0.9616716801858152,-4.245227212290044,-5.471947426532359,-1.2267202142423148,Loser
berlin_bb98bc38,57,m,900,797301.3682221207,5824697.694185928,Friedrichshain-Kreuzberg,0.0028323788303583,0.01071013635948229,0.1890797312558991,1.0282429981100474e-5,-5.86663834431489,-4.536564662625726,-1.6655864943829524,-11.485073946386002,-9.81948745200305,-1.026636508728575,-0.6389499856543774,-1.5964118884289251,-4.301162286560178,-2.704750398131253,Loser
berlin_e8e2703e,94,m,3000,802475.1053919138,5818832.212695352,Neukölln,1.086343307187614e-22,0.00203738858903713,0.00191843807685152,3.500095730765377e-5,-50.574054753514005,-6.1960863945714495,-6.256243925654303,-10.260135145201659,-4.003891219547356,-6.400714317560143,0.14447039190584032,-5.532565681679918,-6.179052967262968,-0.6464872855830501,Loser
berlin_e2cb79e9,67,m,2000,799276.8008964583,5826475.984547949,Friedrichshain-Kreuzberg,8.567655173015037e-4,0.057291404143218,0.21138532986159783,1.994146122212885e-10,-7.062346285553901,-2.8596046814673772,-1.5540726031214211,-22.335634980136437,-20.781562377015014,-1.3392017266048435,-0.21487087651657766,-1.311062593864058,-2.84476087325678,-1.533698279392722,Loser
bb_fa0291f8,11,m,2000,786904.19,5853983.01,NA,4.562162536244882e-58,1.7751968661046357e-7,4.408400659914029e-8,2.2274217677744427e-8,-132.0321386421402,-15.544184323699568,-16.937168782422447,-17.61983598529521,-0.6826672028727643,-14.232175528687662,-2.7049932537347843,-15.32237521610384,-15.425979480265397,-0.10360426416155732,Loser
berlin_f94e394a,82,m,3600,801476.2623170491,5827952.465426259,Friedrichshain-Kreuzberg,3.1458296469825114e-7,0.00407634561666886,0.11819254038456282,4.261630502812331e-5,-14.972017996872102,-5.502554374118044,-2.135440286115348,-10.063273630778905,-7.927833344663558,-2.3095382486810427,0.17409796256569487,-2.101530102966359,-5.492077736705823,-3.3905476337394638,Loser
berlin_3e3661c5,63,f,1500,811093.495382797,5819912.981903235,Treptow-Köpenick,2.426173779424428e-37,2.167195252868042e-6,5.976769297274426e-6,1.4695130251405022e-8,-84.30933300074396,-13.04207673662272,-12.027630387281947,-18.035749673460167,-6.0081192861782196,-9.340723494923273,-2.6869068923586745,-11.718233451045926,-13.035318908699157,-1.3170854576532314,Loser
bb_921ff467,80,f,900,812800.99,5804298.84,NA,2.6292094390809065e-74,2.327254437964703e-9,1.779072094842663e-12,1.3839270395488837e-15,-169.42461367406236,-19.878576616977185,-27.05492918257826,-34.213851256193756,-7.158922073615496,-13.822328602602154,-13.232600579976106,-19.87781245797273,-19.87857602231654,-7.635643438099748e-4,Loser
