personId,time,mode,age,sex,economic_status,carAvail,restricted_mobility,homeX,homeY,accessibility
berlin_49ca692e,28800,teleportedWalk,46,f,low,always,FALSE,795036.3256832284,5828730.895127428,-3.113333333
berlin_49d73ce8,28800,teleportedWalk,7,m,low,never,FALSE,796876.1258105587,5832540.914018515,-20.67333333
berlin_49dbbede,28800,teleportedWalk,17,m,medium,never,FALSE,799941.2028804261,5827846.662,-22.89333333
berlin_49e6b755,28800,teleportedWalk,23,m,low,always,FALSE,794421.8860772473,5832248.560963596,-19.18666667
berlin_4a01c1f9,28800,teleportedWalk,53,f,very_high,always,FALSE,795737.1287000263,5828049.410972624,-3.75
berlin_4a09802f,28800,teleportedWalk,55,f,medium,always,FALSE,797830.3369910645,5832703.659126391,-23.45333333
berlin_4a09af41,28800,teleportedWalk,50,f,very_low,always,FALSE,795085.6290355215,5830065.747016032,-7.346666667
berlin_4a110ff5,28800,teleportedWalk,25,f,medium,always,TRUE,798349.9863,5827145.742148333,-16.43333333
berlin_4a40c841,28800,teleportedWalk,8,m,very_high,never,FALSE,794481.3326627044,5831660.409250525,-16.21
berlin_4a7bc9dd,28800,teleportedWalk,23,f,medium,always,FALSE,798106.2679708386,5829826.599037796,-13.99
berlin_4a937a63,28800,teleportedWalk,14,m,low,never,FALSE,796847.4166030874,5832223.798902828,-19.06333333
berlin_4a9a2653,28800,teleportedWalk,14,m,very_low,never,FALSE,795081.3252847278,5830084.481653546,-7.443333333
berlin_4aae3dce,28800,teleportedWalk,73,m,medium,always,FALSE,794543.5267185845,5830910.3587189205,-12.52
berlin_4ab55f88,28800,teleportedWalk,59,m,very_low,always,TRUE,795931.7806575497,5831092.681387579,-12.20666667
berlin_4abb8131,28800,teleportedWalk,37,f,medium,always,FALSE,794197.5477798783,5827657.741894139,-9.426666667
berlin_4ae67ec2,28800,teleportedWalk,7,m,high,never,FALSE,797443.5450666079,5829679.481353244,-10.54
berlin_4b0033af,28800,teleportedWalk,65,m,very_low,always,FALSE,794728.2119362063,5828647.853785969,-4.75
berlin_4b107087,28800,teleportedWalk,71,m,low,always,FALSE,794766.5956343812,5828474.733588896,-4.756666667
berlin_4b12c16c,28800,teleportedWalk,38,f,very_low,always,FALSE,799892.2224798616,5827761.863583979,-22.74333333
berlin_4b37f966,28800,teleportedWalk,37,f,high,always,FALSE,796341.4264465601,5830309.925337398,-8.84
berlin_4b4953b7,28800,teleportedWalk,61,m,high,always,FALSE,795092.2670078089,5828943.375408105,-2.97
berlin_4b51d8d8,28800,teleportedWalk,64,f,high,always,FALSE,793352.1511303353,5828711.065513341,-11.87
berlin_4b677ad2,28800,teleportedWalk,19,f,medium,always,FALSE,798057.0055636528,5828358.103647162,-12.77
berlin_4b6ea913,28800,teleportedWalk,30,f,low,always,FALSE,795499.9251331689,5830956.859854556,-11.42333333
berlin_4b7fc459,28800,teleportedWalk,32,f,high,always,FALSE,795593.7103279338,5830720.792017759,-10.17666667
berlin_4b82b383,28800,teleportedWalk,43,f,medium,always,FALSE,797795.5904753418,5830133.985989976,-13.30333333
berlin_4b96e927,28800,teleportedWalk,40,f,medium,always,FALSE,795521.7898681362,5829479.514294074,-3.766666667
berlin_4ba08c39,28800,teleportedWalk,52,m,very_low,always,TRUE,793802.8124740168,5828433.304977898,-9.676666667
berlin_4badf694,28800,teleportedWalk,16,m,low,never,FALSE,794234.2705396318,5831697.199830497,-16.9
berlin_4bb5faaf,28800,teleportedWalk,98,m,very_high,always,FALSE,798277.4674240024,5828477.984510128,-13.82
berlin_4bbb4d3e,28800,teleportedWalk,23,f,medium,always,FALSE,794820.9680165183,5828516.2467522165,-60.27666667
berlin_4bcfc3a9,28800,teleportedWalk,58,f,low,always,FALSE,793682.4824352439,5832406.4627118455,-21.49
berlin_4be62ade,28800,teleportedWalk,25,f,very_low,always,FALSE,798634.2963460665,5827317.023996278,-17.31666667
berlin_4c01f358,28800,teleportedWalk,32,f,medium,always,FALSE,793799.9166,5828662.181241976,-9.553333333
berlin_4c15ce42,28800,teleportedWalk,31,m,medium,always,FALSE,797302.8535490006,5831379.389,-16.13
berlin_4c2390a6,28800,teleportedWalk,34,f,very_high,always,FALSE,797685.6843541097,5830402.343479175,-13.65
berlin_4c308f15,28800,teleportedWalk,88,m,high,always,FALSE,797310.8944654544,5831487.984,-16.63
berlin_4c30c979,28800,teleportedWalk,36,m,high,always,FALSE,798243.8743,5829514.385826095,-14.11666667
berlin_4c34e6bf,28800,teleportedWalk,38,m,medium,always,FALSE,800349.4738420711,5826655.102535816,-26.85666667
berlin_4c46819f,28800,teleportedWalk,16,m,medium,never,FALSE,797480.214,5829970.131135458,-11.46333333
berlin_4c6f3343,28800,teleportedWalk,18,m,very_high,always,FALSE,793882.5000084408,5828374.130043848,-9.333333333
berlin_4c7dbdf1,28800,teleportedWalk,41,f,medium,always,FALSE,797978.2396757677,5830235.602037806,-14.39
berlin_4c8539a4,28800,teleportedWalk,78,m,low,always,TRUE,795567.1065302633,5827886.340075628,-4.573333333
berlin_4c9c6ba4,28800,teleportedWalk,41,f,very_high,always,FALSE,794423.4681015937,5831729.939029924,-16.66
berlin_4cb86eb5,28800,teleportedWalk,2,m,very_low,never,FALSE,798828.4258672021,5828601.587,-16.62666667
berlin_4ce3b26d,28800,teleportedWalk,2,m,high,never,FALSE,796690.2224379561,5826072.103011599,-15.03333333
berlin_4d0925a5,28800,teleportedWalk,14,m,medium,never,FALSE,799417.8586872411,5828811.212428074,-19.67333333
berlin_4d0b24bb,28800,teleportedWalk,63,f,medium,always,TRUE,800000.9193124578,5827868.442767028,-23.17666667
berlin_4d0bb6a7,28800,teleportedWalk,28,m,very_low,always,FALSE,796372.0243052999,5832359.517564286,-19.08666667
berlin_4d1cb3b1,28800,teleportedWalk,69,m,low,always,FALSE,794086.7052442317,5832066.540127223,-18.96666667
berlin_4d1fb0e2,28800,teleportedWalk,31,f,low,always,FALSE,798289.0811067331,5829665.030336431,-14.57666667
berlin_4d351222,28800,teleportedWalk,38,m,low,always,FALSE,798850.0859359952,5829640.149036269,-17.33
berlin_4d3f4bdb,28800,teleportedWalk,58,f,medium,always,FALSE,798378.1185904245,5829497.592822918,-14.76666667
berlin_4d5a6099,28800,teleportedWalk,78,m,medium,always,FALSE,799172.8560457932,5826823.582769343,-20.98
berlin_4d660b38,28800,teleportedWalk,29,f,medium,always,FALSE,793938.4959956659,5827962.564317451,-9.753333333
berlin_4d706dad,28800,teleportedWalk,59,f,very_low,always,FALSE,795417.8316434892,5830384.894612875,-8.503333333
berlin_4d71b8dc,28800,teleportedWalk,26,m,medium,always,FALSE,794098.6872113848,5828982.480664364,-8.066666667
berlin_4d7c71da,28800,teleportedWalk,64,f,high,always,FALSE,799266.0269785991,5828619.387505787,-18.89666667
berlin_4d8bd7c7,28800,teleportedWalk,33,m,high,always,FALSE,797876.4900584485,5830452.38,-14.59333333
berlin_4d8ca356,28800,teleportedWalk,22,f,high,always,FALSE,796784.199,5831590.3013408445,-15.86666667
berlin_4dab5d9a,28800,teleportedWalk,78,m,medium,always,TRUE,796648.7688263821,5831893.458604687,-17.10666667
berlin_4db4d178,28800,teleportedWalk,55,f,high,always,FALSE,794444.3457976326,5828418.627587062,-6.443333333
berlin_4dc5ca4d,28800,teleportedWalk,52,m,low,always,FALSE,796164.6035101637,5825577.957170858,-16.79333333
berlin_4dca01d5,28800,teleportedWalk,54,f,low,always,TRUE,795211.3471835081,5828074.8838477135,-4.203333333
berlin_4dd967cb,28800,teleportedWalk,44,m,medium,always,FALSE,797408.5504981555,5828072.201,-9.9
berlin_4dfef5ce,28800,teleportedWalk,30,m,very_low,always,FALSE,793513.4400238417,5831906.179427356,-19.71333333
berlin_4e102257,28800,teleportedWalk,9,m,high,never,FALSE,797812.9107750804,5828272.442621005,-11.61
berlin_4e2e3b16,28800,teleportedWalk,3,m,high,never,FALSE,797634.4669181677,5829733.182300552,-11.55333333
berlin_4e342822,28800,teleportedWalk,57,f,high,always,FALSE,799217.9228981305,5828654.842120551,-18.64
berlin_4e3716b9,28800,teleportedWalk,30,f,medium,always,FALSE,795116.1167722307,5829295.161188771,-3.86
berlin_4e3b6110,28800,teleportedWalk,34,m,high,always,FALSE,793689.8384576328,5828560.1019210415,-10.16666667
berlin_4e3fae05,28800,teleportedWalk,92,m,low,always,TRUE,796396.4404369274,5831912.997169793,-16.84666667
berlin_4e44a0c6,28800,teleportedWalk,48,m,very_low,always,FALSE,797309.3930101893,5827008.726381554,-12.61333333
berlin_4e465b42,28800,teleportedWalk,39,f,low,always,FALSE,798911.4829542737,5828557.344138523,-17.07333333
berlin_4e4fbaa6,28800,teleportedWalk,57,f,medium,always,FALSE,795962.2509909521,5830891.771035101,-11.19333333
berlin_4e51414e,28800,teleportedWalk,5,m,low,never,FALSE,793759.0491237341,5827695.089664848,-11.22333333
berlin_4e63074e,28800,teleportedWalk,18,m,medium,always,FALSE,796416.5516428845,5831239.685363031,-13.5
berlin_4e85dd73,28800,teleportedWalk,24,f,medium,always,FALSE,794284.0751286792,5828070.5004705675,-7.893333333
berlin_4e8d1dea,28800,teleportedWalk,43,f,high,always,FALSE,794684.8390187763,5832423.7565880595,-19.66
berlin_4e8e71bc,28800,teleportedWalk,15,m,very_high,never,FALSE,795411.6218862683,5831241.012630233,-12.93333333
berlin_4e929f7a,28800,teleportedWalk,10,m,high,never,FALSE,792820.2392875527,5828738.653479257,-14.63333333
berlin_4e938a65,28800,teleportedWalk,27,m,very_high,always,FALSE,798538.6195072327,5829210.147350745,-15.27666667
berlin_4eb11fb0,28800,teleportedWalk,36,f,medium,always,FALSE,797074.7237243068,5831268.294787543,-15.02
berlin_4eb4a34a,28800,teleportedWalk,37,m,low,always,TRUE,797457.8075,5832848.577884472,-23.26
berlin_4ec71117,28800,teleportedWalk,64,f,high,always,FALSE,797161.8676272014,5827262.660562671,-11.13333333
berlin_4ecef571,28800,teleportedWalk,43,f,medium,always,FALSE,798522.7997522714,5828647.146514922,-15.03
berlin_4ed052f9,28800,teleportedWalk,40,m,very_low,always,FALSE,795336.7379,5830955.9401438525,-11.50333333
berlin_4ef4f9b6,28800,teleportedWalk,33,f,high,always,FALSE,796180.7081505797,5831068.377828903,-12.31333333
berlin_4f1930ec,28800,teleportedWalk,68,m,medium,always,FALSE,797165.939,5830185.141522767,-10.86333333
berlin_4f1d3002,28800,teleportedWalk,74,m,medium,always,FALSE,797456.1042596736,5831683.597135885,-17.89333333
berlin_4f1f4ffb,28800,teleportedWalk,68,m,medium,always,FALSE,796373.9158,5830682.725471023,-10.69333333
berlin_4f2ed0e6,28800,teleportedWalk,37,f,low,always,FALSE,793775.1169920964,5832356.586165239,-21.03666667
berlin_4f2f401f,28800,teleportedWalk,18,f,medium,always,FALSE,796357.3075582478,5830944.584379357,-11.94666667
berlin_4f317815,28800,teleportedWalk,27,f,medium,always,FALSE,797243.1737,5833092.128087396,-24.01
berlin_4f3adbe5,28800,teleportedWalk,38,f,high,always,FALSE,796588.1729568292,5825956.410620704,-15.41666667
berlin_4f4ba752,28800,teleportedWalk,30,f,low,always,FALSE,794834.3746626475,5828389.013992291,-4.593333333
berlin_4f587288,28800,teleportedWalk,23,f,medium,always,FALSE,797802.2820916178,5828906.587063673,-11.29333333
berlin_4f619b5a,28800,teleportedWalk,55,f,medium,always,FALSE,795755.2757685257,5830641.415325727,-9.783333333
berlin_4f63e8e4,28800,teleportedWalk,57,f,very_high,always,FALSE,796210.0963654454,5831389.916,-13.98
berlin_4f670bf2,28800,teleportedWalk,55,m,high,always,FALSE,797316.3907815511,5831405.075891426,-16.28
berlin_4f68a2da,28800,teleportedWalk,10,m,very_high,never,FALSE,794743.4055035479,5829329.4290340915,-5.486666667
berlin_4f75585b,28800,teleportedWalk,46,f,very_high,always,FALSE,795704.4641268249,5830663.574731382,-9.883333333
berlin_4f883c92,28800,teleportedWalk,31,m,high,always,FALSE,793612.2381840099,5828821.1384115955,-10.52
berlin_4f9291f2,28800,teleportedWalk,45,f,low,always,FALSE,799052.4742957912,5828778.960063091,-17.77
berlin_4fba658e,28800,teleportedWalk,21,m,low,always,FALSE,795850.2796,5830254.819027143,-7.833333333
berlin_4fc9deb5,28800,teleportedWalk,93,m,medium,always,TRUE,799751.4512151813,5828021.589736456,-21.75
berlin_4fd4a9f7,28800,teleportedWalk,13,m,medium,always,FALSE,794497.2796,5831003.184920877,-13.06
berlin_4fd57d45,28800,teleportedWalk,42,m,high,always,FALSE,793922.7529567135,5828218.944497884,-9.34
berlin_4fe213a5,28800,teleportedWalk,33,f,very_high,always,FALSE,793718.3605913845,5829082.614,-10.1
berlin_4fe75747,28800,teleportedWalk,46,f,high,always,FALSE,794702.1814093429,5831175.003616549,-13.44333333
berlin_4ff27d10,28800,teleportedWalk,7,m,medium,never,FALSE,794988.2720970493,5829279.091062602,-4.296666667
berlin_50235616,28800,teleportedWalk,25,f,low,always,FALSE,796439.7934120295,5825779.929041908,-16.07
berlin_502490aa,28800,teleportedWalk,58,f,medium,always,FALSE,794770.0867680621,5831021.178756757,-12.57
berlin_50316678,28800,teleportedWalk,19,f,low,always,FALSE,794378.8920867785,5828662.147778975,-6.55
berlin_5049559a,28800,teleportedWalk,71,m,medium,always,FALSE,797521.7091331391,5829884.4285724675,-11.41
berlin_5057ad66,28800,teleportedWalk,53,f,medium,always,FALSE,794756.1349812974,5827910.323,-6.366666667
berlin_506a90ee,28800,teleportedWalk,34,m,high,always,FALSE,796943.1068085975,5832747.039682391,-21.8
berlin_5070c9a6,28800,teleportedWalk,89,m,very_low,always,FALSE,797235.1079386848,5830173.872900342,-11.09
berlin_508303a5,28800,teleportedWalk,15,m,very_high,never,FALSE,797640.3378023726,5832125.402821438,-20.35333333
berlin_50979974,28800,teleportedWalk,40,f,high,always,FALSE,799700.4665340991,5828092.693084887,-21.42666667
berlin_50b4f4f7,28800,teleportedWalk,63,f,high,always,FALSE,800010.9548887276,5828014.018,-23.08666667
berlin_50bdd941,28800,teleportedWalk,54,f,medium,always,FALSE,796461.8901265569,5830519.612741689,-10.09
berlin_50e9c664,28800,teleportedWalk,97,m,medium,always,TRUE,797092.1460494059,5831376.285037595,-15.55333333
berlin_50fb34d5,28800,teleportedWalk,89,m,medium,always,FALSE,794484.0129,5828474.492899134,-6.166666667
berlin_5109b839,28800,teleportedWalk,38,f,medium,always,FALSE,797337.9250011656,5831515.910257836,-16.83
berlin_5111568b,28800,teleportedWalk,40,f,medium,always,FALSE,795241.2033636016,5826098.892200447,-14.00666667
berlin_5119ca7b,28800,teleportedWalk,60,f,low,always,FALSE,795031.2658684459,5828002.153386866,-5.05
berlin_5128ebc3,28800,teleportedWalk,4,m,medium,never,FALSE,797668.7340690868,5832185.012237158,-20.69666667
berlin_51516d88,28800,teleportedWalk,33,f,very_high,always,FALSE,794714.5153285537,5831185.965313851,-13.47333333
berlin_51af35bb,28800,teleportedWalk,32,m,low,always,TRUE,799248.5492608675,5828780.155937338,-18.79
berlin_51cd6e79,28800,teleportedWalk,35,m,high,always,FALSE,796945.1710691093,5826221.919446122,-14.87
berlin_51ef6172,28800,teleportedWalk,62,f,high,always,FALSE,794059.8372957977,5831398.727807458,-15.96
berlin_5202a19c,28800,teleportedWalk,15,m,high,never,FALSE,793933.9651,5827961.253,-9.776666667
berlin_521cccde,28800,teleportedWalk,43,m,very_high,always,FALSE,796762.1365990696,5832527.5317720175,-20.43
berlin_5223c960,28800,teleportedWalk,64,f,medium,always,FALSE,800358.9049243224,5826934.398697588,-26.34333333
berlin_5234725f,28800,teleportedWalk,92,m,medium,always,FALSE,798628.8494957995,5830067.0784751745,-16.98
berlin_5235e7b8,28800,teleportedWalk,49,m,medium,always,FALSE,794826.0267119752,5829276.163384489,-4.976666667
berlin_52360936,28800,teleportedWalk,28,f,medium,always,FALSE,795393.4066799681,5831238.308764721,-12.92666667
berlin_5240ee81,28800,teleportedWalk,42,f,low,always,FALSE,795668.9773045784,5830602.029934253,-9.56
berlin_52495d33,28800,teleportedWalk,24,f,low,always,FALSE,796614.2575614087,5830337.209801905,-9.636666667
berlin_524dba18,28800,teleportedWalk,7,m,high,never,FALSE,795343.7445893679,5830164.572180643,-7.436666667
berlin_5265892a,28800,teleportedWalk,37,m,medium,always,FALSE,796748.7524,5831785.706040191,-16.74666667
berlin_5270c144,28800,teleportedWalk,30,f,very_high,always,FALSE,793794.0550928342,5829079.542213072,-9.71
berlin_5280607d,28800,teleportedWalk,48,f,high,always,FALSE,798174.7918,5829059.602381709,-13.29666667
berlin_529929d9,28800,teleportedWalk,64,f,very_high,always,FALSE,796995.1970475792,5832105.970111158,-18.76333333
berlin_52ae49df,28800,teleportedWalk,51,f,very_low,always,FALSE,797665.2367155174,5830795.443892569,-14.93666667
berlin_52c3a436,28800,teleportedWalk,55,f,very_high,always,FALSE,795536.3965305731,5831996.806484601,-16.81666667
berlin_52dea89d,28800,teleportedWalk,43,f,medium,always,FALSE,796957.7461366612,5829739.205676848,-8.546666667
berlin_52e1bc4e,28800,teleportedWalk,41,f,high,always,FALSE,799127.8330090691,5828591.487223773,-18.18666667
berlin_52eb25f5,28800,teleportedWalk,32,m,very_low,always,FALSE,796417.0674,5826175.274421567,-14.06
berlin_5323c9c0,28800,teleportedWalk,35,m,medium,always,FALSE,793615.0241111785,5831759.685,-18.78666667
berlin_5335bb9e,28800,teleportedWalk,35,f,low,always,FALSE,795777.7730013279,5830462.881425027,-8.866666667
berlin_5362bd0b,28800,teleportedWalk,78,m,low,always,TRUE,796299.0193591545,5831800.054740996,-16.16
berlin_536ad25d,28800,teleportedWalk,22,f,very_low,always,TRUE,799072.4156672289,5826549.814192606,-21.26
berlin_536c220a,28800,teleportedWalk,17,m,very_high,never,FALSE,795475.0880589334,5831155.2558803335,-12.46333333
berlin_53741087,28800,teleportedWalk,58,f,low,always,FALSE,794393.0433706769,5831600.347842885,-16.1
berlin_5374a013,28800,teleportedWalk,78,m,low,always,FALSE,796463.9166824094,5830443.376833751,-9.74
berlin_538fcf3f,28800,teleportedWalk,70,m,medium,always,FALSE,798138.0832,5828487.399868051,-13.09666667
berlin_53b43300,28800,teleportedWalk,97,m,very_high,always,TRUE,794672.3285376022,5828713.763872753,-5.01
berlin_53c1b795,28800,teleportedWalk,35,f,very_high,always,FALSE,795748.2566934333,5830243.451419898,-7.716666667
berlin_53c2db18,28800,teleportedWalk,21,m,high,always,FALSE,795355.2319610028,5830110.750352605,-7.153333333
berlin_53f71dce,28800,teleportedWalk,91,m,medium,always,FALSE,794388.3592454348,5828930.071643957,-6.536666667
berlin_540019ab,28800,teleportedWalk,24,f,low,always,FALSE,798797.1212134459,5828072.007255044,-16.83333333
berlin_54078dbf,28800,teleportedWalk,73,m,medium,always,TRUE,798673.9217083508,5827367.8754268885,-17.39
berlin_54336d99,28800,teleportedWalk,20,f,medium,always,FALSE,792329.2538115995,5831226.2666393155,-21.43333333
berlin_546824c0,28800,teleportedWalk,56,m,medium,always,FALSE,797332.5032160296,5831565.156500045,-17.03333333
berlin_546f52ed,28800,teleportedWalk,21,m,very_low,always,FALSE,793900.8652205507,5828257.898,-9.39
berlin_547eaa3d,28800,teleportedWalk,19,f,low,always,FALSE,795812.6442022666,5826085.46,-13.95666667
berlin_548a8412,28800,teleportedWalk,16,m,very_low,never,FALSE,798665.1946589999,5829488.406619988,-16.2
berlin_549c46f4,28800,teleportedWalk,29,f,high,always,FALSE,796676.2251116394,5832067.571605221,-18.01333333
berlin_54b81ad9,28800,teleportedWalk,61,m,very_high,always,TRUE,795818.1275599673,5831685.441915667,-15.22
berlin_54cba83f,28800,teleportedWalk,64,m,very_low,always,FALSE,797395.2705644693,5831603.204026157,-17.37
berlin_54dca1c6,28800,teleportedWalk,23,f,medium,always,FALSE,795721.1224938966,5831755.556008494,-15.56333333
berlin_54deb075,28800,teleportedWalk,78,m,very_low,always,TRUE,796320.1960506592,5831845.542066888,-16.41666667
berlin_54e53980,28800,teleportedWalk,28,f,very_low,always,FALSE,795696.0015866607,5831210.947347211,-12.72666667
berlin_54e9f5fe,28800,teleportedWalk,50,f,very_low,always,FALSE,796026.2480393276,5830325.805109143,-8.373333333
berlin_54ed197b,28800,teleportedWalk,44,m,very_high,always,FALSE,799550.2902125557,5826418.318539413,-23.73333333
berlin_54ee4350,28800,teleportedWalk,75,m,medium,always,FALSE,795323.7136425185,5825986.426068723,-14.53
berlin_54fb9b92,28800,teleportedWalk,1,m,very_low,never,FALSE,796456.6876530154,5831897.661386629,-16.84666667
berlin_55021c20,28800,teleportedWalk,38,m,high,always,FALSE,795336.9952266996,5830321.919791188,-8.246666667
berlin_55250c41,28800,teleportedWalk,58,m,high,always,FALSE,795886.3642472539,5831535.610523864,-14.47
berlin_55275ac7,28800,teleportedWalk,31,f,very_high,always,FALSE,795643.5541532829,5831208.874654215,-12.71333333
berlin_554500ba,28800,teleportedWalk,23,m,medium,always,FALSE,798900.2910342971,5829593.229,-17.52
berlin_555e7b7e,28800,teleportedWalk,24,m,very_low,always,FALSE,796393.5859855216,5830729.543323144,-10.95666667
berlin_555fa9e1,28800,teleportedWalk,28,f,low,always,FALSE,796330.5279410826,5831282.652925634,-13.58666667
berlin_5589bcfe,28800,teleportedWalk,88,m,medium,always,FALSE,794665.7423921318,5826080.813498099,-14.83
berlin_558bc391,28800,teleportedWalk,8,m,very_low,never,FALSE,795500.5592488052,5832217.125225476,-17.97
berlin_558e1089,28800,teleportedWalk,31,f,low,always,FALSE,794158.8544151225,5832076.603800587,-18.85666667
berlin_559a5e47,28800,teleportedWalk,64,m,medium,always,FALSE,795680.2207000465,5831735.472671159,-15.45333333
berlin_559c4f95,28800,teleportedWalk,19,m,very_low,always,FALSE,792733.0702593036,5828778.904353816,-15.08666667
berlin_55a17245,28800,teleportedWalk,57,f,low,always,TRUE,796981.2409780201,5831766.451272112,-17.11
berlin_55a4314d,28800,teleportedWalk,34,f,medium,always,FALSE,794997.4649914673,5830217.422003129,-8.253333333
berlin_55a91531,28800,teleportedWalk,60,m,high,always,TRUE,794658.7894393962,5831400.184702666,-14.61666667
berlin_55ad335f,28800,teleportedWalk,25,f,medium,always,FALSE,796705.6247134793,5832974.440867312,-22.59
berlin_55e9f044,28800,teleportedWalk,99,m,low,always,FALSE,793907.1666624765,5832431.576174303,-21.08
berlin_55f57f7e,28800,teleportedWalk,9,m,very_low,never,FALSE,793471.2387403366,5828565.143310417,-11.29666667
berlin_55f657d8,28800,teleportedWalk,55,f,low,always,FALSE,796403.8835307672,5830948.055673284,-12.04
berlin_560ba45c,28800,teleportedWalk,35,f,high,always,FALSE,795588.7480580944,5830475.868808472,-8.903333333
berlin_561371a2,28800,teleportedWalk,11,m,medium,never,FALSE,797553.6906,5829738.6223561885,-11.19
berlin_561c7682,28800,teleportedWalk,41,f,medium,always,FALSE,796208.7591502506,5826473.448175495,-12.27666667
berlin_561ebcca,28800,teleportedWalk,51,m,high,always,FALSE,797289.8804634765,5832564.427633791,-21.55333333
berlin_56311550,28800,teleportedWalk,62,f,high,always,TRUE,794066.5807381227,5827316.026392643,-11.09666667
berlin_5638ebfa,28800,teleportedWalk,26,m,medium,always,FALSE,796073.4737530153,5825613.774338611,-16.53666667
berlin_563fded1,28800,teleportedWalk,76,m,high,always,TRUE,797711.1254855222,5831580.835186034,-18.19666667
berlin_5642b5f9,28800,teleportedWalk,51,f,very_high,always,FALSE,794192.8168060645,5827978.075137003,-8.536666667
berlin_564496aa,28800,teleportedWalk,49,f,high,always,FALSE,796316.4347831758,5832053.993411685,-17.47
berlin_5668014b,28800,teleportedWalk,33,f,high,always,FALSE,792047.4085589435,5831320.970775547,-22.90666667
berlin_566a601a,28800,teleportedWalk,26,f,low,always,FALSE,797136.4525657161,5831547.805931332,-16.44666667
berlin_5671c165,28800,teleportedWalk,20,m,low,always,FALSE,794899.4873921454,5828350.951045867,-4.383333333
berlin_56735710,28800,teleportedWalk,8,m,medium,never,FALSE,797772.8511321327,5830405.4318198385,-14.01666667
berlin_56742045,28800,teleportedWalk,11,m,high,never,FALSE,796189.5869337963,5832145.564108491,-17.82
berlin_569d22d5,28800,teleportedWalk,57,m,medium,always,FALSE,794743.9141171377,5831048.9876262965,-12.75333333
berlin_56a164d1,28800,teleportedWalk,61,f,very_high,always,FALSE,794738.1190242692,5828542.968250202,-4.8
berlin_56b79a47,28800,teleportedWalk,41,m,high,always,FALSE,795984.8180979562,5830557.952726905,-9.503333333
berlin_56c86a75,28800,teleportedWalk,58,m,medium,always,FALSE,798205.8026602801,5826839.945409877,-16.69666667
berlin_56da45ca,28800,teleportedWalk,23,f,medium,always,FALSE,796854.3054194227,5829635.907746825,-7.796666667
berlin_5702ec11,28800,teleportedWalk,33,f,medium,always,FALSE,793701.9520356527,5828938.705398206,-10.09
berlin_57031680,28800,teleportedWalk,8,m,high,never,FALSE,794629.4289,5830871.720587246,-12.14333333
berlin_5704361e,28800,teleportedWalk,63,m,very_low,always,FALSE,795215.9514985124,5831284.439863051,-13.28666667
berlin_5708fcf9,28800,teleportedWalk,58,f,high,always,FALSE,794033.5684051675,5828494.390050275,-8.44
berlin_570a6f32,28800,teleportedWalk,30,f,low,always,FALSE,796514.2304927032,5825901.184831004,-15.57
berlin_570a850d,28800,teleportedWalk,62,f,high,always,FALSE,794941.2301747536,5830916.779049254,-11.76
berlin_570b29dc,28800,teleportedWalk,44,f,very_low,always,FALSE,798215.9125999731,5829988.27,-14.85333333
berlin_571a6a78,28800,teleportedWalk,3,m,very_high,never,FALSE,796924.9123117129,5833061.7,-23.33333333
berlin_5724dcbf,28800,teleportedWalk,64,f,very_low,always,TRUE,798721.3144083826,5827197.276583862,-17.99666667
berlin_572f35fa,28800,teleportedWalk,21,f,medium,always,FALSE,798147.5855574834,5829337.798167933,-13.40333333
berlin_57518c89,28800,teleportedWalk,19,f,very_low,always,FALSE,797465.0020501241,5831696.622993651,-17.97666667
berlin_575be736,28800,teleportedWalk,22,f,low,always,FALSE,794321.5018132892,5827994.6555264145,-7.91
berlin_576512f8,28800,teleportedWalk,39,f,very_high,always,FALSE,796803.1077159366,5830665.132558357,-11.60333333
berlin_577062ca,28800,teleportedWalk,1,m,medium,never,FALSE,797155.4292339189,5831114.679609452,-14.55666667
berlin_57c69c1e,28800,teleportedWalk,48,f,high,always,FALSE,798409.0419951531,5829166.733,-14.57666667
berlin_57c8558a,28800,teleportedWalk,78,m,low,always,FALSE,795106.7408744239,5831047.157322759,-12.18666667
berlin_57d7d42c,28800,teleportedWalk,46,f,high,always,FALSE,795229.7356254808,5831118.749829881,-12.42333333
berlin_57e7ba84,28800,teleportedWalk,77,m,medium,always,FALSE,798172.7149442782,5831145.707207688,-18.09666667
berlin_580055be,28800,teleportedWalk,62,f,high,always,FALSE,794238.2244,5832298.551274855,-19.76
berlin_580ff125,28800,teleportedWalk,53,f,medium,always,FALSE,795378.8456294092,5828386.202951748,-2.37
berlin_581b13da,28800,teleportedWalk,50,f,medium,always,FALSE,796285.4632750105,5831153.355601465,-12.87666667
berlin_584ae1ba,28800,teleportedWalk,97,m,low,always,TRUE,794695.3537718853,5827332.147289168,-8.903333333
berlin_58591eb4,28800,teleportedWalk,40,f,very_high,always,FALSE,794879.5783466313,5832178.412408657,-18.18333333
berlin_5859f2de,28800,teleportedWalk,45,m,high,always,FALSE,796966.8334295581,5829488.007926374,-7.883333333
berlin_585ccb04,28800,teleportedWalk,52,m,medium,always,FALSE,796252.5485479812,5832119.476731749,-17.74
berlin_587a3dce,28800,teleportedWalk,32,f,medium,always,FALSE,793275.4616705431,5829017.443829228,-12.33666667
berlin_5880d98a,28800,teleportedWalk,35,f,low,always,FALSE,798125.7808148488,5830337.626325031,-15.32
