"id","xcoord","ycoord","personId","homeX","homeY","mode","age","sex","economic_status","accessibility","teleportedWalk_accessibility","diff","distance_m"
1337,799147.408558944,5827045.83349804,"berlin_f891f6b1",799186.210723095,5827051.083,"teleportedWalk",83,"m","medium",-20.50333333,-20.3333333333333,0.17,39.16
1375,799347.408558944,5827045.83349804,"berlin_735d0d98",799353.061637217,5827057.52410794,"teleportedWalk",27,"f","very_low",-21.27333333,-21.27,0,12.99
1413,799547.408558944,5827045.83349804,"berlin_ea51ec1e",799517.055698787,5827005.44008452,"teleportedWalk",24,"f","very_low",-22.16,-22.22,0.06,50.53
1451,799747.408558944,5827045.83349804,"berlin_f0cf096f",799685.67451486,5827063.71634394,"teleportedWalk",43,"f","very_low",-22.84333333,-23.1766666666667,0.33,64.27
388,794147.408558944,5827245.83349804,"berlin_3a6dc147",794113.880704552,5827211.00350583,"teleportedWalk",90,"m","high",-11.3,-11.05,0.25,48.35
464,794547.408558944,5827245.83349804,"berlin_9cb3bbcf",794493.217497983,5827297.73561625,"teleportedWalk",58,"f","very_high",-9.66,-9.70666666666667,0.05,75.04
958,797147.408558944,5827245.83349804,"berlin_4ec71117",797161.867627201,5827262.66056267,"teleportedWalk",64,"f","high",-11.13333333,-11.1433333333333,0.01,22.19
1072,797747.408558944,5827245.83349804,"berlin_764d11ea",797828.916167371,5827220.71012292,"teleportedWalk",64,"f","medium",-13.94666667,-13.5266666666667,0.42,85.29
1110,797947.408558944,5827245.83349804,"berlin_0404cd17",797865.802345445,5827205.95565686,"teleportedWalk",56,"f","low",-14.15,-14.3833333333333,0.23,90.83
1148,798147.408558944,5827245.83349804,"berlin_f3643540",798122.759928663,5827226.22378704,"teleportedWalk",28,"f","medium",-15.20666667,-15.2633333333333,0.06,31.5
1186,798347.408558944,5827245.83349804,"berlin_d592ae4b",798394.363810428,5827278.9,"teleportedWalk",2,"m","very_low",-16.29333333,-16.1633333333333,0.13,57.43
1224,798547.408558944,5827245.83349804,"berlin_5f28ad57",798495.493651988,5827195.0713425,"teleportedWalk",64,"f","medium",-16.96333333,-17.0766666666667,0.11,72.61
1262,798747.408558944,5827245.83349804,"berlin_90451b7b",798746.903455281,5827255.6565936,"teleportedWalk",35,"f","high",-17.98333333,-18.0066666666667,0.02,9.84
1300,798947.408558944,5827245.83349804,"berlin_a23f2c1a",799035.4931,5827250.96927876,"teleportedWalk",76,"m","very_high",-19.35333333,-18.9466666666667,0.41,88.23
1338,799147.408558944,5827245.83349804,"berlin_5b35baad",799140.995110337,5827241.72166269,"teleportedWalk",21,"f","medium",-19.87666667,-19.8966666666667,0.02,7.62
1376,799347.408558944,5827245.83349804,"berlin_d8e8486b",799397.971748022,5827183.09357882,"teleportedWalk",38,"m","medium",-21.22333333,-20.8566666666667,0.37,80.58
1414,799547.408558944,5827245.83349804,"berlin_3db1aa7a",799614.823653058,5827308.9799935,"teleportedWalk",49,"f","high",-22.03333333,-21.8233333333333,0.21,92.37
1452,799747.408558944,5827245.83349804,"berlin_1580f00f",799762.467493519,5827170.82,"teleportedWalk",47,"m","medium",-23.00666667,-22.7933333333333,0.21,76.51
1490,799947.408558944,5827245.83349804,"berlin_ecaafe21",799896.811502662,5827241.79899822,"teleportedWalk",7,"m","medium",-23.53333333,-23.7733333333333,0.24,50.76
427,794347.408558944,5827445.83349804,"berlin_401d236f",794313.901173346,5827452.18049294,"teleportedWalk",21,"f","medium",-9.676666667,-9.57666666666667,0.1,34.1
465,794547.408558944,5827445.83349804,"berlin_fc20c0ee",794568.4941,5827437.44063579,"teleportedWalk",94,"m","medium",-8.846666667,-8.88333333333333,0.04,22.69
503,794747.408558944,5827445.83349804,"berlin_ebd000a5",794713.734802376,5827474.11165457,"teleportedWalk",49,"f","medium",-8.24,-8.26,0.02,43.97
1073,797747.408558944,5827445.83349804,"berlin_6174d7e2",797775.050875264,5827436.31807849,"teleportedWalk",10,"m","very_low",-13.09666667,-12.9466666666667,0.15,29.23
1111,797947.408558944,5827445.83349804,"berlin_2c180260",797942.290945085,5827440.71322894,"teleportedWalk",19,"m","high",-13.83,-13.84,0.01,7.24
1301,798947.408558944,5827445.83349804,"berlin_f7d67a9d",798957.360743972,5827368.5848917,"teleportedWalk",40,"f","very_high",-18.73666667,-18.5366666666667,0.2,77.89
1339,799147.408558944,5827445.83349804,"berlin_6933cc8f",799095.841605987,5827367.48950207,"teleportedWalk",68,"m","medium",-19.40666667,-19.5066666666667,0.1,93.79
1491,799947.408558944,5827445.83349804,"berlin_f0d5d7e5",799978.551,5827496.49484312,"teleportedWalk",83,"m","very_low",-23.52666667,-23.45,0.08,59.47
1529,800147.408558944,5827445.83349804,"berlin_6599a114",800146.14397636,5827459.33557897,"teleportedWalk",52,"f","medium",-24.42,-24.4433333333333,0.02,13.56
314,793747.408558944,5827645.83349804,"berlin_4e51414e",793759.049123734,5827695.08966485,"teleportedWalk",5,"m","low",-11.22333333,-11.4033333333333,0.18,50.61
