id,xcoord,ycoord,time,teleportedWalk_accessibility
1257,798747.4085589435,5826245.83349804,28800.0,-20.816666666666666
1295,798947.4085589435,5826245.83349804,28800.0,-21.636666666666667
1333,799147.4085589435,5826245.83349804,28800.0,-22.473333333333336
1371,799347.4085589435,5826245.83349804,28800.0,-23.326666666666668
1409,799547.4085589435,5826245.83349804,28800.0,-24.19333333333333
1447,799747.4085589435,5826245.83349804,28800.0,-25.073333333333338
1485,799947.4085589435,5826245.83349804,28800.0,-25.966666666666665
1523,800147.4085589435,5826245.83349804,28800.0,-26.87
1561,800347.4085589435,5826245.83349804,28800.0,-27.78333333333333
4,792147.4085589435,5826445.83349804,28800.0,-21.773333333333333
42,792347.4085589435,5826445.83349804,28800.0,-20.913333333333334
80,792547.4085589435,5826445.83349804,28800.0,-20.07333333333333
118,792747.4085589435,5826445.83349804,28800.0,-19.25
156,792947.4085589435,5826445.83349804,28800.0,-18.453333333333333
194,793147.4085589435,5826445.83349804,28800.0,-17.676666666666666
232,793347.4085589435,5826445.83349804,28800.0,-16.93
270,793547.4085589435,5826445.83349804,28800.0,-16.21666666666667
308,793747.4085589435,5826445.83349804,28800.0,-15.54
346,793947.4085589435,5826445.83349804,28800.0,-14.906666666666666
384,794147.4085589435,5826445.83349804,28800.0,-14.32
422,794347.4085589435,5826445.83349804,28800.0,-13.786666666666665
460,794547.4085589435,5826445.83349804,28800.0,-13.309999999999999
498,794747.4085589435,5826445.83349804,28800.0,-12.903333333333332
536,794947.4085589435,5826445.83349804,28800.0,-12.57
574,795147.4085589435,5826445.83349804,28800.0,-12.313333333333334
612,795347.4085589435,5826445.83349804,28800.0,-12.143333333333334
650,795547.4085589435,5826445.83349804,28800.0,-12.059999999999999
688,795747.4085589435,5826445.83349804,28800.0,-12.066666666666666
726,795947.4085589435,5826445.83349804,28800.0,-12.16
764,796147.4085589435,5826445.83349804,28800.0,-12.343333333333334
802,796347.4085589435,5826445.83349804,28800.0,-12.61
840,796547.4085589435,5826445.83349804,28800.0,-12.953333333333333
878,796747.4085589435,5826445.83349804,28800.0,-13.370000000000001
916,796947.4085589435,5826445.83349804,28800.0,-13.849999999999998
954,797147.4085589435,5826445.83349804,28800.0,-14.39
992,797347.4085589435,5826445.83349804,28800.0,-14.986666666666668
