personId,time,mode,age_base,sex_base,economic_status_base,income_base,restricted_mobility_base,homeX_base,homeY_base,access_base,age_policy,sex_policy,economic_status_policy,income_policy,restricted_mobility_policy,homeX_policy,homeY_policy,access_policy,delta,pct_change
berlin_c67e354e,28800,car,45,f,high,3000,FALSE,794462.9432721974,5828283.943559781,-2.2124505519488626,45,f,high,3000,FALSE,794462.9432721974,5828283.943559781,-9.864379822060213,-7.651929270111351,345.85764022482044
berlin_fa9cb89f,28800,car,99,m,medium,2000,TRUE,804094.1091947599,5840767.852992491,-13.096849566735994,99,m,medium,2000,TRUE,804094.1091947599,5840767.852992491,-16.01394337816386,-2.917093811427865,22.273248208002933
berlin_d77f5887,28800,car,25,f,very_low,499,TRUE,797127.1552371458,5829193.530983671,-4.85119358797508,25,f,very_low,499,TRUE,797127.1552371458,5829193.530983671,-26.089226108715717,-21.23803252074064,437.78983739969726
berlin_943bff87,28800,car,58,f,medium,2600,FALSE,796052.3365209191,5833222.4776770985,-4.889238642449656,58,f,medium,2600,FALSE,796052.3365209191,5833222.4776770985,-6.9045284850390924,-2.0152898425894366,41.21888886936629
berlin_107f48b3,28800,car,48,f,high,2600,FALSE,812674.4357649157,5825927.048552438,-14.36397553386474,48,f,high,2600,FALSE,812674.4357649157,5825927.048552438,-21.121670362911885,-6.757694829047145,47.04613157489091
berlin_3c9d713e,28800,car,64,m,medium,2600,FALSE,809010.7802809542,5829435.513334603,-11.589429368033702,64,m,medium,2600,FALSE,809010.7802809542,5829435.513334603,-16.49156755185686,-4.902138183823158,42.29835678833659
berlin_24ad08fc,28800,car,62,m,very_high,5600,FALSE,804086.194525118,5830500.677498378,-7.237968288215554,62,m,very_high,5600,FALSE,804086.194525118,5830500.677498378,-10.81441412395279,-3.5764458357372364,49.41228937905408
berlin_d4ec1f46,28800,car,17,m,high,3600,FALSE,809263.9037482073,5833663.869466588,-11.249409375603992,17,m,high,3600,FALSE,809263.9037482073,5833663.869466588,-15.436089097116698,-4.186679721512705,37.21688474234158
berlin_5c49ec77,28800,car,67,m,high,3600,FALSE,791419.809906628,5829686.609794419,-4.450197440417367,67,m,high,3600,FALSE,791419.809906628,5829686.609794419,-10.69028542102234,-6.240087980604973,140.22047480256828
berlin_715a4014,28800,car,40,f,medium,2600,FALSE,806326.6397637131,5833451.050672532,-11.20213095336223,40,f,medium,2600,FALSE,806326.6397637131,5833451.050672532,-14.113441122361246,-2.911310168999016,25.988896051292897
berlin_ed03d032,28800,car,37,f,very_low,1500,FALSE,798628.0877762672,5825345.313835557,-5.476717095206267,37,f,very_low,1500,FALSE,798628.0877762672,5825345.313835557,-40.03108069576419,-34.55436360055792,630.9320529045242
berlin_fd39c6c7,28800,car,75,m,medium,2000,TRUE,803880.1170216142,5822162.986125667,-10.21850298154491,75,m,medium,2000,TRUE,803880.1170216142,5822162.986125667,-23.542338516612404,-13.323835535067493,130.38931004992568
bb_dad8a256,28800,car,51,m,low,900,FALSE,789806.59,5844044.7,-22.746667670386223,51,m,low,900,FALSE,789806.59,5844044.7,-22.542698875663596,0.20396879472262697,-0.8966974753324988
berlin_255aeed7,28800,car,53,f,medium,2000,FALSE,801490.4323453686,5830556.861717075,-7.474168612494593,53,f,medium,2000,FALSE,801490.4323453686,5830556.861717075,-10.933423861659831,-3.4592552491652375,46.28280988178924
berlin_e7c73252,28800,car,69,m,medium,2000,TRUE,788560.226202699,5840354.744475388,-12.668493999607032,69,m,medium,2000,TRUE,788560.226202699,5840354.744475388,-14.678977381751531,-2.0104833821445,15.869947779166678
berlin_4827f246,28800,car,60,f,high,2600,FALSE,799100.5138816144,5817408.614897943,-9.857822427623095,60,f,high,2600,FALSE,799100.5138816144,5817408.614897943,-21.163140238674174,-11.30531781105108,114.6837234496321
bb_f1aa54b2,28800,car,6,m,medium,3600,FALSE,798135.64,5854219.87,-15.332117072222166,6,m,medium,3600,FALSE,798135.64,5854219.87,-18.312668052466957,-2.980550980244791,19.439917959175897
berlin_b24ee553,28800,car,35,f,medium,3000,FALSE,800773.3021719023,5827815.293254721,-5.322992510300586,35,f,medium,3000,FALSE,800773.3021719023,5827815.293254721,-19.187926786788022,-13.864934276487435,260.4725490343493
bb_7731650e,28800,car,56,m,high,4600,FALSE,821393.78,5798395.83,-19.43472324764559,56,m,high,4600,FALSE,821393.78,5798395.83,-27.493110957613045,-8.058387709967455,41.46386654074781
berlin_fcfd33fe,28800,car,35,f,medium,2000,FALSE,819780.4126712969,5819616.199544786,-22.08246212901028,35,f,medium,2000,FALSE,819780.4126712969,5819616.199544786,-29.214781881654527,-7.132319752644246,32.298571196344724
berlin_2cb87cc7,28800,car,4,m,high,3600,FALSE,786209.6764212623,5837653.725843101,-9.236802461021748,4,m,high,3600,FALSE,786209.6764212623,5837653.725843101,-11.941015467782233,-2.704213006760485,29.276505784030295
berlin_defc4305,28800,car,75,m,very_high,5600,FALSE,791283.7735632074,5819805.902659044,-6.694505759348942,75,m,very_high,5600,FALSE,791283.7735632074,5819805.902659044,-15.05318650939993,-8.358680750050988,124.85881782053902
berlin_b29d46f8,28800,car,34,f,low,2000,FALSE,806352.6836019347,5825209.173487178,-11.15388101121233,34,f,low,2000,FALSE,806352.6836019347,5825209.173487178,-19.358476580894177,-8.204595569681846,73.55821315857912
bb_961a8bc1,28800,car,47,f,very_low,900,TRUE,774422.07,5812701.15,-33.15477774460856,47,f,very_low,900,TRUE,774422.07,5812701.15,-42.22184868660663,-9.067070941998068,27.347705395107052
berlin_9048fed9,28800,car,56,f,medium,3000,FALSE,801317.2802019466,5832865.361992046,-6.811606768834478,56,f,medium,3000,FALSE,801317.2802019466,5832865.361992046,-9.581408779488768,-2.76980201065429,40.66297578020973
bb_e502ae85,28800,car,4,f,medium,3600,FALSE,815482.63,5800192.01,-18.969506329670235,4,f,medium,3600,FALSE,815482.63,5800192.01,-28.526611653583934,-9.5571053239137,50.381412978393726
berlin_0017b49c,28800,car,24,f,medium,3000,FALSE,783903.0691105907,5830165.107421653,-9.707088025577159,24,f,medium,3000,FALSE,783903.0691105907,5830165.107421653,-15.237528732975866,-5.530440707398707,56.97322093738694
berlin_3bc31d02,28800,car,85,m,medium,2600,FALSE,791494.2304226481,5825759.500355037,-5.131943754409841,85,m,medium,2600,FALSE,791494.2304226481,5825759.500355037,-19.633254100208596,-14.501310345798755,282.56954946822805
bb_577bba74,28800,car,25,f,medium,2600,FALSE,803720.42,5797696.26,-21.019303286464233,25,f,medium,2600,FALSE,803720.42,5797696.26,-30.69490569508167,-9.675602408617436,46.03198439430777
berlin_fe05c2a2,28800,car,62,f,very_low,900,FALSE,809534.0962630659,5830229.348250166,-19.08035480622587,62,f,very_low,900,FALSE,809534.0962630659,5830229.348250166,-25.317492118295164,-6.237137312069294,32.68879103880255
bb_2acfa59d,28800,car,62,f,medium,1500,FALSE,812964.87,5838134.4,-20.032664590126142,62,f,medium,1500,FALSE,812964.87,5838134.4,-23.934255289147615,-3.9015906990214724,19.476144481271447
berlin_87c065b3,28800,car,28,f,high,4600,FALSE,810665.9162831354,5832264.228113179,-11.11117421392192,28,f,high,4600,FALSE,810665.9162831354,5832264.228113179,-15.952516997292708,-4.841342783370788,43.5718375948489
bb_d2703342,28800,car,50,m,high,3600,FALSE,773033.61,5811925,-17.921857737777312,50,m,high,3600,FALSE,773033.61,5811925,-22.78691509215392,-4.8650573543766065,27.14594338131364
bb_1f354b40,28800,car,61,f,low,1500,FALSE,812508.09,5812712.1,-22.18401986198305,61,f,low,1500,FALSE,812508.09,5812712.1,-33.41833180972827,-11.234311947745223,50.64146181638415
berlin_078aa67a,28800,car,32,f,low,900,FALSE,802250.3273110917,5820272.280761213,-15.557969332273213,32,f,low,900,FALSE,802250.3273110917,5820272.280761213,-34.08182146758744,-18.523852135314225,119.06343134954399
berlin_0717cc2a,28800,car,37,f,high,3600,FALSE,801494.8266808329,5833011.96202691,-6.714836812393106,37,f,high,3600,FALSE,801494.8266808329,5833011.96202691,-9.442017357582396,-2.72718054518929,40.614249033661146
berlin_398db967,28800,car,28,f,low,3000,FALSE,805146.0972655568,5826481.851224076,-8.659918146177803,28,f,low,3000,FALSE,805146.0972655568,5826481.851224076,-15.414584760222807,-6.754666614045004,77.99919699040441
berlin_72797681,28800,car,62,f,high,4600,FALSE,782916.3408686952,5827005.851843987,-8.842497460181901,62,f,high,4600,FALSE,782916.3408686952,5827005.851843987,-15.104500867908872,-6.26200340772697,70.8171354973525
berlin_90a9e09c,28800,car,30,m,medium,2000,FALSE,799526.0014507844,5830542.555241508,-5.569503737740955,30,m,medium,2000,FALSE,799526.0014507844,5830542.555241508,-9.7310628445555,-4.161559106814546,74.72046528336679
bb_0c629b6d,28800,car,14,f,high,4600,FALSE,779579.79,5813831.46,-13.363591511672952,14,f,high,4600,FALSE,779579.79,5813831.46,-19.229715684580537,-5.866124172907584,43.89631460811705
berlin_719b443e,28800,car,4,m,high,3600,FALSE,795399.7326659426,5824349.203492134,-3.9861052133510544,4,m,high,3600,FALSE,795399.7326659426,5824349.203492134,-18.74075404247356,-14.754648829122507,370.1520165524811
bb_6358a6e7,28800,car,52,m,low,900,FALSE,825571.15,5823617.2,-37.005283237446925,52,m,low,900,FALSE,825571.15,5823617.2,-46.52862256080966,-9.523339323362734,25.735080210724444
berlin_e8e0ef7f,28800,car,16,m,very_high,5600,FALSE,799086.5252686713,5812969.536378028,-11.36424537214787,16,m,very_high,5600,FALSE,799086.5252686713,5812969.536378028,-18.759273482664874,-7.3950281105170035,65.07275994445837
berlin_b2cd01a4,28800,car,95,m,high,3000,TRUE,814026.1315958404,5820697.866323384,-15.7889070544098,95,m,high,3000,TRUE,814026.1315958404,5820697.866323384,-23.270605471390557,-7.481698416980757,47.38579048694279
bb_8b5649ac,28800,car,68,m,very_low,900,TRUE,801306.76,5802691.87,-33.47125672838083,68,m,very_low,900,TRUE,801306.76,5802691.87,-47.22333274523606,-13.752076016855227,41.08622549924937
berlin_2503e578,28800,car,19,f,medium,2600,FALSE,791811.0941119266,5827356.737040016,-4.502725044385297,19,f,medium,2600,FALSE,791811.0941119266,5827356.737040016,-17.35868250830189,-12.855957463916592,285.5150456043816
berlin_22cb5356,28800,car,54,f,medium,1500,FALSE,794218.1951596693,5830690.284017616,-4.17751786465898,54,f,medium,1500,FALSE,794218.1951596693,5830690.284017616,-5.462053041929182,-1.284535177270202,30.74876562796127
berlin_54811697,28800,car,77,m,very_low,900,FALSE,794059.4583537851,5834709.456200734,-9.635201945313318,77,m,very_low,900,FALSE,794059.4583537851,5834709.456200734,-11.100159251831581,-1.4649573065182633,15.204220055095336
bb_710d5608,28800,car,2,m,high,4600,FALSE,777436.18,5814329.71,-14.062011844013796,2,m,high,4600,FALSE,777436.18,5814329.71,-18.987814822256645,-4.925802978242849,35.029148267570015
berlin_3510f1ba,28800,car,58,f,medium,2600,FALSE,791049.9708490137,5822004.294673293,-7.5141823458042065,58,f,medium,2600,FALSE,791049.9708490137,5822004.294673293,-16.728871407142826,-9.21468906133862,122.63062881996666
berlin_7f840caa,28800,car,55,f,medium,1500,FALSE,811229.2866865686,5822270.149496484,-18.081991247945023,55,f,medium,1500,FALSE,811229.2866865686,5822270.149496484,-26.409124637649764,-8.327133389704741,46.052081739897424
bb_e2e7ba4f,28800,car,95,m,low,3600,FALSE,773367.75,5816999.02,-17.710090273650852,95,m,low,3600,FALSE,773367.75,5816999.02,-23.09946102469597,-5.389370751045117,30.431074420119955
berlin_3d07e0dd,28800,car,49,f,medium,3000,FALSE,785634.3081076894,5827299.130841959,-9.344421593057547,49,f,medium,3000,FALSE,785634.3081076894,5827299.130841959,-16.230547340281657,-6.88612574722411,73.69237013385792
berlin_aca05e19,28800,car,82,m,low,900,FALSE,799566.4538415484,5826518.219923244,-8.042332898516424,82,m,low,900,FALSE,799566.4538415484,5826518.219923244,-42.64544139495605,-34.60310849643963,430.26207610509255
berlin_65a22126,28800,car,38,m,high,3600,FALSE,801845.5071704022,5831176.741729786,-6.423844895474599,38,m,high,3600,FALSE,801845.5071704022,5831176.741729786,-9.315434145089075,-2.8915892496144755,45.013372780085504
berlin_00764ca5,28800,car,81,m,medium,2600,TRUE,793034.1659268804,5827403.323261892,-3.876264335052856,81,m,medium,2600,TRUE,793034.1659268804,5827403.323261892,-18.825862791384303,-14.949598456331447,385.67025270033855
berlin_2caf0423,28800,car,85,m,medium,2600,TRUE,792398.1840821635,5825498.318803275,-5.117730177859125,85,m,medium,2600,TRUE,792398.1840821635,5825498.318803275,-28.205721449654934,-23.087991271795808,451.13732982019184
bb_a597bbd6,28800,car,65,f,high,3000,TRUE,786358.73,5852734.08,-15.978966217884105,65,f,high,3000,TRUE,786358.73,5852734.08,-18.540537166992102,-2.561570949107997,16.030892826101702
bb_f2afa120,28800,car,6,m,medium,3600,FALSE,778982.7,5806572.55,-14.665550609189527,6,m,medium,3600,FALSE,778982.7,5806572.55,-21.000102202333693,-6.334551593144166,43.193411293912796
berlin_b316110c,28800,car,18,m,medium,1500,FALSE,798528.9884868815,5824831.765423036,-5.8876238767309905,18,m,medium,1500,FALSE,798528.9884868815,5824831.765423036,-38.56738167768602,-32.67975780095503,555.0585174116106
berlin_5628a988,28800,car,62,f,low,900,FALSE,797302.0121947115,5821782.519334314,-9.65832523269132,62,f,low,900,FALSE,797302.0121947115,5821782.519334314,-29.164911453283633,-19.50658622059231,201.9665495894338
berlin_ffdefa6a,28800,car,8,m,medium,3000,FALSE,782016.4466190189,5820297.968649346,-12.759677989217808,8,m,medium,3000,FALSE,782016.4466190189,5820297.968649346,-19.986190783048688,-7.22651279383088,56.63554205629196
bb_91f0345c,28800,car,71,m,medium,2000,FALSE,760260.26,5847977.11,-32.54787703846429,71,m,medium,2000,FALSE,760260.26,5847977.11,-34.15932402467245,-1.6114469862081577,4.951004897504648
bb_6dfa16dc,28800,car,4,m,very_high,5600,FALSE,822014.75,5831981.13,-15.470222441680399,4,m,very_high,5600,FALSE,822014.75,5831981.13,-18.61163828051939,-3.1414158388389914,20.306209886001913
berlin_fea6e6c4,28800,car,52,m,medium,2000,FALSE,803588.778696856,5828964.27427218,-8.206071399523795,52,m,medium,2000,FALSE,803588.778696856,5828964.27427218,-13.719508957523885,-5.51343755800009,67.18729693626648
bb_78b3e846,28800,car,23,m,low,3000,FALSE,812804.7,5834490.15,-14.225079631095413,23,m,low,3000,FALSE,812804.7,5834490.15,-16.902301801324967,-2.6772221702295536,18.820437141014388
berlin_8fa78c50,28800,car,7,m,low,2000,FALSE,791354.3413024952,5826978.239466688,-5.597757505769205,7,m,low,2000,FALSE,791354.3413024952,5826978.239466688,-16.11716553960977,-10.519408033840563,187.92182446272403
berlin_7f4343ae,28800,car,53,f,very_low,500,FALSE,795137.9122166759,5822081.616782946,-13.185816042405175,53,f,very_low,500,FALSE,795137.9122166759,5822081.616782946,-39.215021862245045,-26.02920581983987,197.4030711192296
berlin_2268278f,28800,car,49,f,medium,1500,FALSE,793918.4870749649,5828497.4032473145,-3.184956387695372,49,f,medium,1500,FALSE,793918.4870749649,5828497.4032473145,-9.671194204684316,-6.486237816988943,203.6523276126356
berlin_7e599056,28800,car,18,f,very_low,900,FALSE,794465.421211639,5820177.405069042,-11.479653370945298,18,f,very_low,900,FALSE,794465.421211639,5820177.405069042,-27.617074045397644,-16.137420674452343,140.57411102059694
bb_61f5330f,28800,car,38,f,low,1500,FALSE,776627.02,5811766.83,-22.111268028371953,38,f,low,1500,FALSE,776627.02,5811766.83,-30.21564702156937,-8.104378993197418,36.65271020548586
berlin_59b4c933,28800,car,40,m,high,4600,FALSE,796350.6740377562,5823753.388999131,-4.718537813218386,40,m,high,4600,FALSE,796350.6740377562,5823753.388999131,-26.848505145558,-22.129967332339614,469.0005295781526
berlin_459aa6d2,28800,car,58,f,medium,2000,FALSE,790584.9556561488,5818313.534390678,-10.836860786524664,58,f,medium,2000,FALSE,790584.9556561488,5818313.534390678,-20.623670226742426,-9.786809440217763,90.31037339141044
bb_d764fe0a,28800,car,64,m,very_low,499,FALSE,819826.26,5823429.51,-48.11904108078865,64,m,very_low,499,FALSE,819826.26,5823429.51,-57.88812167064951,-9.769080589860863,20.301902054654892
berlin_22e71783,28800,car,61,f,medium,2600,FALSE,801937.9567852024,5823685.059119407,-7.43703103923345,61,f,medium,2600,FALSE,801937.9567852024,5823685.059119407,-23.149943951483632,-15.712912912250182,211.27937787751583
berlin_2630e31c,28800,car,66,m,low,1500,FALSE,799009.2332415086,5813231.926504973,-16.369224909439044,66,m,low,1500,FALSE,799009.2332415086,5813231.926504973,-27.638957282095774,-11.26973237265673,68.84707391464957
berlin_0c03352b,28800,car,88,m,low,900,TRUE,790160.9205559555,5826459.167926379,-8.586640682375858,88,m,low,900,TRUE,790160.9205559555,5826459.167926379,-20.247692032676984,-11.661051350301125,135.80458041333344
bb_030ee344,28800,car,54,f,high,4600,FALSE,769355.22,5849414.75,-14.615495158248894,54,f,high,4600,FALSE,769355.22,5849414.75,-17.47095867683495,-2.855463518586056,19.537234200200533
berlin_50daaf8b,28800,car,22,f,medium,1500,FALSE,792118.5157954606,5828131.886934726,-4.411007824261026,22,f,medium,1500,FALSE,792118.5157954606,5828131.886934726,-15.25570500739242,-10.844697183131395,245.85531504805712
berlin_38f27220,28800,car,55,f,medium,3000,FALSE,801539.9929648051,5818930.113544441,-10.348857117544991,55,f,medium,3000,FALSE,801539.9929648051,5818930.113544441,-20.928724521255585,-10.579867403710594,102.23222993168935
berlin_4bee439d,28800,car,41,f,high,3600,FALSE,797942.3138845084,5835345.2714090515,-6.2470651312880054,41,f,high,3600,FALSE,797942.3138845084,5835345.2714090515,-8.204829721126982,-1.9577645898389768,31.338949549823717
