person,timeCar,distCar,expSum
berlin_beae680b,2576.565000,37359.830000,4.11794895618568e-08
berlin_e5a9b9fc,2576.565000,37359.830000,4.01416880881190e-10
berlin_23ab5e86,3939.890000,57520.300000,7.17537234089716e-17
berlin_a5a54011,3939.890000,57520.300000,1.80794583267947e-35
berlin_da01a6d0,3939.890000,57520.300000,6.66158836760898e-13
berlin_64a8ca3c,2251.116000,35031.130000,5.49781889842992e-08
bb_e8060db8,4687.861000,105224.180000,3.10493430964911e-14
berlin_4d1dac1a,2192.239000,34582.010000,1.46017888556552e-10
berlin_2acbd25f,1999.591000,32992.850000,3.71012600863680e-06
berlin_82080be4,1999.591000,32992.850000,9.98124940041019e-09
bb_82f237c4,2167.756000,31351.000000,9.52442366195821e-09
bb_f0a2af22,703.469000,8731.470000,0.000240743529789996
bb_fd28a3d6,703.469000,8731.470000,4.55955387059319e-07
berlin_94e28d26,3944.802000,57659.760000,1.49270498326293e-10
berlin_a46e43a8,3944.802000,57659.760000,6.63876964015340e-13
berlin_bb6bda9b,3944.802000,57659.760000,5.18054155248623e-10
berlin_0e1fbade,3552.369000,46739.930000,5.12530373332779e-11
berlin_5e4c55f0,4198.080000,61562.590000,4.73482813524275e-12
berlin_f292fc03,4198.080000,61562.590000,7.33268813145901e-18
berlin_bdb2ebe6,3773.221000,46155.710000,7.20004318228364e-13
berlin_d666775d,3773.221000,46155.710000,2.36873298072780e-09
bb_0e848a09,2219.311000,31730.540000,3.76775558322455e-10
bb_25b93edb,2219.311000,31730.540000,1.48842155548854e-13
bb_25cd1e4b,447.011000,5278.230000,0.000731277333138130
bb_9bc68cdb,1250.728000,16825.280000,9.26912883520264e-05
bb_a857d731,1250.728000,16825.280000,8.68035921136673e-12
berlin_1999f097,2252.492000,33529.000000,3.43924794596380e-09
berlin_5c08be08,2252.492000,33529.000000,1.04193529145809e-10
berlin_d228f1fb,2252.492000,33529.000000,5.30823259757244e-07
berlin_e250d544,2252.492000,33529.000000,1.74478901654462e-21
berlin_04bd6863,3975.620000,50812.090000,9.81498273357905e-14
berlin_094c84ea,3975.620000,50812.090000,8.67070472596690e-12
berlin_1f9ec7f1,3975.620000,50812.090000,8.40840412373490e-16
berlin_3bdf0d7c,3975.620000,50812.090000,5.64433390820634e-11
berlin_5979c708,3975.620000,50812.090000,1.06994236752941e-11
berlin_ccdabe71,3975.620000,50812.090000,3.22717541311893e-32
berlin_d9dc6189,3975.620000,50812.090000,9.94857387570533e-12
berlin_f2ccb176,3975.620000,50812.090000,2.50154683180396e-12
berlin_1658c3c1,4433.876000,67352.460000,2.22248959186658e-26
berlin_8462e4a3,4433.876000,67352.460000,3.60221787187232e-11
berlin_d2db6cd9,4433.876000,67352.460000,2.28634084724018e-26
berlin_58591eb4,3632.484000,56093.380000,1.40627984196190e-09
berlin_a5a5507a,4543.206000,51940.660000,1.07525574574641e-14
berlin_c92a91d2,3632.484000,56093.380000,5.18281134153647e-10
berlin_50ae76c1,3055.934000,40577.390000,3.64889352662198e-11
berlin_cf29c32a,4543.206000,51940.660000,2.89157666537573e-13
berlin_e85a29fd,3055.934000,40577.390000,2.16267414055566e-08
berlin_4c1a4837,4446.160000,62811.320000,1.86301341039579e-18
bb_022b990d,4555.676000,59769.530000,1.54800531906049e-11
berlin_2e4c0641,3210.963000,41971.110000,1.84584106508718e-10
berlin_52c99bcd,3210.963000,41971.110000,2.20432693618900e-10
berlin_743d6b2e,3210.963000,41971.110000,2.74261000165271e-09
berlin_7824f548,3210.963000,41971.110000,2.69724412844965e-09
berlin_f0e950e3,3210.963000,41971.110000,6.95033740671909e-27
bb_e57d52f2,2136.646000,31082.090000,5.23112936964895e-07
bb_92d6d503,3581.244000,77147.730000,3.72177541210379e-45
bb_b1e95b53,3581.244000,77147.730000,3.36430626683640e-14
berlin_3ac0da90,4537.305000,51421.410000,2.84924088133488e-22
berlin_5951089f,4537.305000,51421.410000,2.22666258772865e-22
berlin_8739c16c,2385.193000,33481.260000,1.38928392645435e-08
berlin_9cd80e76,2240.705000,35454.080000,7.64481839705641e-11
berlin_27296964,3278.467000,41749.710000,7.69092315297442e-27
berlin_713e9bea,3278.467000,41749.710000,6.46380577124058e-10
berlin_8870865f,3278.467000,41749.710000,1.78057906546431e-10
berlin_fb1cf40d,3278.467000,41749.710000,9.40072410716889e-09
