person,timeCar_base,distCar_base,expSum_base,timeCar_policy,distCar_policy,expSum_policy,delta_timeCar,delta_pct_timeCar,delta_distCar,delta_pct_distCar,delta_expSum,delta_pct_expSum
berlin_8723f095,1862.789,13782.05,1.12415129592941e-7,1812.03,11872.2,3.74557202303507e-8,-50.759000000000015,-2.7248926206886566,-1909.8499999999985,-13.857517568141159,-7.49594093625903e-8,-66.68089040507347
berlin_abf487a2,1862.789,13782.05,1.24468349425214e-5,1812.03,11872.2,2.16398272753138e-6,-50.759000000000015,-2.7248926206886566,-1909.8499999999985,-13.857517568141159,-1.028285221499002e-5,-82.61419278455529
berlin_f9c933da,1862.789,13782.05,1.15712555227745e-7,1812.03,11872.2,3.85741795669171e-8,-50.759000000000015,-2.7248926206886566,-1909.8499999999985,-13.857517568141159,-7.71383756608279e-8,-66.66379072608365
bb_8dc65538,3468.102,32622.67,1.38574642853717e-7,4117.21,35849.01,9.94284314289259e-10,649.1080000000002,18.716519871676212,3226.340000000004,9.889871062055937,-1.3758035853942774e-7,-99.2824918803227
berlin_07384850,2117.399,17059.81,1.98701134895719e-5,3722.345,26027.22,2.02486826693397e-9,1604.946,75.79799555964652,8967.41,52.56453618182148,-1.9868088621304966e-5,-99.98980947809888
berlin_4bfcbe5c,2117.399,17059.81,8.157297536374621e-9,3722.345,26027.22,1.2860409139357e-14,1604.946,75.79799555964652,8967.41,52.56453618182148,-8.157284675965481e-9,-99.99984234473386
berlin_95906062,2117.399,17059.81,1.35190747130928e-5,3722.345,26027.22,1.0433840622275402e-9,1604.946,75.79799555964652,8967.41,52.56453618182148,-1.3518031329030572e-5,-99.99228213406339
berlin_9f011c69,2117.399,17059.81,2.7578585641766e-6,3722.345,26027.22,9.24637773169908e-11,1604.946,75.79799555964652,8967.41,52.56453618182148,-2.757766100399283e-6,-99.99664726180964
berlin_a5ed94fb,2117.399,17059.81,5.19074787727199e-5,3722.345,26027.22,8.688816809047312e-9,1604.946,75.79799555964652,8967.41,52.56453618182148,-5.189878995591085e-5,-99.98326095388471
berlin_cefba418,2117.399,17059.81,7.67565353008565e-6,3722.345,26027.22,4.583507545053e-10,1604.946,75.79799555964652,8967.41,52.56453618182148,-7.675195179331144e-6,-99.99402851167385
berlin_eefde81e,2117.399,17059.81,7.308205717726271e-9,3722.345,26027.22,1.15217711730446e-14,1604.946,75.79799555964652,8967.41,52.56453618182148,-7.3081941959550974e-9,-99.99984234473388
bb_6d657f1c,2078.284,20409.6,1.9383418930965e-7,2360.396,19544.06,8.99333322856925e-9,282.1120000000001,13.574275700529864,-865.5399999999972,-4.240847444339905,-1.8484085608108076e-7,-95.36029569365475
bb_059e4b73,2025.751,23963.64,8.92842632240877e-6,2946.017,32792.01,9.109706634460211e-9,920.2659999999998,45.42838680568342,8828.370000000003,36.840688643294605,-8.91931661577431e-6,-99.89796962750763
berlin_b5b1eb2c,1045.167,6629.97,0.00154120805305095,1587.151,9531.22,3.35903028408282e-6,541.9840000000002,51.856210538602944,2901.249999999999,43.75962485501441,-0.0015378490227668672,-99.7820521196062
bb_80bd1f3c,2025.751,23963.64,5.26823337630421e-7,2946.017,32792.01,1.7992166983183202e-10,920.2659999999998,45.42838680568342,8828.370000000003,36.840688643294605,-5.266434159605892e-7,-99.96584781709916
bb_8c6d626e,3084.805,35303.57,1.73293850268083e-8,3248.628,32880.49,1.3564358175103902e-9,163.82300000000032,5.3106436225304465,-2423.0800000000017,-6.863555158869207,-1.597294920929791e-8,-92.1726257717051
berlin_43da026d,1131.923,8997.15,6.7540269807116e-4,1115.731,7659.48,8.9051562689064e-5,-16.192000000000007,-1.4304859959555558,-1337.67,-14.867708107567397,-5.86351135382096e-4,-86.81504190857088
bb_446321b0,2353.787,26547.98,1.02009751707927e-6,2575.529,25550.26,5.05011674181554e-8,221.7420000000002,9.420648512376022,-997.7200000000012,-3.758176704969648,-9.695963496611145e-7,-95.0493784591546
berlin_329ea6c9,2030.854,18190.09,4.99241890902452e-13,3572.797,34967.92,1.86848063474736e-24,1541.943,75.92584203492717,16777.829999999998,92.23610218531078,-4.992418909005835e-13,-99.99999999962571
berlin_d1c8222c,2030.854,18190.09,6.81727446470726e-5,3572.797,34967.92,6.466085220576551e-9,1541.943,75.92584203492717,16777.829999999998,92.23610218531078,-6.816627856185202e-5,-99.99051514611294
berlin_df0d1a4f,2030.854,18190.09,4.0682446874606804e-9,3572.797,34967.92,6.24876202870259e-17,1541.943,75.92584203492717,16777.829999999998,92.23610218531078,-4.06824462497306e-9,-99.99999846401519
bb_e97dfbcb,6066.319,126293.26,1.04839802598009e-18,6031.255,125160.53,1.20950487458361e-19,-35.064000000000306,-0.5780111464629589,-1132.729999999996,-0.8969045537346934,-9.27447538521729e-19,-88.46330454072623
bb_cc083b2c,3007.213,39975.31,5.1723297054180595e-12,3411.66,49702.94,3.1052745385050404e-15,404.44699999999966,13.449230234107118,9727.630000000005,24.334095220274726,-5.169224430879554e-12,-99.93996371624854
bb_04a44c76,3378.483,30232.43,3.12689386078856e-14,4037.494,34166.75,2.61268210775553e-17,659.011,19.506121534428317,3934.3199999999997,13.013575157537783,-3.124281178680805e-14,-99.91644480995923
berlin_14210799,477.426,3041.46,0.0295532790536065,4973.04,1309.99,3.0936450235877096e-11,4495.614,941.6357718264192,-1731.47,-56.9289091423198,-0.029553279022670048,-99.99999989531973
berlin_91d23f5f,477.426,3041.46,0.0206575350993142,4973.04,1309.99,3.1740774913453e-11,4495.614,941.6357718264192,-1731.47,-56.9289091423198,-0.020657535067573427,-99.99999984634772
berlin_dfadf465,477.426,3041.46,0.0175041059389216,4973.04,1309.99,2.8976692683830797e-11,4495.614,941.6357718264192,-1731.47,-56.9289091423198,-0.017504105909944907,-99.99999983445774
bb_b63bdc79,2279.983,34982.29,4.38718903415096e-10,2466.123,32236.34,5.6406452040523794e-11,186.13999999999987,8.16409596036461,-2745.9500000000007,-7.849543297479955,-3.823124513745722e-10,-87.14291734378389
bb_c47d9a3d,2279.983,34982.29,2.668271569655e-6,2466.123,32236.34,1.72377238268292e-7,186.13999999999987,8.16409596036461,-2745.9500000000007,-7.849543297479955,-2.4958943313867082e-6,-93.53974159794463
berlin_47fe6f41,1217.818,9578.44,0.00187720463999844,2595.97,19325.71,5.01356452398334e-7,1378.1519999999998,113.16567828690329,9747.269999999999,101.76260434893364,-0.0018767032835460416,-99.97329239222428
bb_8217b254,2879.768,21755.2,1.85222754624701e-6,3642.985,39905.88,1.3865732698504401e-9,763.2170000000001,26.502725219531577,18150.679999999997,83.43145546811796,-1.8508409729771595e-6,-99.9251402306018
bb_4f2940d3,4223.496,46598.87,1.3671599316673698e-11,4109.055,53506.61,3.91647790519216e-13,-114.4409999999998,-2.7096272850737826,6907.739999999998,14.823835856963907,-1.3279951526154483e-11,-97.13531839657144
berlin_83390c47,1629.887,11968.22,4.38190443314981e-5,3049.482,26785.21,5.33064859292641e-10,1419.595,87.09775585669436,14816.99,123.8027877161349,-4.3818511266638813e-5,-99.99878348588514
berlin_8d88fb1e,1629.887,11968.22,1.6105872386194e-4,3049.482,26785.21,7.76963904081365e-9,1419.595,87.09775585669436,14816.99,123.8027877161349,-1.610509542228992e-4,-99.99517589680676
berlin_ac95ad71,822.426,4773.87,0.00644152400617287,1216.366,8550.81,4.00426602632674e-8,393.93999999999994,47.89975025108641,3776.9399999999996,79.1169428576815,-0.006441483963512607,-99.99937836666874
berlin_38222d04,1774.357,16535.87,1.01517899860372e-5,2061.93,16049.32,3.83943573121385e-7,287.57299999999987,16.207166877916894,-486.5499999999993,-2.9423912984318292,-9.767846412915815e-6,-96.21797167150363
berlin_4049c0d3,797.056,6322.16,0.0111888583261752,2324.385,14066.1,3.49281045397738e-7,1527.3290000000002,191.62129135217603,7743.9400000000005,122.48883293051742,-0.011188509045129802,-99.99687831380812
berlin_55aba522,797.056,6322.16,5.2836580958991e-4,2324.385,14066.1,2.94508831439467e-10,1527.3290000000002,191.62129135217603,7743.9400000000005,122.48883293051742,-5.283655150810785e-4,-99.99994426042977
berlin_8cd8cfbd,797.056,6322.16,0.00448538985381222,2324.385,14066.1,4.01865552318409e-8,1527.3290000000002,191.62129135217603,7743.9400000000005,122.48883293051742,-0.004485349667256988,-99.99910405658055
berlin_b131e40f,797.056,6322.16,0.00242293062476461,2324.385,14066.1,1.12338295007665e-8,1527.3290000000002,191.62129135217603,7743.9400000000005,122.48883293051742,-0.0024229193909351093,-99.99953635364604
berlin_203d73c6,2242.709,24065.67,1.9260759114573e-8,3084.172,32894.04,3.7643295841133494e-12,841.4630000000002,37.51993682640058,8828.370000000003,36.684497044960736,-1.925699478498889e-8,-99.98045596457689
berlin_e7966778,2242.709,24065.67,2.73378667001259e-8,3084.172,32894.04,5.34292235179705e-12,841.4630000000002,37.51993682640058,8828.370000000003,36.684497044960736,-2.73325237777741e-8,-99.98045596457689
berlin_68f186ad,2040.133,16119.09,1.09348112710348e-5,3424.774,32666.98,2.67575568174065e-10,1384.6409999999998,67.8701339569528,16547.89,102.66019980036094,-1.0934543695466624e-5,-99.99755299326578
berlin_55821a93,1149.033,8655.12,2.9620516201108e-4,964.671,6809.05,9.37012967641147e-5,-184.36199999999985,-16.04496998780713,-1846.0700000000006,-21.329224782556455,-2.025038652469653e-4,-68.36608243828996
berlin_9ae48603,1149.033,8655.12,0.00243933987391202,964.671,6809.05,4.8582889118844e-4,-184.36199999999985,-16.04496998780713,-1846.0700000000006,-21.329224782556455,-0.00195351098272358,-80.08359161491892
berlin_9e1e158a,1149.033,8655.12,0.00126937999187341,964.671,6809.05,2.8487783494199e-4,-184.36199999999985,-16.04496998780713,-1846.0700000000006,-21.329224782556455,-9.8450215693142e-4,-77.5577181958293
berlin_e24064b8,1149.033,8655.12,2.4715807568195e-4,964.671,6809.05,7.81857819083391e-5,-184.36199999999985,-16.04496998780713,-1846.0700000000006,-21.329224782556455,-1.689722937736109e-4,-68.3660824382891
bb_21940383,3001.523,37470.83,4.9428157279347e-8,3567.542,40981.72,3.74445833257828e-10,566.0189999999998,18.85772656081595,3510.8899999999994,9.369661680832795,-4.905371144608917e-8,-99.2424442789934
berlin_17ee4f43,1922.248,13372.88,1.51896172869296e-5,2482.072,18705.34,4.57346709792719e-8,559.8240000000001,29.123401350918304,5332.460000000001,39.875180215480896,-1.5143882615950328e-5,-99.69890833906246
berlin_95e9ff7d,1922.248,13372.88,1.2055439293051e-4,2482.072,18705.34,8.41377980870229e-7,559.8240000000001,29.123401350918304,5332.460000000001,39.875180215480896,-1.1971301494963978e-4,-99.30207605014012
berlin_e09bd167,1922.248,13372.88,9.79558361923916e-6,2482.072,18705.34,2.94936854176928e-8,559.8240000000001,29.123401350918304,5332.460000000001,39.875180215480896,-9.766089933821467e-6,-99.69890833906244
berlin_5367f73c,1165.656,9177.78,2.19405943794224e-5,2307.669,16618.97,4.1668480276859603e-10,1142.013,97.97170005559101,7441.1900000000005,81.07832177280343,-2.1940177694619632e-5,-99.99810084997898
berlin_86c85789,1165.656,9177.78,0.00228120958681739,2307.669,16618.97,1.7697163928462e-6,1142.013,97.97170005559101,7441.1900000000005,81.07832177280343,-0.002279439870424544,-99.92242201667602
berlin_dd923bc9,1165.656,9177.78,0.00130323534320183,2307.669,16618.97,6.24930132296077e-7,1142.013,97.97170005559101,7441.1900000000005,81.07832177280343,-0.001302610413069534,-99.95204779124846
berlin_b2cd01a4,3028.527,24742.33,1.38983994988934e-7,4040.601,33648.17,7.828966833436889e-11,1012.0740000000001,33.41802797201412,8905.839999999997,35.994346530823876,-1.3890570532059962e-7,-99.94367001154298
berlin_f1e3d9ad,1731.305,17606.82,1.8838854278322e-4,2809.101,26435.19,1.85322580674243e-7,1077.796,62.25338689601197,8828.369999999999,50.14176324855936,-1.8820322020254577e-4,-99.9016274673946
berlin_dce8fd1f,3028.527,24742.33,6.4985936326625e-8,4040.601,33648.17,2.8373268651069796e-11,1012.0740000000001,33.41802797201412,8905.839999999997,35.994346530823876,-6.495756305797393e-8,-99.95633937086255
berlin_7b23c0e4,1852.132,15241.78,7.27702041764559e-5,2603.251,23062.97,1.52521279182264e-7,751.1190000000001,40.554290946865564,7821.1900000000005,51.314150971868116,-7.261768289727364e-5,-99.79040696544918
berlin_3de89220,1633.692,14703.9,6.76679782125965e-6,2338.15,18474.03,1.3700137237242e-8,704.4580000000001,43.12061269810956,3770.129999999999,25.640340317874845,-6.7530976840224085e-6,-99.79753884186994
bb_78ca58f1,3092.89,37820.07,7.4214218245423795e-16,4457.209,53850.17,3.2730159363643496e-23,1364.319,44.11146209532185,16030.099999999999,42.3851674520962,-7.421421497240786e-16,-99.99999558977241
bb_7f935ac8,3092.89,37820.07,3.25532280288332e-8,4457.209,53850.17,2.47616088504398e-12,1364.319,44.11146209532185,16030.099999999999,42.3851674520962,-3.255075186794816e-8,-99.99239350124402
bb_1ed80cfd,2328.557,31828.78,1.07745541836222e-9,2547.017,28330.37,1.64546608468029e-10,218.46000000000004,9.381775923887629,-3498.41,-10.991341798209042,-9.12908809894191e-10,-84.7282211714943
bb_4bf17e95,2328.557,31828.78,2.11308339459524e-8,2547.017,28330.37,2.33100376227593e-9,218.46000000000004,9.381775923887629,-3498.41,-10.991341798209042,-1.879983018367647e-8,-88.96870909951743
berlin_29982ec2,1891.809,15746.88,8.89765327244721e-5,2522.924,22373.4,4.18526458811403e-7,631.115,33.3603973762679,6626.520000000002,42.081478997744334,-8.85580062656607e-5,-99.52962152379276
berlin_748e7fbb,1891.809,15746.88,3.28198888374928e-5,2522.924,22373.4,1.00564806543943e-7,631.115,33.3603973762679,6626.520000000002,42.081478997744334,-3.271932403094886e-5,-99.69358577951958
bb_7de1c91b,3401.751,51252.83,2.17287510896277e-10,3831.921,58689.95,1.11886701266798e-12,430.1699999999996,12.645546367150319,7437.119999999995,14.510652387390111,-2.1616864388360903e-10,-99.48507532344918
berlin_0868c641,2650.698,23110.67,3.22180663236529e-11,3493.217,30711.24,1.5048072687770102e-15,842.5190000000002,31.78479781551879,7600.570000000003,32.88770944330045,-3.2216561516384123e-11,-99.99532930606803
berlin_aadf8f37,2650.698,23110.67,1.45671329393768e-6,3493.217,30711.24,2.3296106308494403e-09,842.5190000000002,31.78479781551879,7600.570000000003,32.88770944330045,-1.4543836833068307e-6,-99.8400776157845
berlin_e49a40a2,2650.698,23110.67,6.36062581270379e-7,3493.217,30711.24,8.03724573305503e-10,842.5190000000002,31.78479781551879,7600.570000000003,32.88770944330045,-6.352588566970735e-7,-99.87364064528049
bb_27a9d3a9,2301.178,26823.01,8.11913506656157e-8,2570.198,24862.98,4.92704990585537e-9,269.02,11.690534152507977,-1960.0299999999988,-7.307270884214706,-7.626430075976033e-8,-93.93155814571027
bb_2b153397,2301.178,26823.01,5.53776432632118e-6,2570.198,24862.98,2.46723172036754e-7,269.02,11.690534152507977,-1960.0299999999988,-7.307270884214706,-5.291041154284426e-6,-95.54471520458048
bb_7533abb0,3544.712,43615.63,8.28931674246735e-10,4334.948,46541.95,2.9737144202452798e-12,790.2360000000003,22.29337672566912,2926.3199999999997,6.709337913954241,-8.259579598264897e-10,-99.64125940501096
bb_650b0ae3,2845.29,41787.64,1.2990986843937e-16,2794.759,41125.89,1.99536756992494e-17,-50.53099999999995,-1.7759525391084898,-661.75,-1.5836022326218948,-1.0995619274012059e-16,-84.64036955855903
berlin_867f351f,1966.363,17737.03,1.74960805379236e-5,2120.185,16844.59,1.06517877785846e-6,153.8219999999999,7.8226654997068135,-892.4399999999987,-5.031507529727349,-1.643090176006514e-5,-93.91190057939185
bb_3da70014,2762.493,26725.91,3.26286474604885e-18,3300.068,30433,7.48503122240805e-22,537.5750000000003,19.459777816631583,3707.09,13.870771846496528,-3.2621162429266093e-18,-99.97705994025199
bb_99095359,2762.493,26725.91,2.00687167990964e-8,3300.068,30433,1.0240493480460901e-10,537.5750000000003,19.459777816631583,3707.09,13.870771846496528,-1.996631186429179e-8,-99.48972853705715
bb_c64045e2,2762.493,26725.91,2.01173447078973e-8,3300.068,30433,1.0265306914624601e-10,537.5750000000003,19.459777816631583,3707.09,13.870771846496528,-2.0014691638751054e-8,-99.48972853705715
bb_2d6dba5b,2356.558,33677.18,5.41569818880919e-6,2545.45,30931.23,3.26658863104775e-7,188.89199999999983,8.015588837618248,-2745.9500000000007,-8.153740901108705,-5.089039325704416e-6,-93.9682963910402
bb_2f1b57df,2275.474,31501.38,5.46121563708606e-7,2667.541,28002.97,2.43966670975479e-8,392.067,17.230124360902387,-3498.41,-11.105576962025156,-5.217248966110581e-7,-95.53274056203259
berlin_463afcb5,1027.736,6676.71,1.9108152450633e-4,962.823,6865.38,1.81756746793914e-5,-64.91300000000012,-6.316116201047751,188.67000000000007,2.825792942931475,-1.729058498269386e-4,-90.4879999642303
berlin_8b1d9edd,1027.736,6676.71,0.00419136292241697,962.823,6865.38,4.3523008432141e-4,-64.91300000000012,-6.316116201047751,188.67000000000007,2.825792942931475,-0.0037561328380955597,-89.61602484972995
berlin_976e7120,1027.736,6676.71,0.00424364092142904,962.823,6865.38,4.4065861874788e-4,-64.91300000000012,-6.316116201047751,188.67000000000007,2.825792942931475,-0.0038029823026811595,-89.61602484973
bb_a1f87297,2568.631,38396.96,4.5312553995706594e-11,2660.354,38685.84,2.58146679336199e-12,91.72299999999996,3.5708904860215407,288.8799999999974,0.7523512278055278,-4.27310872023446e-11,-94.30297662407952
bb_b3b0cb2c,3441.767,40659.29,7.094092701353561e-9,4121.946,57531.88,4.6325643962155396e-12,680.1790000000001,19.7624940909713,16872.589999999997,41.49750278472643,-7.089460136957345e-9,-99.93469828220131
bb_86c08f9f,2605.992,33142.77,1.26215442599573e-7,3314.505,41963.89,1.98675163905927e-10,708.5129999999999,27.18784247994621,8821.120000000003,26.615518256319564,-1.2601676743566707e-7,-99.8425904470848
berlin_3cb6ab1d,1260.578,7468.6,0.00164277075451161,941.786,6960.67,4.4294361596344e-4,-318.79200000000003,-25.289351392773796,-507.9300000000003,-6.800872988244119,-0.00119982713854817,-73.03679684174037
berlin_d4fc3520,997.07,7942.54,0.00144585870697638,2695.077,21115.57,1.09988210391456e-8,1698.007,170.29967805670614,13173.029999999999,165.85412223293807,-0.001445847708155341,-99.99923928797566
bb_6a2ef47a,2376.978,35953.22,5.29334892857096e-7,2525.285,34361.69,3.55821291645918e-8,148.3069999999998,6.239308903994895,-1591.5299999999988,-4.426668876946207,-4.937527636925042e-7,-93.2779551008745
bb_c7fb8ef3,2376.978,35953.22,2.85700111500073e-14,2525.285,34361.69,4.024723251009601e-15,148.3069999999998,6.239308903994895,-1591.5299999999988,-4.426668876946207,-2.4545287898997698e-14,-85.91276975749948
bb_0c63877d,2785.804,22765.35,1.94418816436808e-6,3107.577,31011.82,2.10709249417176e-8,321.77300000000014,11.55045365718479,8246.470000000001,36.22377868119753,-1.9231172394263623e-6,-98.91620958671115
bb_25e7fa10,2785.804,22765.35,3.0046360860557e-16,3107.577,31011.82,8.77447600718937e-22,321.77300000000014,11.55045365718479,8246.470000000001,36.22377868119753,-3.0046273115796927e-16,-99.9997079687604
bb_c6c4af4f,2329.456,23700,4.40804170310399e-16,2628.669,22238.05,7.17777372291041e-17,299.21299999999974,12.844758604584063,-1461.9500000000007,-6.168565400843884,-3.690264330812949e-16,-83.71663834791747
berlin_41e46087,281.278,1674.84,0.116165442906991,43.728,303.04,0.00171784474970842,-237.55,-84.45381437581325,-1371.8,-81.90633135105443,-0.11444759815728259,-98.5212084534608
berlin_5950410d,281.278,1674.84,0.0677997327406084,43.728,303.04,0.00194059895225983,-237.55,-84.45381437581325,-1371.8,-81.90633135105443,-0.06585913378834857,-97.1377483747845
berlin_74d6d788,281.278,1674.84,0.119633324005898,43.728,303.04,0.0016888725922888,-237.55,-84.45381437581325,-1371.8,-81.90633135105443,-0.11794445141360921,-98.58829251270697
berlin_ac574a7f,281.278,1674.84,0.0732636188960457,43.728,303.04,0.00237486534891073,-237.55,-84.45381437581325,-1371.8,-81.90633135105443,-0.070888753547134975,-96.75846568229119
berlin_c8c407d8,281.278,1674.84,0.021883799441439,43.728,303.04,0.00152837446810865,-237.55,-84.45381437581325,-1371.8,-81.90633135105443,-0.020355424973330347,-93.01595469196938
berlin_ea6d9df2,281.278,1674.84,0.113055932805905,43.728,303.04,0.00158205336816025,-237.55,-84.45381437581325,-1371.8,-81.90633135105443,-0.11147387943774474,-98.60064542488334
berlin_f3df98f7,281.278,1674.84,0.116708983077846,43.728,303.04,0.001591974905914,-237.55,-84.45381437581325,-1371.8,-81.90633135105443,-0.11511700817193199,-98.63594483995107
bb_334de597,2282.604,20052.23,4.4495398357583e-6,3249.191,31394.77,1.8540418767824602e-9,966.587,42.345803301842984,11342.54,56.564980553285096,-4.447685793881517e-6,-99.95833182879086
bb_1c627de2,2367.905,27094.11,5.00539186200908e-6,2585.202,24862.35,2.73843169306601e-7,217.29700000000003,9.176761736640618,-2231.760000000002,-8.237067023054095,-4.731548692702479e-6,-94.52903635007938
bb_f66ff915,2621.055,22918.99,9.490926414372e-8,3410.676,31130.25,5.951281059584949e-11,789.6210000000001,30.12607518728146,8211.259999999998,35.82732048838103,-9.484975133312415e-8,-99.93729504581795
berlin_75572b78,297.41,1959.49,0.114101147398294,93.335,690.02,0.0220155877565545,-204.07500000000005,-68.61739685955416,-1269.47,-64.78573506371556,-0.09208555964173949,-80.70520037830605
berlin_2c39c5c9,1261.281,10720.3,2.7976504305932e-4,1234.857,9593.31,3.60293946110497e-5,-26.423999999999978,-2.0950129273334,-1126.9899999999998,-10.512672219993842,-2.437356484482703e-4,-87.12155235083813
berlin_47fa7142,1261.281,10720.3,5.1056377884106e-4,1234.857,9593.31,6.11517145847484e-5,-26.423999999999978,-2.0950129273334,-1126.9899999999998,-10.512672219993842,-4.494120642563116e-4,-88.02270801043544
berlin_905609ab,1261.281,10720.3,0.00198078817171044,1234.857,9593.31,2.0841931170596e-4,-26.423999999999978,-2.0950129273334,-1126.9899999999998,-10.512672219993842,-0.00177236886000448,-89.4779606076713
berlin_76be4c19,1382.406,9612.5,8.32249811349431e-8,1478.647,9262.58,7.683773018803051e-9,96.24099999999999,6.9618476771657525,-349.9200000000001,-3.640260078023408,-7.554120811614005e-8,-90.76746799576394
berlin_004a23da,1011.703,7336.99,1.4046470862594e-4,1065.308,6294.71,1.93072727142663e-5,53.60500000000002,5.298491751037608,-1042.2799999999997,-14.205825549714525,-1.2115743591167369e-4,-86.25471628914141
berlin_6603773e,1011.703,7336.99,8.2779004976041e-4,1065.308,6294.71,8.78865572273058e-5,53.60500000000002,5.298491751037608,-1042.2799999999997,-14.205825549714525,-7.399034925331042e-4,-89.38298941226184
berlin_d01394bd,1169.807,9229.1,0.0014846569263858,1113.273,8605.18,1.7003809877151e-4,-56.534000000000106,-4.832763011334357,-623.9200000000001,-6.760355831012776,-0.00131461882761429,-88.54697703223295
berlin_01adcef7,1498.851,11879.39,2.80010964159843e-5,3724.164,27922.54,3.7115099822611095e-12,2225.313,148.46792643164665,16043.150000000001,135.05028456848376,-2.8001092704474317e-5,-99.99998674512624
berlin_564d32a9,1498.851,11879.39,4.1361213477595106e-9,3724.164,27922.54,3.47458593023907e-21,2225.313,148.46792643164665,16043.150000000001,135.05028456848376,-4.136121347756036e-9,-99.99999999991599
berlin_56ae7cd4,1498.851,11879.39,5.9346569741897e-4,3724.164,27922.54,4.3857520577942805e-9,2225.313,148.46792643164665,16043.150000000001,135.05028456848376,-5.934613116669122e-4,-99.99926099316662
berlin_5bef5a47,1498.851,11879.39,1.9461261374711e-4,3724.164,27922.54,3.21989677454065e-10,2225.313,148.46792643164665,16043.150000000001,135.05028456848376,-1.9461229175743254e-4,-99.99983454840297
berlin_97b85794,1498.851,11879.39,1.7430006237518e-4,3724.164,27922.54,2.8838223681296403e-10,2225.313,148.46792643164665,16043.150000000001,135.05028456848376,-1.742997739929432e-4,-99.99983454840297
berlin_f3223287,1498.851,11879.39,1.5066845118455e-6,3724.164,27922.54,3.740263413586431e-15,2225.313,148.46792643164665,16043.150000000001,135.05028456848376,-1.5066845081052365e-6,-99.99999975175535
berlin_625ccd61,2023.765,16406.29,3.58559325494616e-6,2954.417,27909.35,5.60052565627368e-10,930.6519999999998,45.98616934278435,11503.059999999998,70.11371857988611,-3.5850332023805324e-6,-99.9843804769307
berlin_b5146c74,2023.765,16406.29,3.50883374265831e-6,2954.417,27909.35,5.48030610681457e-10,930.6519999999998,45.98616934278435,11503.059999999998,70.11371857988611,-3.508285712047629e-6,-99.98438140274305
berlin_7b12bb5d,2289.574,18701.66,1.71446413305839e-7,3265.79,24514.54,6.565104518498929e-11,976.2159999999999,42.63745133374155,5812.880000000001,31.082160621035786,-1.71380762260654e-7,-99.96170754236317
bb_066a29cc,3560.072,31906.68,6.8353310951755304e-9,4294.515,37701.16,1.7325278713391797e-11,734.4430000000002,20.630004112276385,5794.480000000003,18.160711173961076,-6.818005816462139e-9,-99.7465334382175
berlin_f007c251,2865.116,24951.96,2.5392683385239604e-9,4374.394,34499.78,4.0997569027514905e-14,1509.2780000000002,52.677727533544896,9547.82,38.26480965823927,-2.5392273409549327e-9,-99.99838545740103
berlin_049a1941,852.858,6317.07,0.00863728337424089,5667.171,23196.09,2.2908931851278297e-12,4814.313,564.4917442294028,16879.02,267.19697581315387,-0.008637283371949998,-99.99999997347669
berlin_153e153d,852.858,6317.07,0.00309438750433809,5250.844,21019.25,4.49803837355273e-13,4397.986,515.6762321511904,14702.18,232.73732917317682,-0.0030943875038882862,-99.99999998546389
berlin_3ba7bdbf,852.858,6317.07,0.00972277176641617,5250.844,21019.25,1.15695889611288e-11,4397.986,515.6762321511904,14702.18,232.73732917317682,-0.009722771754846581,-99.99999988100524
berlin_715382b0,852.858,6317.07,0.00319270627129856,5250.844,21019.25,4.62759795864453e-13,4397.986,515.6762321511904,14702.18,232.73732917317682,-0.0031927062708358004,-99.99999998550574
berlin_db2b7711,852.858,6317.07,0.00736786284078717,5250.844,21019.25,6.1325115798163195e-12,4397.986,515.6762321511904,14702.18,232.73732917317682,-0.007367862834654659,-99.99999991676677
berlin_dbbb6638,852.858,6317.07,0.00295032077266584,5250.844,21019.25,4.94555294480456e-13,4397.986,515.6762321511904,14702.18,232.73732917317682,-0.0029503207721712846,-99.99999998323723
berlin_de70fafc,852.858,6317.07,0.00704579639194902,5250.844,21019.25,2.53395279976854e-12,4397.986,515.6762321511904,14702.18,232.73732917317682,-0.007045796389415067,-99.99999996403595
berlin_eecb2a47,852.858,6317.07,0.00607427772625781,5667.171,23196.09,2.08101119797156e-13,4814.313,564.4917442294028,16879.02,267.19697581315387,-0.006074277726049709,-99.99999999657406
berlin_fe514f8f,852.858,6317.07,0.00708039403172469,5667.171,23196.09,1.03514635860179e-12,4814.313,564.4917442294028,16879.02,267.19697581315387,-0.007080394030689544,-99.99999998538011
berlin_b316110c,773.448,6216.33,0.00277355919194195,5667.171,23196.09,1.77991374134768e-17,4893.723,632.7151922301176,16979.760000000002,273.14766107976897,-0.002773559191941932,-99.99999999999936
bb_5f9c5717,2940.516,39361.88,1.74529798634841e-7,3409.959,47472.26,1.17546132940122e-9,469.44299999999976,15.964647021135058,8110.380000000005,20.604656078419033,-1.7335433730543977e-7,-99.32649820340389
bb_83eaa819,2940.516,39361.88,9.57345897763712e-12,3409.959,47472.26,8.44510237830232e-15,469.44299999999976,15.964647021135058,8110.380000000005,20.604656078419033,-9.565013875258818e-12,-99.91178630004026
berlin_43c85e69,1969.393,18935.54,4.77983709684333e-7,2195.647,17679.29,3.08938828419422e-8,226.2539999999999,11.488514481365574,-1256.25,-6.63435001061496,-4.4708982684239075e-7,-93.53662432086965
