person,timeCar,distCar,expSum
berlin_3b9ed293,2454.913000,19094.980000,7.86428394883442e-08
berlin_57a36731,2454.913000,19094.980000,4.78929839005195e-07
berlin_b78290fc,2454.913000,19094.980000,5.32856385872918e-06
berlin_e171b4a3,2454.913000,19094.980000,5.43069310511201e-07
bb_25fc4e1b,2900.309000,35667.850000,4.09099115453903e-11
bb_44b4c4a4,2900.309000,35667.850000,2.62234080064992e-08
bb_e1d4a93e,2900.309000,35667.850000,9.60581481544994e-10
bb_7390d5a4,2199.076000,22149.820000,4.43930018648011e-15
bb_80429e7c,2199.076000,22149.820000,7.95140905475608e-06
berlin_f947401d,1122.069000,8757.730000,0.00331262760414778
bb_962b0fe0,3605.297000,45254.330000,6.71572181017376e-12
bb_a24b5149,3958.602000,50200.300000,2.73199924526537e-31
berlin_1e3c5a9d,994.997000,6895.410000,0.00195464142297659
berlin_90cc57d0,994.997000,6895.410000,0.00688162900650663
berlin_e78f2ff0,994.997000,6895.410000,0.000178549996342977
bb_e42d2e3d,2208.477000,19321.120000,3.16908337969367e-05
bb_0fac3e45,3568.757000,31678.470000,1.43713814423383e-08
bb_b48da07e,3568.757000,31678.470000,6.90919650139530e-09
bb_601569d5,2758.677000,30060.620000,3.53614785286137e-07
bb_b426a758,2758.677000,30060.620000,8.75659858127368e-09
berlin_9ef5b0c0,655.738000,5074.360000,0.0164715669840337
berlin_e246d8f5,655.738000,5074.360000,0.0258671400787228
berlin_f7ef0a12,655.738000,5074.360000,0.00180131221236115
bb_06812b31,2199.187000,28645.300000,2.94259530727549e-06
bb_0d9d80ce,2199.187000,28645.300000,2.92541793537866e-06
bb_bb545437,2199.187000,28645.300000,1.20383210861149e-06
bb_6988609a,2827.049000,31172.980000,2.41526238012837e-20
bb_715d9ef4,1772.544000,22827.270000,7.72325471088771e-06
bb_bc80b632,1772.544000,22827.270000,0.000107323182339103
berlin_4195427c,2471.799000,18364.490000,1.01211757515363e-07
berlin_8bdc3c05,2304.923000,19031.690000,2.84211935930954e-06
bb_35f68812,2010.062000,24026.050000,4.67177478989343e-06
bb_891853a1,2945.725000,30982.060000,6.04335590122895e-08
berlin_27241397,1867.752000,13459.880000,4.55230512787346e-06
berlin_87748977,1698.177000,14379.730000,1.21612029233987e-10
berlin_8f61159f,1698.177000,14379.730000,9.07962354565628e-05
berlin_2a767c6c,2545.518000,19943.640000,3.53156545202162e-08
berlin_026c2efd,1020.532000,6490.260000,0.00361443305477479
berlin_f181a88d,1388.470000,9762.130000,0.000482601487871057
berlin_9ffcd173,1293.047000,8919.410000,0.000422839902658083
bb_0410570b,3493.138000,38394.730000,3.00752951301513e-10
berlin_1ce94fd5,1947.820000,14597.920000,1.97155234248589e-06
bb_aa29ac75,3447.720000,32662.230000,3.94324126743909e-10
berlin_2aca177b,1947.820000,14597.920000,3.51937277650170e-05
bb_4081423c,3493.138000,38394.730000,4.15715340233073e-09
berlin_322f4dec,1947.820000,14597.920000,6.12735657628159e-08
bb_e424fd64,3493.138000,38394.730000,1.25213695365696e-09
berlin_68247da2,1947.820000,14597.920000,9.90453292179736e-05
berlin_73a82ef0,1947.820000,14597.920000,9.23433697885572e-05
berlin_8100eeb2,1947.820000,14597.920000,5.24292062074974e-08
berlin_a98665f9,1947.820000,14597.920000,2.46424093857357e-05
