person,age,sex,income_bin,homeX,homeY,district_ord,base_timeCar,base_distCar,base_car_acc,policy_timeCar,policy_distCar,policy_car_acc,delta_timeCar,delta_pct_timeCar,delta_distCar,delta_pct_distCar,delta_car_acc,delta_pct_car_acc
berlin_5e2cefaa,27,f,3600,802328.2818816989,5826367.987043538,Friedrichshain-Kreuzberg,1268.141,8798.72,-6.626135788437216,3025.813,20356.14,-19.27624939663197,1757.672,138.60225321947638,11557.42,131.35342413441956,-12.650113608194756,-190.91238109351067
berlin_1d3afd0b,78,m,1500,791318.9744109369,5826950.685757634,Charlottenburg-Wilmersdorf,850.011,5988.12,-6.179053799365308,2333.19,14214.9,-17.32344599382351,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-11.1443921944582,-180.35758477459632
berlin_850aecaa,60,m,2600,791254.4379884801,5826927.269734355,Charlottenburg-Wilmersdorf,850.011,5988.12,-5.526294567803164,2333.19,14214.9,-14.883603356780196,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-9.357308788977033,-169.32338068791708
berlin_8fa78c50,7,m,2000,791354.3413024952,5826978.239466688,Charlottenburg-Wilmersdorf,850.011,5988.12,-5.597757505769203,2333.19,14214.9,-16.11716553960977,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-10.519408033840566,-187.92182446272412
berlin_bdefc218,88,m,2000,791228.4286431412,5826955.4335649405,Charlottenburg-Wilmersdorf,850.011,5988.12,-5.875923202623443,2333.19,14214.9,-15.65471526935802,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-9.778792066734578,-166.42137294048717
berlin_d5c121e3,37,m,900,791386.0684093493,5826957.753247561,Charlottenburg-Wilmersdorf,850.011,5988.12,-7.790963378628047,2333.19,14214.9,-21.10214428940469,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-13.311180910776645,-170.85410704524045
berlin_edb7ab3a,54,m,1500,791277.7344303103,5826966.733453939,Charlottenburg-Wilmersdorf,850.011,5988.12,-6.2938377918313355,2333.19,14214.9,-17.147293093515145,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-10.853455301683809,-172.44574233816962
berlin_f722b2f4,44,f,1500,791273.2202751446,5826967.753319535,Charlottenburg-Wilmersdorf,850.011,5988.12,-6.30806927693302,2333.19,14214.9,-17.128796123420226,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-10.820726846487206,-171.53785685353537
berlin_f99bcfca,26,m,4600,791230.0835455853,5826976.070170797,Charlottenburg-Wilmersdorf,850.011,5988.12,-4.843629993364294,2333.19,14214.9,-13.390952783521026,1483.179,174.48938896084877,8226.779999999999,137.38502234424158,-8.547322790156732,-176.4652296287381
berlin_2f5f5088,57,m,3600,797219.8159802345,5816124.703950085,Tempelhof-Schöneberg,1981.031,15894.58,-10.022738546766057,3442.222,29886.38,-19.513608251593137,1461.1910000000003,73.75911835806711,13991.800000000001,88.0287494227592,-9.49086970482708,-94.69337806770795
berlin_7e6922eb,66,m,900,797180.3594039677,5816112.079430855,Tempelhof-Schöneberg,1981.031,15894.58,-17.513502671414706,3442.222,29886.38,-33.5089318371303,1461.1910000000003,73.75911835806711,13991.800000000001,88.0287494227592,-15.995429165715592,-91.33198233282658
berlin_0763c1b3,44,m,2600,796095.6231835859,5825402.417280607,Tempelhof-Schöneberg,506.586,4119.24,-3.672716240353186,5667.171,23196.09,-33.81722504530379,5160.585,1018.6987007141927,19076.85,463.1157689282489,-30.144508804950608,-820.7687943256886
berlin_32447968,49,f,2600,796038.6530040631,5825459.812527903,Tempelhof-Schöneberg,506.586,4119.24,-3.6808951138617583,5667.171,23196.09,-34.12491428420245,5160.585,1018.6987007141927,19076.85,463.1157689282489,-30.444019170340688,-827.0819523135171
berlin_324f3adf,4,m,4600,796083.1121455057,5825385.254411975,Tempelhof-Schöneberg,506.586,4119.24,-3.2314524416850685,5667.171,23196.09,-31.61448692764129,5160.585,1018.6987007141927,19076.85,463.1157689282489,-28.383034485956223,-878.3367540806402
berlin_7c6aa135,32,f,3600,796062.2868993611,5825305.016030664,Tempelhof-Schöneberg,506.586,4119.24,-3.3611768142910723,5667.171,23196.09,-32.1517371861974,5160.585,1018.6987007141927,19076.85,463.1157689282489,-28.79056037190633,-856.5619115749713
berlin_8e7d1397,18,f,900,796098.2982292855,5825412.141710661,Tempelhof-Schöneberg,506.586,4119.24,-5.356251603890699,5667.171,23196.09,-43.248355722653436,5160.585,1018.6987007141927,19076.85,463.1157689282489,-37.89210411876274,-707.4369712438171
berlin_bba843fc,60,m,900,796064.342519803,5825261.054290434,Tempelhof-Schöneberg,506.586,4119.24,-5.3631813420447605,5667.171,23196.09,-42.77797985295674,5160.585,1018.6987007141927,19076.85,463.1157689282489,-37.41479851091198,-697.6232225749662
bb_781aa827,71,m,2000,818548.07,5824056.11,NA,3307.946,29725.03,-20.315452284556827,4058.919,34516.86,-26.607328305030396,750.973,22.702093685930784,4791.830000000002,16.120521997791094,-6.29187602047357,-30.97088823002212
bb_a7ef0d23,70,m,2000,818549.09,5824041.82,NA,3307.946,29725.03,-20.286679343916433,4058.919,34516.86,-26.57855536439,750.973,22.702093685930784,4791.830000000002,16.120521997791094,-6.291876020473566,-31.01481476494266
berlin_624aa844,97,m,1500,779683.6588054411,5819503.058682871,Spandau,2613.871,23359.54,-18.40384879783793,3395.92,31787.18,-26.597023180334546,782.049,29.919188819953238,8427.64,36.07793646621466,-8.193174382496615,-44.51880947565241
berlin_b2c3dfae,73,m,1500,796807.254535645,5819718.826464635,Tempelhof-Schöneberg,1495.316,11068.61,-10.464443861946394,2905.238,27610.42,-23.767689159781078,1409.9219999999998,94.2892338475613,16541.809999999998,149.447943328024,-13.303245297834684,-127.12806789677086
berlin_fefc3400,81,m,1500,796850.5310548552,5819722.841396943,Tempelhof-Schöneberg,1495.316,11068.61,-10.382958600222276,2905.238,27610.42,-23.686001855698755,1409.9219999999998,94.2892338475613,16541.809999999998,149.447943328024,-13.30304325547648,-128.12382065350516
berlin_4ba8155e,66,m,500,812162.4063801554,5825430.972157767,Marzahn-Hellersdorf,2658.399,21422.82,-33.785853708458035,3559.289,26476.94,-44.87985388653603,900.8900000000003,33.888441877987475,5054.119999999999,23.592225486653945,-11.094000178077998,-32.83622865892152
berlin_14a5ef79,64,f,5600,799060.849088054,5825127.8630188275,Friedrichshain-Kreuzberg,799.37,6379.6,-4.286194185822385,5667.171,23196.09,-34.685997438119294,4867.801,608.9546768079863,16816.489999999998,263.59787447488867,-30.39980325229691,-709.2493231606619
berlin_192cd2e1,25,f,900,799076.7474120507,5824897.125814747,Friedrichshain-Kreuzberg,799.37,6379.6,-8.117874127937302,2770.769,25852.7,-38.04989637825022,1971.399,246.619087531431,19473.1,305.24014044767694,-29.932022250312915,-368.717496460104
berlin_1d78a6f6,64,f,2600,799029.5670784116,5825026.642703498,Friedrichshain-Kreuzberg,799.37,6379.6,-5.06474685822511,2770.769,25852.7,-27.91843578259032,1971.399,246.619087531431,19473.1,305.24014044767694,-22.85368892436521,-451.2306254211105
berlin_2218af05,3,m,3600,799203.9268606026,5825051.574666462,Friedrichshain-Kreuzberg,799.37,6379.6,-4.76562070381176,2770.769,25852.7,-26.82604441099273,1971.399,246.619087531431,19473.1,305.24014044767694,-22.06042370718097,-462.9076688695775
berlin_23426df0,47,m,3000,799147.2729403229,5824931.667520816,Friedrichshain-Kreuzberg,799.37,6379.6,-5.16203931385185,2770.769,25852.7,-27.101774626607103,1971.399,246.619087531431,19473.1,305.24014044767694,-21.939735312755253,-425.0206939316022
berlin_3d3a78fe,27,f,2000,799200.0157701208,5825126.249139409,Friedrichshain-Kreuzberg,799.37,6379.6,-5.827368116198486,2770.769,25852.7,-30.274645287274666,1971.399,246.619087531431,19473.1,305.24014044767694,-24.44727717107618,-419.5251901646551
berlin_4482b722,39,m,2600,799245.034094153,5825066.2087414665,Friedrichshain-Kreuzberg,799.37,6379.6,-5.264241794131242,2770.769,25852.7,-28.505940521468602,1971.399,246.619087531431,19473.1,305.24014044767694,-23.24169872733736,-441.50135264014676
berlin_47e108a0,56,m,3600,799141.6993988852,5825080.430304806,Friedrichshain-Kreuzberg,799.37,6379.6,-4.775593344204358,2770.769,25852.7,-26.7912209362243,1971.399,246.619087531431,19473.1,305.24014044767694,-22.01562759201994,-461.00297921593386
berlin_491f15ba,10,m,900,799214.4713207721,5825132.7367320815,Friedrichshain-Kreuzberg,799.37,6379.6,-8.048876876358097,2770.769,25852.7,-39.140901063203685,1971.399,246.619087531431,19473.1,305.24014044767694,-31.092024186845588,-386.29021992089287
berlin_574c55e9,43,f,2600,799203.5975805162,5825085.185381076,Friedrichshain-Kreuzberg,799.37,6379.6,-5.2699997606051445,2770.769,25852.7,-28.47926822464838,1971.399,246.619087531431,19473.1,305.24014044767694,-23.209268464043234,-440.4035961735633
berlin_6769bd54,61,f,3600,799129.9038920818,5825114.953951138,Friedrichshain-Kreuzberg,799.37,6379.6,-4.825400411253827,2770.769,25852.7,-26.885108312299213,1971.399,246.619087531431,19473.1,305.24014044767694,-22.059707901045385,-457.1580805936355
berlin_7d8c8cca,60,f,3600,799245.042185151,5824980.753021733,Friedrichshain-Kreuzberg,799.37,6379.6,-4.69924964172332,2770.769,25852.7,-26.681905872130933,1971.399,246.619087531431,19473.1,305.24014044767694,-21.982656230407613,-467.790773131731
berlin_ba06b8f5,90,m,1500,799290.330561837,5825029.835615181,Friedrichshain-Kreuzberg,799.37,6379.6,-6.203778610673072,2770.769,25852.7,-32.55507291314186,1971.399,246.619087531431,19473.1,305.24014044767694,-26.35129430246879,-424.7620032270919
berlin_ba84ecd3,32,f,2000,799079.3582395571,5825077.496506615,Friedrichshain-Kreuzberg,799.37,6379.6,-5.437083471573463,2770.769,25852.7,-29.858314867259082,1971.399,246.619087531431,19473.1,305.24014044767694,-24.42123139568562,-449.1605016433239
berlin_c2afa83b,52,f,500,799111.0061575792,5824993.48160538,Friedrichshain-Kreuzberg,799.37,6379.6,-10.875182156185172,2770.769,25852.7,-51.26892955452411,1971.399,246.619087531431,19473.1,305.24014044767694,-40.39374739833893,-371.4305362266076
berlin_c5f79183,55,m,1500,799117.1986271003,5825092.762393372,Friedrichshain-Kreuzberg,799.37,6379.6,-6.17234664149139,2770.769,25852.7,-32.3914712510926,1971.399,246.619087531431,19473.1,305.24014044767694,-26.219124609601206,-424.783735141389
berlin_dcaae6a4,6,m,3600,799237.6699327792,5825138.446094965,Friedrichshain-Kreuzberg,799.37,6379.6,-5.140464276011028,2770.769,25852.7,-27.191342042420608,1971.399,246.619087531431,19473.1,305.24014044767694,-22.05087776640958,-428.9666571425128
berlin_df89ef9c,44,f,3600,799193.5631767169,5825066.50079096,Friedrichshain-Kreuzberg,799.37,6379.6,-4.804819003703006,2770.769,25852.7,-26.853839742673767,1971.399,246.619087531431,19473.1,305.24014044767694,-22.04902073897076,-458.89388803153446
berlin_ebec9b59,25,f,2000,799287.0495912227,5825105.386276535,Friedrichshain-Kreuzberg,799.37,6379.6,-5.885731790884263,2770.769,25852.7,-30.393629898468475,1971.399,246.619087531431,19473.1,305.24014044767694,-24.50789810758421,-416.3950886369252
berlin_f8db4123,4,m,3600,799304.6746868505,5825071.900679336,Friedrichshain-Kreuzberg,799.37,6379.6,-4.998147637553556,2770.769,25852.7,-27.117468922590593,1971.399,246.619087531431,19473.1,305.24014044767694,-22.11932128503704,-442.55037844107756
berlin_45ab7a31,3,m,4600,791760.8515982335,5826047.988614674,Charlottenburg-Wilmersdorf,771.168,5997.13,-4.323593016659876,2324.385,14066.1,-16.181744331441827,1553.217,201.41097659653929,8068.97,134.547191740049,-11.858151314781951,-274.2661316430467
berlin_4603386c,43,f,2600,791767.9863990147,5826121.950897633,Charlottenburg-Wilmersdorf,771.168,5997.13,-4.880702361668698,2324.385,14066.1,-17.383398022722364,1553.217,201.41097659653929,8068.97,134.547191740049,-12.502695661053666,-256.16591085835097
berlin_e1ec3a46,50,f,1500,791658.3672948962,5826065.7130351,Charlottenburg-Wilmersdorf,771.168,5997.13,-5.862500545008551,2324.385,14066.1,-19.319295096502884,1553.217,201.41097659653929,8068.97,134.547191740049,-13.456794551494333,-229.540184229948
berlin_e5dd4fe8,45,f,5600,793415.3610663312,5833115.362542707,Reinickendorf,953.029,6444.38,-4.814877274159353,833.123,5403.16,-6.763512976334557,-119.90599999999995,-12.581568871461409,-1041.2200000000003,-16.157023639201913,-1.9486357021752037,-40.47113957884675
berlin_72752b79,96,m,900,793278.4491052402,5819764.902782728,Steglitz-Zehlendorf,1252.567,10465.15,-11.66860302079075,2818.782,23713.3,-27.553164522580406,1566.2150000000001,125.04041699964952,13248.15,126.59302542247364,-15.884561501789657,-136.13079023673222
berlin_26da84c2,51,f,3000,806053.0878671845,5822270.899084953,Treptow-Köpenick,1995.485,16255.98,-10.637268932401412,3305.102,24080.33,-18.91033348159416,1309.617,65.62900748439603,7824.350000000002,48.132133528707605,-8.27306454919275,-77.77432912307754
berlin_6947ba56,47,f,900,806046.2324985671,5822213.9059978565,Treptow-Köpenick,1995.485,16255.98,-17.762426705005296,3305.102,24080.33,-29.43111939029897,1309.617,65.62900748439603,7824.350000000002,48.132133528707605,-11.668692685293674,-65.6931222241471
berlin_bebae3e7,52,f,500,806061.0755482593,5822199.713192492,Treptow-Köpenick,1995.485,16255.98,-25.813003852131253,3305.102,24080.33,-41.361910366424304,1309.617,65.62900748439603,7824.350000000002,48.132133528707605,-15.548906514293051,-60.23671868397933
berlin_41df6077,52,m,1500,799600.6624949966,5833182.889557429,Pankow,1120.541,8307.31,-7.858725301032239,1064.198,7274.53,-9.738863799369357,-56.34299999999985,-5.028196201656151,-1032.7799999999997,-12.432183221764925,-1.8801384983371179,-23.924217049426105
berlin_7da0d401,85,m,4600,799578.9080606543,5833219.846617226,Pankow,1120.541,8307.31,-5.736424116733468,1064.198,7274.53,-7.8754113028678985,-56.34299999999985,-5.028196201656151,-1032.7799999999997,-12.432183221764925,-2.1389871861344307,-37.28781454451539
berlin_c36bca76,34,f,1500,799530.5934329244,5833144.823999389,Pankow,1120.541,8307.31,-7.789271417504869,1064.198,7274.53,-9.669409915841989,-56.34299999999985,-5.028196201656151,-1032.7799999999997,-12.432183221764925,-1.8801384983371197,-24.137539925902118
berlin_fe32fb30,12,m,3600,799532.5990555916,5833105.597296819,Pankow,1120.541,8307.31,-6.1283752760584695,1064.198,7274.53,-8.232570971897557,-56.34299999999985,-5.028196201656151,-1032.7799999999997,-12.432183221764925,-2.1041956958390875,-34.33529444679216
bb_db1eaeae,57,f,500,788330.17,5844097.3,NA,2133.622,23067.4,-33.8407374689067,2213.149,22099.28,-35.47772237037657,79.52700000000004,3.7273237715021708,-968.1200000000026,-4.196918595073578,-1.6369849014698659,-4.837320412931155
berlin_c59f5283,52,f,1500,803260.8174262936,5819210.249450447,Neukölln,1969.927,15650.35,-13.389745376999903,3411.839,32291.89,-26.837269534076444,1441.912,73.19621488512011,16641.54,106.3333407879057,-13.447524157076542,-100.43151515170622
berlin_b031acd4,3,m,4600,792159.2172989968,5827004.404666297,Charlottenburg-Wilmersdorf,650.363,5448.35,-3.8137376328503865,2343.722,13961.1,-17.025412062563426,1693.3590000000002,260.37136183946507,8512.75,156.24455110262738,-13.211674429713039,-346.42326509069886
berlin_d594bd1e,54,f,2000,797937.139800251,5822250.795101094,Tempelhof-Schöneberg,1373.182,10827.89,-8.940041226412733,2903.319,28075.52,-21.12843747092854,1530.137,111.43002165772634,17247.63,159.2889288679512,-12.188396244515806,-136.33489975981357
bb_8d14982f,38,f,5600,780641.65,5864679.95,NA,3060.564,46718.06,-15.885410657666448,2938.774,47365.11,-17.99551381137808,-121.78999999999996,-3.979331913987094,647.0500000000029,1.385010422093732,-2.1101031537116306,-13.28327733657471
berlin_d9f44ba5,39,f,4600,782810.4553071186,5829932.820836855,Spandau,1926.218,16223.04,-9.348824626902188,2580.388,21513.27,-14.623005214911375,654.1699999999998,33.96136885856117,5290.23,32.60936298005799,-5.274180588009187,-56.41544042694094
berlin_08c78b71,32,f,5600,812753.7329796327,5830605.464194223,Marzahn-Hellersdorf,2627.217,20695.57,-11.929662394042992,3184.28,24259.19,-16.59358606399884,557.0630000000001,21.203539715219566,3563.619999999999,17.219240639421862,-4.663923669955846,-39.09518573035855
berlin_0e07450a,67,m,900,812813.2973755153,5830612.408743146,Marzahn-Hellersdorf,2627.217,20695.57,-22.76616729165719,3184.28,24259.19,-29.283982211424217,557.0630000000001,21.203539715219566,3563.619999999999,17.219240639421862,-6.5178149197670265,-28.62939042952356
berlin_74b91584,26,f,2600,812778.2204018361,5830616.717438445,Marzahn-Hellersdorf,2627.217,20695.57,-14.306055168032971,3184.28,24259.19,-19.379594744248244,557.0630000000001,21.203539715219566,3563.619999999999,17.219240639421862,-5.073539576215273,-35.464280800147826
berlin_fddc9827,86,m,3600,812788.2310342169,5830637.020447328,Marzahn-Hellersdorf,2627.217,20695.57,-13.01315142777851,3184.28,24259.19,-17.87429757111853,557.0630000000001,21.203539715219566,3563.619999999999,17.219240639421862,-4.861146143340019,-37.35564110137978
bb_535a9d2f,60,f,500,825413.32,5813410.28,NA,3888.849,37491.36,-55.86508748547952,4163.305,66114.15,-91.23102846164642,274.45600000000013,7.0575123899128025,28622.789999999994,76.34502989488777,-35.3659409761669,-63.30597975946826
berlin_023f0094,85,m,5600,794272.7168939465,5831500.985569216,Mitte,636.697,4545.62,-3.5777516796015445,428.081,3276.15,-5.207949588973385,-208.61599999999999,-32.76534992311884,-1269.4699999999998,-27.927323445426584,-1.6301979093718404,-45.564870213502246
berlin_2f0b9172,68,m,4600,794338.2313677833,5831571.351145278,Mitte,636.697,4545.62,-3.62692345602109,428.081,3276.15,-5.22914122868314,-208.61599999999999,-32.76534992311884,-1269.4699999999998,-27.927323445426584,-1.6022177726620503,-44.17567098092995
berlin_8c0b3577,39,m,1500,794345.142405733,5831506.532069534,Mitte,636.697,4545.62,-4.79226021575645,428.081,3276.15,-6.076795393026652,-208.61599999999999,-32.76534992311884,-1269.4699999999998,-27.927323445426584,-1.284535177270202,-26.80437036884568
berlin_919e28ce,89,m,2600,794307.7073434687,5831465.716397078,Mitte,636.697,4545.62,-4.161847923189152,428.081,3276.15,-5.646128168915833,-208.61599999999999,-32.76534992311884,-1269.4699999999998,-27.927323445426584,-1.4842802457266817,-35.663971224333046
berlin_978095b2,52,f,3600,794374.6824640736,5831570.001215716,Mitte,636.697,4545.62,-3.8277024357266,428.081,3276.15,-5.38679739111837,-208.61599999999999,-32.76534992311884,-1269.4699999999998,-27.927323445426584,-1.5590949553917701,-40.731874579373155
bb_27327734,73,f,900,770649.73,5834141.32,NA,3356.892,31908.66,-32.32343922154482,3901.438,36634.41,-39.51987116793046,544.5460000000003,16.221731291921227,4725.750000000004,14.810242736611325,-7.196431946385644,-22.263818825284364
bb_9975eac9,98,m,900,770677.87,5834135.46,NA,3356.892,31908.66,-32.299829140500094,3901.438,36634.41,-39.49626108688574,544.5460000000003,16.221731291921227,4725.750000000004,14.810242736611325,-7.196431946385644,-22.280092922727526
bb_b951f37b,63,m,2000,770630.89,5834309.78,NA,3356.892,31908.66,-21.10723014668652,3901.438,36634.41,-26.692584459052085,544.5460000000003,16.221731291921227,4725.750000000004,14.810242736611325,-5.585354312365567,-26.4618060899022
bb_8d6abcf7,58,f,500,767962.48,5809081.61,NA,4056.073,45433.64,-65.20990468360392,4133.778,52341.38,-75.62807730618097,77.70500000000038,1.9157692674663496,6907.739999999998,15.204020633169602,-10.418172622577046,-15.976365359105554
berlin_d3499cda,21,m,3000,800681.1296647547,5823837.083575053,Neukölln,1065.725,9095.54,-6.300779768925197,3310.002,30855.81,-25.944733337647797,2244.277,210.58687747777338,21760.27,239.24110058336282,-19.6439535687226,-311.7701981206291
bb_919e1f6d,40,m,5600,775386.02,5829044.84,NA,2496.081,25922.51,-11.93351115910084,3262.389,30362.87,-17.38225718741689,766.308,30.700446019179665,4440.360000000001,17.129359772645476,-5.44874602831605,-45.65920252364853
bb_e995c51e,67,f,900,795693.72,5857360.63,NA,3215.625,32142.2,-31.852362382682923,3024.458,32515.03,-33.8982823766402,-191.16699999999992,-5.944940719144798,372.8299999999981,1.1599392698695115,-2.0459199939572805,-6.423134238450018
bb_f82757e8,62,m,900,795723.2,5857387.34,NA,3215.625,32142.2,-31.99434897621587,3024.458,32515.03,-34.04026897017316,-191.16699999999992,-5.944940719144798,372.8299999999981,1.1599392698695115,-2.0459199939572876,-6.394629237426254
bb_149df275,85,f,1500,783042.45,5850091.96,NA,2264.995,34813.14,-21.480972823255296,2451.135,32067.19,-23.5322481702737,186.14000000000033,8.21811968679844,-2745.9500000000007,-7.887682639371228,-2.0512753470184037,-9.549266524827468
bb_ff0c4f7e,51,m,900,791037.02,5814021.23,NA,1988.493,18919.49,-19.401568329957914,3168.815,30945.83,-33.2424871278393,1180.3220000000001,59.35761403233505,12026.34,63.5658783614146,-13.840918797881383,-71.33917507333493
bb_83d4bd00,33,f,5600,814956.84,5803150.02,NA,3212.48,39237.84,-15.772891312916945,4612.472,55598.46,-24.521388982162318,1399.9919999999997,43.579788823588004,16360.620000000003,41.69602608094636,-8.748497669245372,-55.46540260555106
berlin_3e26456f,49,f,3600,799249.902193673,5812701.380302762,Tempelhof-Schöneberg,2577.911,18852.54,-12.540775113003674,3578.042,33660.55,-20.621259053730178,1000.1309999999999,38.79618031809476,14808.010000000002,78.54649824373799,-8.080483940726504,-64.43368825223376
berlin_148df62b,52,f,5600,787365.5009489751,5827414.671222053,Charlottenburg-Wilmersdorf,1353.159,11138.29,-6.65751689103344,2554.472,20178.63,-14.014520077317712,1201.313,88.77840667652508,9040.34,81.16452345916653,-7.357003186284272,-110.50671454086617
berlin_cc2dafce,28,f,900,787292.133713492,5827395.1795824515,Charlottenburg-Wilmersdorf,1353.159,11138.29,-12.458420767640714,2554.472,20178.63,-24.51845267789612,1201.313,88.77840667652508,9040.34,81.16452345916653,-12.060031910255407,-96.80225234951065
berlin_f03c76b6,27,f,3000,786910.5739300381,5827438.975190361,Charlottenburg-Wilmersdorf,1353.159,11138.29,-9.03712214212039,2554.472,20178.63,-17.174627967701984,1201.313,88.77840667652508,9040.34,81.16452345916653,-8.137505825581593,-90.04532303103608
berlin_05c34fed,5,m,3000,795367.8451951947,5821471.601371133,Tempelhof-Schöneberg,1046.089,8227.36,-6.046541402932333,2721.964,23726.2,-16.966901058370947,1675.875,160.2038641071649,15498.84,188.3816923047004,-10.920359655438613,-180.60505878852777
berlin_1e5488d9,41,f,3600,808535.2274817853,5819928.485884898,Treptow-Köpenick,2248.327,19240.97,-11.657414459318797,3806.945,29442.38,-20.885677348035635,1558.618,69.32345695265856,10201.41,53.019208491048005,-9.228262888716838,-79.16217546284352
berlin_84dafa49,1,m,3600,808527.685218181,5819768.361582844,Treptow-Köpenick,2248.327,19240.97,-11.508428179401525,3806.945,29442.38,-20.736691068118358,1558.618,69.32345695265856,10201.41,53.019208491048005,-9.228262888716833,-80.18699638960366
berlin_36e468ab,74,m,2000,806987.5021812543,5815713.123814464,Neukölln,2690.462,21673.77,-15.943436381750303,3902.81,36948.74,-26.69765002713465,1212.348,45.06095979054898,15274.969999999998,70.47675600506972,-10.754213645384347,-67.45229439805202
berlin_bbac82e1,17,m,3600,807005.8122968021,5815752.85838261,Neukölln,2690.462,21673.77,-13.354287291732799,3902.81,36948.74,-22.21568283396043,1212.348,45.06095979054898,15274.969999999998,70.47675600506972,-8.86139554222763,-66.35618471165758
bb_30fd4e48,86,m,2600,775450.73,5817989.94,NA,2872.289,31067.32,-17.35990238866579,3650.522,36279.54,-23.524401713594596,778.2329999999997,27.094522870087225,5212.220000000001,16.777179364039128,-6.164499324928805,-35.5099884026628
bb_cce1d335,52,m,3600,775413.24,5817911.8,NA,2872.289,31067.32,-15.630386499058682,3650.522,36279.54,-21.484235053506595,778.2329999999997,27.094522870087225,5212.220000000001,16.777179364039128,-5.853848554447913,-37.451719794647765
berlin_e4375116,34,f,900,800804.8658582736,5823778.486197228,Neukölln,1078.722,9153.57,-10.349407824873825,3310.002,30855.81,-38.84083661323274,2231.2799999999997,206.84476630679634,21702.24,237.0904466781813,-28.491428788358913,-275.2952562163262
berlin_0fdd3dfc,2,m,500,797599.9998098111,5816214.136736706,Tempelhof-Schöneberg,1958.7,14899.82,-24.26887767807578,3351.341,30315.4,-48.56254460509828,1392.6409999999998,71.10027058763464,15415.580000000002,103.46151832706705,-24.293666927022503,-100.10214419173211
berlin_19cf63ec,19,m,3000,797560.0518086656,5816300.103119224,Tempelhof-Schöneberg,1958.7,14899.82,-10.290613176684092,3351.341,30315.4,-20.251377012741358,1392.6409999999998,71.10027058763464,15415.580000000002,103.46151832706705,-9.960763836057266,-96.79465805425298
berlin_39e0b4cb,24,f,2000,779479.1390961455,5819159.066344843,Spandau,2708.833,23756.47,-16.608119184074113,3463.839,31067.78,-23.616197616935253,755.0059999999999,27.872002445333464,7311.309999999998,30.77607910602879,-7.00807843286114,-42.1967012350281
berlin_66068c9f,41,f,5600,779483.3254947605,5819162.096158338,Spandau,2708.833,23756.47,-12.342435244827588,3463.839,31067.78,-18.039506039476453,755.0059999999999,27.872002445333464,7311.309999999998,30.77607910602879,-5.697070794648866,-46.15840133361339
berlin_0700788f,24,f,500,800423.6146577348,5826425.308013586,Friedrichshain-Kreuzberg,1014.594,7211.81,-12.470179743071833,4358.497,20304.83,-49.45316245175564,3343.9030000000002,329.58040359000745,13093.02,181.54970804832627,-36.98298270868381,-296.5713684217805
berlin_a2655a01,43,m,500,800403.9261665496,5826317.317679362,Friedrichshain-Kreuzberg,1014.594,7211.81,-12.537661419600626,4358.497,20304.83,-49.37152520644401,3343.9030000000002,329.58040359000745,13093.02,181.54970804832627,-36.83386378684339,-293.7857591947693
berlin_20288b5e,9,m,5600,814835.6441936013,5829534.231215948,Marzahn-Hellersdorf,2832.931,23119.81,-12.736726313468917,3253.116,31757.34,-17.449842400874324,420.18499999999995,14.832164990958125,8637.529999999999,37.35986584664839,-4.713116087405407,-37.00414040004416
bb_86582c5a,41,m,1500,789964.94,5843933.8,NA,2286.092,21911.69,-16.91069731770511,2232.73,22240.46,-19.307142381305134,-53.36200000000008,-2.3342017731569893,328.77000000000044,1.5004319612042725,-2.396445063600023,-14.171178270046855
berlin_06afca03,37,f,5600,787232.4379404308,5825933.2586268075,Charlottenburg-Wilmersdorf,1276.613,10132.38,-6.459504327894208,2559.999,19253.69,-14.098150244736887,1283.3859999999997,100.53054449547355,9121.31,90.02139674982581,-7.6386459168426795,-118.25436642029265
bb_17797553,49,m,2000,774523.3,5812261.03,NA,2933.549,35735.45,-20.654895618025524,3417.533,44034.56,-27.035094643134475,483.9839999999999,16.4982415497406,8299.11,23.22374560835249,-6.380199025108951,-30.889524416385584
bb_23b852af,55,m,2000,774583.09,5812234.27,NA,2933.549,35735.45,-20.74847030305345,3417.533,44034.56,-27.1286693281624,483.9839999999999,16.4982415497406,8299.11,23.22374560835249,-6.380199025108951,-30.75021402503108
berlin_5e910a1c,27,f,900,807625.2220352273,5824950.233222313,Lichtenberg,2117.393,15315.68,-17.527981067040635,3296.693,21985.49,-28.04527536695093,1179.3000000000002,55.69584862139433,6669.810000000001,43.548898906218994,-10.517294299910294,-60.0028848712466
berlin_0c2ca59d,7,m,5600,797445.7113462428,5821840.176731785,Tempelhof-Schöneberg,1052.379,8228.22,-5.326190591218584,2773.488,26217.08,-15.307280160810606,1721.109,163.5445975261764,17988.86,218.6239551203055,-9.981089569592022,-187.39640271319018
