personId,time,mode,age,sex,economic_status,income,restricted_mobility,homeX,homeY,accessibility
berlin_375c5594,28800.0,car,29,f,medium,1500.0,false,806396.3654124979,5822685.524655365,-11.123873682037509,
berlin_bb94b415,28800.0,car,60,m,medium,1500.0,false,795777.7938177804,5824030.297012057,-4.600171690198297,
berlin_d05b50fb,28800.0,car,21,f,medium,3600.0,false,804517.2388842702,5826401.959446594,-8.159660744642268,
bb_72a23d57,28800.0,car,41,m,high,3600.0,false,817714.26,5804287.44,-20.586175455418616,
berlin_d8844709,28800.0,car,12,m,low,2000.0,false,804923.620258309,5831156.386972841,-9.410699681895254,
bb_aa5fcda2,28800.0,car,21,m,low,3000.0,false,775526.36,5813219.61,-17.048047332597232,
berlin_a2cf4b87,28800.0,car,37,f,high,5600.0,false,813840.1201383406,5821272.560693775,-16.28933205139839,
berlin_15aaf119,28800.0,car,15,m,high,5600.0,false,810951.6051078199,5824838.324482806,-13.04738178325941,
berlin_8d6518c1,28800.0,car,21,f,low,900.0,false,797453.219482254,5820997.1543394765,-6.914880582031041,
berlin_87f01234,28800.0,car,28,f,medium,2000.0,false,800954.0684580139,5822423.943227394,-7.512137961728553,
berlin_3491d60c,28800.0,car,19,f,very_low,900.0,true,813902.3234998432,5821250.355900356,-16.236741364283336,
bb_a618e669,28800.0,car,83,m,high,3600.0,true,773627.66,5811449.37,-18.852624249003473,
berlin_5773d871,28800.0,car,86,m,low,1500.0,false,789061.1519583657,5819065.179694106,-9.233028305130754,
bb_cc2b6d94,28800.0,car,85,m,medium,2600.0,true,790586.01,5813381.78,-12.704115613032613,
berlin_38e1360d,28800.0,car,71,m,high,3000.0,false,791082.7488432757,5829603.735396861,-5.403592700701772,
berlin_1a15f9aa,28800.0,car,56,f,medium,2600.0,false,802469.2136196368,5836194.075262378,-9.76978326645581,
bb_b58fecd6,28800.0,car,46,f,very_low,900.0,false,811455.68,5846793.18,-17.40319696816684,
berlin_1801e7fc,28800.0,car,29,m,medium,3000.0,false,805979.6723347666,5834070.05860669,-10.725683862627998,
berlin_50e6c0ee,28800.0,car,47,f,high,4600.0,false,796855.8430244256,5833509.089635751,-5.154310401666366,
berlin_c45e8d62,28800.0,car,57,f,high,3600.0,false,799016.7424924081,5826132.2266725125,-4.855999545124305,
bb_187d4243,28800.0,car,41,m,high,3600.0,false,789441.11,5813644.71,-12.687746222345593,
berlin_9cc486c9,28800.0,car,51,m,high,4600.0,true,800720.506553572,5831908.070026292,-6.650542005811143,
berlin_3688b121,28800.0,car,41,f,high,4600.0,false,805651.8302196775,5816799.274110497,-13.45981024313772,
bb_6fa1d2b7,28800.0,car,37,m,very_low,500.0,false,799503.0,5849447.91,-13.99297208909867,
berlin_1365ab54,28800.0,car,77,m,medium,3000.0,false,791546.7231583053,5822009.900911495,-6.940278857355923,
bb_76d27f70,28800.0,car,5,m,very_low,1500.0,false,806396.03,5845919.95,-13.799985583328699,
berlin_5c5aeeaa,28800.0,car,57,f,medium,2600.0,true,795363.0305397077,5825246.556987462,-3.630505792033523,
berlin_bd07091a,28800.0,car,81,m,very_high,5600.0,false,799905.0293784104,5832472.19879612,-6.209785442689882,
bb_808b9f4a,28800.0,car,42,f,medium,3600.0,false,769310.57,5809371.34,-21.59728365779003,
berlin_be91fa1b,28800.0,car,12,m,high,4600.0,false,800027.7484849684,5827801.905048359,-5.125038288077956,
berlin_f811ea1f,28800.0,car,36,f,medium,2600.0,false,797936.7910020489,5819758.4112990135,-8.012814715798642,
berlin_feef4e51,28800.0,car,30,m,very_high,5600.0,false,797490.2277932086,5826928.798672912,-3.3593714578945253,
bb_b8d31e22,28800.0,car,23,f,very_low,2000.0,false,795917.85,5841108.16,-10.019519170508344,
berlin_9620a752,28800.0,car,82,m,low,900.0,false,800041.7993703632,5836898.960394423,-8.499355529283482,
berlin_1adac300,28800.0,car,85,m,low,1500.0,true,803811.1121554908,5827367.040594559,-7.227176029071697,
berlin_6411fed2,28800.0,car,57,f,medium,1500.0,false,804872.4464526563,5833527.463363744,-10.088406345316443,
berlin_20002067,28800.0,car,77,m,medium,2600.0,true,794607.7588962994,5818575.241528417,-8.252935145337464,
berlin_3a108625,28800.0,car,42,f,low,3000.0,false,804059.1171599161,5830412.798496792,-8.329359121715832,
berlin_ff63e39c,28800.0,car,51,f,high,3600.0,false,785002.661839694,5828994.991375788,-9.27586764060477,
bb_e17b1558,28800.0,car,8,f,high,4600.0,false,773817.56,5798907.34,-20.73768990189138,
berlin_79791b98,28800.0,car,53,f,very_high,4600.0,false,803764.3843725801,5842917.657058174,-11.729470517806407,
bb_e8af3fdc,28800.0,car,43,m,high,4600.0,false,817771.37,5795918.8,-24.081281376780634,
berlin_41308db5,28800.0,car,15,m,low,1500.0,false,792867.7396909734,5833175.434390299,-5.755220798062017,
berlin_4ced8c7f,28800.0,car,46,m,high,5600.0,false,800218.3320829645,5825288.569646364,-6.36854031466008,
berlin_f38ba870,28800.0,car,48,f,medium,2600.0,false,806059.9488826331,5819740.170646417,-11.64079080332658,
berlin_aa9398a1,28800.0,car,73,m,medium,2000.0,false,789894.615500937,5841482.59310242,-11.24918208979378,
berlin_a35747fa,28800.0,car,83,m,high,3600.0,false,810313.7049815105,5822886.453928345,-14.070262191356036,
berlin_97de1cea,28800.0,car,13,m,medium,3600.0,false,803353.1591975242,5829783.006012546,-7.544956365459715,
bb_856e8362,28800.0,car,48,f,medium,2000.0,false,762580.71,5832751.47,-21.385440805050884,
berlin_6dfd723f,28800.0,car,1,m,high,4600.0,false,799721.1944259335,5812395.518811457,-13.384625638997875,
berlin_76918ca3,28800.0,car,30,f,medium,2600.0,false,795871.377341172,5833101.151473143,-4.5298812945526965,
berlin_e9ef65ca,28800.0,car,43,f,low,900.0,true,795986.8103218854,5824691.814206936,-4.15615952858602,
berlin_fe759fab,28800.0,car,5,m,very_high,5600.0,false,793956.0570339717,5832577.23025168,-5.119195924059263,
berlin_aa5af6ee,28800.0,car,46,m,medium,3600.0,false,794579.2536062975,5831392.458528033,-3.9040191481765523,
berlin_1e404a86,28800.0,car,28,f,medium,2000.0,false,800333.1769897467,5831895.491738437,-6.4816370353588235,
bb_e896678a,28800.0,car,25,f,very_low,500.0,false,787514.55,5853905.63,-17.012168410050066,
berlin_1d580c3c,28800.0,car,38,f,medium,2600.0,true,801124.912785978,5827915.871597282,-5.771844480100462,
berlin_449ca116,28800.0,car,94,m,medium,2000.0,true,788041.9616257158,5837299.841968227,-9.16877887045495,
berlin_37c33699,28800.0,car,29,f,low,2000.0,false,791504.1283739938,5823821.283931961,-5.9887016358810055,
berlin_9f412a4e,28800.0,car,32,m,high,3000.0,false,796341.2407333751,5823860.364607899,-4.956003747003877,
berlin_8298aa8c,28800.0,car,2,m,high,4600.0,false,801575.7178203862,5823312.50029745,-7.162939887298391,
berlin_64b80173,28800.0,car,3,m,high,4600.0,false,791532.3553106003,5817825.371588789,-9.119714414414423,
berlin_ef2eaacc,28800.0,car,75,m,medium,1500.0,false,798246.1541461817,5835242.77310455,-6.640063934752763,
berlin_622c5e02,28800.0,car,18,f,medium,2600.0,false,800563.2381154702,5822002.114592526,-7.986142558544657,
bb_d8e31f9d,28800.0,car,88,f,low,1500.0,false,789099.84,5858385.73,-20.155257370363724,
berlin_2d1fc2d5,28800.0,car,35,f,very_low,1500.0,false,795006.8595252519,5817791.186161254,-9.143809957364542,
berlin_4738180f,28800.0,car,54,f,high,2600.0,false,804806.1273578282,5833646.01713672,-9.730429248706855,
bb_193d523c,28800.0,car,31,f,very_low,900.0,false,802639.06,5858642.86,-19.17120357434014,
berlin_6707126a,28800.0,car,98,m,medium,1500.0,true,799791.1251683302,5825016.364085955,-5.734829140569644,
berlin_27caba45,28800.0,car,49,m,high,3000.0,false,813861.729954923,5827620.086802245,-14.149207170586752,
berlin_71536379,28800.0,car,95,m,medium,3000.0,true,792842.2180023674,5836549.7381800795,-7.8424351728459,
berlin_f06bff5c,28800.0,car,64,f,high,4600.0,true,783964.2842480643,5830177.100046498,-9.776201037405487,
berlin_becd693e,28800.0,car,80,m,medium,2000.0,false,811362.8376995448,5831825.376421368,-12.629500731739112,
berlin_53b6aac2,28800.0,car,80,m,medium,2600.0,false,790933.8759679061,5839808.067681932,-10.3044331329504,
bb_d3368282,28800.0,car,69,f,low,1500.0,false,787483.31,5814521.86,-12.69779380025368,
berlin_b09b368b,28800.0,car,61,m,very_low,900.0,false,801652.3894142029,5825493.806561328,-6.761086522209331,
berlin_a6429e48,28800.0,car,35,f,high,3600.0,false,797264.5186627322,5821907.578542801,-6.169214360002939,
berlin_f1214554,28800.0,car,22,f,high,5600.0,true,792953.0033771624,5822754.452801805,-5.912999974139388,
berlin_352cddef,28800.0,car,44,f,medium,3600.0,false,789363.1408716326,5829368.183929916,-5.7747650603976854,
berlin_a2336b3b,28800.0,car,54,f,very_high,5600.0,false,803646.1915737973,5830211.522209405,-8.114730722611368,
bb_45793a3d,28800.0,car,41,f,medium,3000.0,false,776976.58,5830410.05,-13.496459188186664,
berlin_68b72a1d,28800.0,car,43,m,medium,3000.0,false,795687.6325668523,5829280.849022772,-1.5538649888698293,
berlin_8a1c8bcf,28800.0,car,46,m,very_low,900.0,false,799271.5762525315,5828630.175543099,-4.352462905007773,
bb_9a5e9992,28800.0,car,70,f,low,1500.0,true,774781.05,5804570.98,-19.004399903182453,
berlin_287838e2,28800.0,car,72,m,low,1500.0,false,813459.0580493839,5830198.543873696,-14.444207420450608,
berlin_b5456004,28800.0,car,40,f,low,2000.0,false,806590.0981300977,5822077.567289895,-10.999258576726366,
berlin_5ea9313b,28800.0,car,59,f,medium,1500.0,false,800573.0926469367,5831952.901425225,-6.673740315447493,
berlin_d9bbf023,28800.0,car,95,m,high,3600.0,true,789456.4901022865,5839962.7955600945,-10.930163320627116,
berlin_6f1ae4dd,28800.0,car,26,f,high,4600.0,false,798197.4512828602,5835257.804711004,-6.558520752592009,
bb_98653c95,28800.0,car,52,f,high,4600.0,false,779797.36,5842886.75,-14.984508508958339,
berlin_8dc0efe2,28800.0,car,44,f,high,3600.0,false,796551.4265625275,5815659.891967652,-10.645844533445837,
berlin_9722626c,28800.0,car,52,f,low,900.0,false,800800.4444548372,5829498.471186573,-5.6147274152555555,
berlin_1ce24a9b,28800.0,car,12,m,medium,3000.0,false,780401.2409196142,5821974.153834464,-12.11669277055927,
bb_9ef6d037,28800.0,car,98,m,high,3600.0,true,818724.51,5823447.4,-18.226498745743818,
berlin_e0724300,28800.0,car,53,m,medium,2600.0,false,793951.7373612165,5824198.78895285,-4.871928749200516,
berlin_befa5490,28800.0,car,65,m,high,4600.0,false,813346.4383976866,5830203.812560871,-14.28977998775951,
berlin_77143c97,28800.0,car,65,m,very_low,500.0,false,805416.8524289585,5817314.973541845,-12.343452415304185,
bb_f401cb76,28800.0,car,17,m,medium,2600.0,false,774230.08,5830946.03,-15.621415532646509,
berlin_31a6c3d1,28800.0,car,86,m,medium,2000.0,true,808367.1904264858,5829004.57046013,-11.057055833360216,
berlin_505aa1a3,28800.0,car,13,m,low,3000.0,false,797977.680855546,5826019.053128714,-3.8505651261688176,
berlin_99130307,28800.0,car,19,f,very_low,2000.0,false,800417.791300786,5826058.936508886,-5.789211228167005,
berlin_8d7ee390,28800.0,car,74,m,medium,2600.0,false,803474.9847844774,5832192.032553553,-8.319818711641213,
berlin_33864fcd,28800.0,car,52,f,high,4600.0,false,796222.6030529898,5824615.357411948,-4.403311013270984,
berlin_cfbd0581,28800.0,car,26,f,medium,2000.0,false,797747.3198635064,5829338.353222471,-3.821449952902346,
bb_4f848740,28800.0,car,51,m,high,3600.0,false,814996.78,5830367.44,-14.96467182332447,
bb_927f4f66,28800.0,car,5,m,very_high,5600.0,false,772552.97,5821161.69,-18.405265717042983,
bb_b4b28102,28800.0,car,40,m,medium,3600.0,false,791647.69,5813667.25,-12.741052828957375,
berlin_32447968,28800.0,car,49,f,low,2600.0,false,796038.6530040631,5825459.812527903,-3.6209119848487066,
berlin_8018ca5c,28800.0,car,33,f,medium,1500.0,false,800428.8679031641,5824534.231420143,-5.758461920816343,
berlin_6e87e8b0,28800.0,car,89,m,very_high,5600.0,false,784700.1199057107,5831944.403116238,-9.852719250807956,
berlin_56c86a75,28800.0,car,58,m,medium,2600.0,false,798205.8026602801,5826839.945409877,-3.9040218866722767,
berlin_920be74a,28800.0,car,28,m,medium,3000.0,false,796176.1839125587,5831770.5081651285,-4.1748282876750595,
berlin_78badbdb,28800.0,car,30,f,high,3600.0,false,800654.2505587735,5829837.880310421,-5.651378947263626,
bb_90420352,28800.0,car,42,f,very_low,500.0,false,784670.55,5840935.97,-11.473098980132102,
berlin_46516aa8,28800.0,car,97,m,medium,1500.0,true,797036.1529591796,5822960.454964334,-5.472005934955503,
bb_bf1baaef,28800.0,car,13,m,low,3000.0,false,816707.99,5805686.31,-19.954746421756724,
berlin_7519ea1a,28800.0,car,22,f,low,900.0,false,800553.555672084,5824463.610850831,-5.879805900762181,
bb_e37d4c4c,28800.0,car,4,m,high,3600.0,false,806429.59,5842333.33,-12.796415986190853,
berlin_3914baba,28800.0,car,36,f,medium,3600.0,false,803351.2073966514,5819649.792505652,-10.735952389405456,
berlin_5c80525f,28800.0,car,48,m,high,3600.0,false,802035.1968407293,5826968.115244147,-6.5519374610883805,
berlin_89efbc3a,28800.0,car,5,m,medium,2600.0,false,794618.5683121802,5825600.064147567,-3.602268367430343,
berlin_c193b356,28800.0,car,54,m,high,3000.0,true,794215.628897544,5827815.83105516,-2.9652223237502926,
berlin_979e01b4,28800.0,car,20,f,medium,3000.0,false,807098.1703082705,5833568.269594094,-11.622543625116725,
berlin_d00572ce,28800.0,car,68,m,very_low,500.0,true,791174.1251617367,5826673.50820245,-5.071290392395502,
berlin_02082d66,28800.0,car,27,f,high,3600.0,false,805114.1856201848,5832883.534023039,-9.25553333237969,
bb_819d44e1,28800.0,car,70,f,medium,2000.0,false,785731.9,5811420.14,-13.694258156294795,
berlin_ccc1afd1,28800.0,car,11,m,very_high,5600.0,false,802226.0217131893,5820970.468610459,-9.128917579041978,
berlin_6b9377bf,28800.0,car,17,m,high,4600.0,false,809538.8354772094,5832903.882688583,-11.687430296965458,
berlin_ba1959a9,28800.0,car,85,m,medium,2000.0,false,802499.194110734,5825394.213625415,-8.43533258060791,
berlin_52f95961,28800.0,car,73,m,very_high,5600.0,false,793863.5074544955,5824168.961264686,-4.761744600701774,
berlin_83bfeed1,28800.0,car,19,f,medium,3000.0,false,793509.4349424036,5822399.976349729,-5.888535799936959,
bb_4cbfead5,28800.0,car,59,m,low,900.0,false,801603.91,5853961.84,-17.15004633471098,
berlin_8f37597e,28800.0,car,22,f,medium,3000.0,false,811116.3820453323,5831872.474102988,-12.719605469412743,
berlin_a8e868ff,28800.0,car,48,f,low,3000.0,false,789980.8099984832,5829546.689509292,-5.501461688425947,
