personId,sex,age_group,economic_status,restricted_mobility,income,income_bin,bezirk,access_base,access_policy,delta,changed
berlin_259a532f,f,15–29,low,No restriction,2000,2000,7,-13.942462222295555,-19.39585604962901,-5.453393827333455,TRUE
bb_9f5fdc42,f,45–59,medium,No restriction,3600,3600,NA,-13.36494214665714,-18.794746297514973,-5.429804150857832,TRUE
berlin_268418f8,f,60+,medium,No restriction,2000,2000,10,-3.1778897503026546,-26.81693417953433,-23.639044429231674,TRUE
berlin_79bf418d,m,60+,medium,Restricted mobility,2600,2600,7,-13.435312874172162,-19.945284072102464,-6.509971197930302,TRUE
berlin_ceb11c5d,f,30–44,high,No restriction,4600,4600,9,-10.663235589299084,-17.22490391245488,-6.561668323155796,TRUE
berlin_d7c71d08,f,30–44,high,No restriction,3000,3000,4,-5.297469240903803,-7.612118700314925,-2.3146494594111218,TRUE
berlin_d7cc2900,m,15–29,low,No restriction,1500,1500,7,-13.542065368835862,-20.879159595473094,-7.337094226637232,TRUE
berlin_752c2b2a,m,60+,medium,No restriction,1500,1500,6,-11.873859663392691,-19.548713912042217,-7.674854248649526,TRUE
bb_7512680b,m,45–59,low,No restriction,2000,2000,NA,-15.411239771962494,-18.45264004074071,-3.041400268778217,TRUE
berlin_12abf13a,f,45–59,low,No restriction,900,900,3,-14.308790371320654,-32.58649162014576,-18.277701248825103,TRUE
berlin_fcae33e3,m,60+,medium,Restricted mobility,2000,2000,1,-10.94622654958826,-13.818465387465672,-2.8722388378774113,TRUE
berlin_ac57bb84,m,<15,low,No restriction,2000,2000,11,-7.442771474421696,-26.96908469387186,-19.526313219450163,TRUE
berlin_a050c206,m,<15,high,No restriction,4600,4600,5,-10.568817497511317,-19.546168699253133,-8.977351201741817,TRUE
berlin_cedbaa9f,f,30–44,very_low,No restriction,1500,1500,2,-6.59276967458598,-16.438418393653226,-9.845648719067245,TRUE
berlin_319f9ea3,m,15–29,very_low,No restriction,499,499,11,-8.31303540471697,-54.10349698786034,-45.79046158314337,TRUE
berlin_8412a89f,f,30–44,very_high,No restriction,5600,5600,7,-10.6252145274598,-14.415763150035616,-3.790548622575816,TRUE
berlin_f55f1406,f,15–29,medium,No restriction,4600,4600,11,-5.191907049310214,-15.4747195236543,-10.282812474344087,TRUE
berlin_2bacfcdd,m,60+,medium,No restriction,3000,3000,6,-7.800966026901667,-13.458119338535774,-5.657153311634106,TRUE
berlin_48459800,f,45–59,medium,No restriction,3600,3600,6,-8.145200553431563,-15.086558298476213,-6.94135774504465,TRUE
berlin_57d8af40,m,60+,low,No restriction,1500,1500,8,-18.14669620252521,-26.398443665916002,-8.251747463390792,TRUE
berlin_6d72e520,f,60+,high,No restriction,3600,3600,8,-9.821768411943978,-15.709030697872699,-5.8872622859287205,TRUE
berlin_0f9ffdb5,m,<15,very_low,No restriction,900,900,4,-9.324637680638267,-11.404656838364282,-2.0800191577260154,TRUE
berlin_4a7e1713,m,<15,medium,No restriction,3600,3600,6,-9.881947127296181,-17.904091746111163,-8.022144618814982,TRUE
bb_8b76e068,f,30–44,high,No restriction,3600,3600,NA,-12.382640540402363,-14.929654256885273,-2.54701371648291,TRUE
bb_dcb40df8,f,30–44,medium,No restriction,2000,2000,NA,-13.88759706613202,-22.75358337245072,-8.8659863063187,TRUE
berlin_e10db4af,f,45–59,medium,No restriction,2600,2600,10,-4.183892162998328,-9.132184173631583,-4.948292010633255,TRUE
berlin_a77a41b9,m,30–44,medium,No restriction,2000,2000,8,-10.320650723708718,-18.05176438885003,-7.731113665141313,TRUE
berlin_42481719,f,60+,low,No restriction,1500,1500,1,-7.555071677042666,-9.452159068383551,-1.897087391340885,TRUE
berlin_ae839706,m,60+,medium,No restriction,2000,2000,7,-12.698611267932577,-17.66887627487673,-4.970265006944153,TRUE
bb_b2665d70,m,60+,high,Restricted mobility,2600,2600,NA,-15.849527736635949,-18.44353922238315,-2.5940114857472025,TRUE
berlin_1fdcf4f7,m,<15,low,No restriction,3000,3000,10,-1.9869160545965734,-6.457882826125928,-4.470966771529355,TRUE
berlin_a279a426,f,30–44,high,No restriction,3600,3600,9,-9.860887197523713,-17.47593875233659,-7.615051554812876,TRUE
berlin_90a3a0dc,f,45–59,low,Restricted mobility,900,900,9,-16.10609079779532,-31.415234249937015,-15.309143452141694,TRUE
berlin_de84e04d,m,60+,medium,Restricted mobility,1500,1500,11,-7.047860607371818,-20.90724825429132,-13.859387646919505,TRUE
bb_cbb22a4d,f,60+,low,No restriction,900,900,NA,-22.380040864737563,-34.73173289637846,-12.351692031640898,TRUE
berlin_7526f516,f,30–44,low,No restriction,3000,3000,12,-4.076505493345849,-19.65717726092918,-15.580671767583333,TRUE
berlin_eb88ca48,m,<15,very_high,No restriction,5600,5600,2,-4.720020463473057,-15.396571277883094,-10.676550814410037,TRUE
berlin_25c1bf91,f,30–44,medium,No restriction,1500,1500,12,-5.399127372214742,-33.49058989245816,-28.091462520243418,TRUE
berlin_e8ef9c17,m,<15,low,No restriction,2600,2600,1,-10.209393066946443,-12.924613684820832,-2.7152206178743885,TRUE
berlin_5c343862,m,60+,low,No restriction,1500,1500,6,-10.319110700689931,-16.850654231657575,-6.531543530967644,TRUE
berlin_4fe213a5,f,30–44,very_high,No restriction,5600,5600,10,-2.9258891246432315,-12.784495236025395,-9.858606111382162,TRUE
berlin_feade29a,m,<15,very_low,No restriction,1500,1500,5,-10.501763287317129,-24.389426523634356,-13.887663236317227,TRUE
berlin_f9d266f9,f,15–29,very_low,No restriction,900,900,8,-19.51151606990192,-28.839613924135076,-9.328097854233157,TRUE
berlin_d45cce05,m,<15,low,No restriction,1500,1500,1,-6.6978181674118975,-8.505075080798044,-1.807256913386146,TRUE
bb_a70e841e,m,45–59,medium,No restriction,1500,1500,NA,-32.9161486662441,-39.085228042396594,-6.169079376152496,TRUE
berlin_bc8de399,f,45–59,very_high,Restricted mobility,5600,5600,11,-5.950305429324476,-12.751133627239936,-6.80082819791546,TRUE
berlin_910b5d33,m,60+,very_high,No restriction,5600,5600,1,-6.314936802786393,-8.56666609504734,-2.251729292260947,TRUE
berlin_382f9da1,f,45–59,high,No restriction,4600,4600,8,-9.211105735159311,-14.983009073018357,-5.771903337859046,TRUE
berlin_f9a94387,m,60+,high,No restriction,4600,4600,2,-4.541000075382624,-13.708468587938668,-9.167468512556045,TRUE
bb_5bc86d88,m,45–59,high,No restriction,3600,3600,NA,-20.610742150908646,-29.070595122377235,-8.459852971468589,TRUE
berlin_7cecd19b,f,45–59,medium,No restriction,2600,2600,7,-11.806431467441127,-16.25429663022462,-4.447865162783492,TRUE
bb_fb713b79,f,60+,very_low,No restriction,500,500,NA,-51.49115969819973,-64.74844320990887,-13.25728351170914,TRUE
berlin_83360204,f,30–44,high,No restriction,3600,3600,2,-4.171812198028343,-20.08799642974989,-15.916184231721546,TRUE
bb_f0769ba5,m,60+,medium,No restriction,1500,1500,NA,-24.855198488970842,-32.25981752654604,-7.404619037575195,TRUE
bb_e43610e8,m,45–59,medium,Restricted mobility,3600,3600,NA,-16.817383460676645,-24.551384331244027,-7.734000870567382,TRUE
berlin_720f589a,m,15–29,very_low,No restriction,900,900,6,-17.8025523516614,-28.092940148126903,-10.290387796465502,TRUE
berlin_1a2d3281,m,45–59,very_low,Restricted mobility,500,500,5,-17.692940725080486,-49.73823833905729,-32.0452976139768,TRUE
berlin_712f7406,m,15–29,medium,No restriction,3600,3600,8,-6.5432687833293635,-12.304381492985213,-5.761112709655849,TRUE
bb_173ce538,m,30–44,low,No restriction,2000,2000,NA,-20.340299562836808,-28.051895682543073,-7.711596119706265,TRUE
berlin_3db57a69,m,30–44,medium,No restriction,2600,2600,3,-15.496614732590263,-22.89183383546173,-7.395219102871465,TRUE
bb_c561e787,m,<15,low,Restricted mobility,2000,2000,NA,-23.28264605519158,-34.848657806984306,-11.566011751792725,TRUE
berlin_c5fffff0,f,30–44,low,No restriction,900,900,7,-23.54867022653637,-32.123653670663195,-8.574983444126826,TRUE
bb_101a16c3,m,30–44,medium,No restriction,3000,3000,NA,-25.604107864564526,-34.0798088603078,-8.475700995743274,TRUE
berlin_b67a1f07,f,30–44,high,No restriction,4600,4600,11,-4.332528642026792,-33.2944824073443,-28.961953765317507,TRUE
bb_7511c957,m,30–44,high,No restriction,3600,3600,NA,-13.87247147208813,-20.00730808747316,-6.13483661538503,TRUE
berlin_41ba303d,f,15–29,very_low,No restriction,500,500,4,-16.317675348999536,-17.9820759547127,-1.664400605713162,TRUE
berlin_3c55114b,f,30–44,medium,No restriction,3600,3600,9,-9.224936276202913,-18.70257343764211,-9.477637161439196,TRUE
berlin_3fa5e912,f,30–44,very_high,No restriction,5600,5600,9,-6.932614448266481,-15.727824996620969,-8.795210548354488,TRUE
berlin_90f608b3,f,30–44,high,No restriction,4600,4600,2,-3.7438775853105537,-16.76707176342458,-13.023194178114025,TRUE
berlin_5c425f88,f,45–59,high,No restriction,4600,4600,1,-8.299445890363899,-11.142567203886093,-2.843121313522195,TRUE
berlin_88a5d67b,m,60+,medium,No restriction,2000,2000,4,-7.241883916648578,-8.492432743185228,-1.25054882653665,TRUE
berlin_5e8d2b8f,m,60+,high,Restricted mobility,2600,2600,6,-7.483742255096059,-14.705443918855371,-7.221701663759312,TRUE
berlin_5536ca8b,f,45–59,very_high,No restriction,5600,5600,7,-9.447501427276828,-14.143635934919496,-4.696134507642668,TRUE
berlin_59092b02,m,60+,medium,Restricted mobility,2000,2000,4,-6.1532475007086225,-8.773094064501874,-2.619846563793252,TRUE
berlin_371b8350,m,60+,very_high,No restriction,5600,5600,9,-6.125345150957664,-15.475812840673354,-9.350467689715689,TRUE
berlin_f89cb34f,f,15–29,medium,No restriction,2000,2000,9,-11.286571544492377,-20.113336715128465,-8.826765170636088,TRUE
bb_08a42cd3,f,30–44,medium,No restriction,3000,3000,NA,-19.25255207795015,-27.710410391740542,-8.457858313790393,TRUE
berlin_9316af61,f,30–44,low,No restriction,2600,2600,11,-6.96744464904573,-14.594179792157167,-7.626735143111437,TRUE
berlin_41d07942,m,30–44,high,No restriction,4600,4600,11,-5.030862775436037,-17.23980011949748,-12.208937344061443,TRUE
berlin_eebcdf86,f,45–59,low,No restriction,1500,1500,10,-4.683213620959869,-7.149531513657548,-2.4663178926976794,TRUE
bb_db588079,m,<15,very_low,Restricted mobility,900,900,NA,-34.36885230056905,-40.83800613180583,-6.469153831236774,TRUE
berlin_5d59f5b5,m,<15,medium,No restriction,3600,3600,4,-7.78091817459519,-9.805955679557803,-2.0250375049626133,TRUE
berlin_422b6305,f,45–59,very_low,No restriction,1500,1500,12,-8.858519652008038,-23.25102533356991,-14.392505681561872,TRUE
berlin_a4c228a5,f,15–29,low,No restriction,1500,1500,6,-13.166092704210865,-23.004394914778377,-9.838302210567512,TRUE
bb_a4268dfc,m,60+,low,No restriction,1500,1500,NA,-22.247730547375347,-33.51305759023848,-11.265327042863134,TRUE
bb_096744b9,f,60+,high,No restriction,3000,3000,NA,-15.969380542804926,-22.433441648335776,-6.464061105530851,TRUE
berlin_1a123b0c,m,<15,medium,No restriction,3000,3000,2,-4.158652903254527,-17.031742951112772,-12.873090047858245,TRUE
bb_03003770,m,45–59,medium,No restriction,1500,1500,NA,-26.116391152824665,-33.638848693648896,-7.522457540824231,TRUE
berlin_d71d8fc3,f,60+,high,No restriction,3000,3000,5,-6.87605918184653,-22.99175089345749,-16.115691711610957,TRUE
berlin_4a7a7bdc,m,15–29,medium,No restriction,1500,1500,4,-6.224555333811132,-10.752164221392343,-4.527608887581211,TRUE
berlin_5f6ce57c,f,30–44,high,No restriction,4600,4600,4,-9.396998699426584,-11.727161040953478,-2.3301623415268935,TRUE
bb_d5711f75,m,45–59,low,No restriction,900,900,NA,-29.31225313507349,-39.67620652072407,-10.363953385650582,TRUE
berlin_d9dc9f2d,f,60+,low,No restriction,900,900,5,-11.564924232924973,-34.080887452557086,-22.515963219632113,TRUE
berlin_d7ca09e0,f,30–44,high,No restriction,3600,3600,10,-3.903729093328439,-5.619667016500754,-1.7159379231723153,TRUE
berlin_b676cc55,f,15–29,low,No restriction,900,900,4,-15.058530606480376,-16.617951139230897,-1.5594205327505204,TRUE
bb_5e312999,m,<15,very_low,No restriction,2000,2000,NA,-19.30952732734226,-21.68160833588171,-2.3720810085394497,TRUE
berlin_25fb3f32,m,15–29,high,No restriction,5600,5600,6,-9.41011043059475,-12.46314357524648,-3.05303314465173,TRUE
bb_d076857e,m,15–29,medium,No restriction,2000,2000,NA,-32.28027476790635,-34.47131380721484,-2.1910390393084924,TRUE
berlin_aa449f8f,m,45–59,high,No restriction,3000,3000,12,-3.2459841344086597,-23.431905975401808,-20.18592184099315,TRUE
berlin_205e2680,f,30–44,high,No restriction,4600,4600,9,-8.41440462124513,-17.242113178389594,-8.827708557144465,TRUE
berlin_8a890060,m,45–59,very_high,No restriction,5600,5600,11,-5.61886498910595,-18.77338979837661,-13.154524809270658,TRUE
berlin_f281a761,f,30–44,very_high,No restriction,5600,5600,1,-6.542948135379838,-8.891792940926761,-2.348844805546923,TRUE
berlin_92405e39,f,30–44,medium,No restriction,2000,2000,1,-6.237532347056951,-7.925063369526548,-1.6875310224695967,TRUE
berlin_c5a73139,f,30–44,medium,No restriction,2000,2000,12,-10.723442209672958,-22.661018211170582,-11.937576001497623,TRUE
berlin_dcbeccb6,m,60+,low,Restricted mobility,1500,1500,9,-11.777646232265418,-24.22967592617478,-12.452029693909363,TRUE
berlin_a8fcf773,m,<15,medium,No restriction,3600,3600,5,-10.643736342298839,-20.206420970584915,-9.562684628286076,TRUE
berlin_4cf3d165,m,60+,medium,No restriction,2000,2000,4,-6.383568755382741,-7.887481050213206,-1.5039122948304655,TRUE
berlin_92c62bf1,f,15–29,very_high,No restriction,5600,5600,12,-3.4734039355930264,-20.5035628810414,-17.030158945448374,TRUE
berlin_199b632b,m,60+,medium,No restriction,3000,3000,7,-12.488165193110323,-17.74166735466772,-5.253502161557396,TRUE
berlin_1d0d5887,m,15–29,very_high,No restriction,5600,5600,3,-9.631804506968646,-17.220595762435966,-7.588791255467321,TRUE
berlin_5e60af8a,f,45–59,high,No restriction,4600,4600,4,-4.737678396311282,-6.993482380366285,-2.255803984055003,TRUE
berlin_7e6831da,f,45–59,very_high,No restriction,5600,5600,2,-5.504152870450864,-13.112310061183845,-7.608157190732981,TRUE
berlin_981527ad,m,<15,high,Restricted mobility,4600,4600,2,-5.056256012850756,-14.761593327673612,-9.705337314822856,TRUE
berlin_0b62ca3b,m,60+,medium,Restricted mobility,2000,2000,3,-16.91022094126485,-26.17470890584988,-9.26448796458503,TRUE
bb_a4b7da69,f,30–44,high,No restriction,5600,5600,NA,-12.354624243249003,-18.345481323206243,-5.990857079957241,TRUE
bb_b1ab7d9b,f,<15,high,No restriction,3600,3600,NA,-13.243880356584095,-23.496936867826282,-10.253056511242187,TRUE
bb_785ad4d5,m,60+,high,No restriction,3000,3000,NA,-21.519267701348923,-25.90228969146293,-4.383021990114006,TRUE
berlin_b9a9c730,m,60+,high,Restricted mobility,3600,3600,3,-15.282471508042159,-24.25419400302782,-8.971722494985661,TRUE
berlin_45826bf5,m,60+,high,No restriction,3600,3600,10,-3.393203350115327,-8.000740504889322,-4.607537154773995,TRUE
berlin_20475c53,f,30–44,medium,No restriction,1500,1500,1,-8.621615900387003,-10.795064586434377,-2.173448686047374,TRUE
berlin_71541982,f,60+,medium,No restriction,1500,1500,4,-9.079804095624038,-11.83424227973505,-2.754438184111013,TRUE
berlin_5647da4d,m,45–59,medium,No restriction,3000,3000,4,-7.913121135436617,-10.522021356357858,-2.6089002209212406,TRUE
berlin_3949a3a7,m,<15,medium,Restricted mobility,3600,3600,6,-8.500942558968234,-12.184682039288996,-3.683739480320762,TRUE
berlin_95ffbd25,m,60+,very_high,No restriction,5600,5600,2,-3.6120282654391334,-21.215022532822083,-17.60299426738295,TRUE
berlin_5fd8dc24,m,60+,medium,Restricted mobility,2000,2000,6,-8.269582925601556,-14.263297565349333,-5.993714639747777,TRUE
berlin_61c5c00f,m,<15,high,No restriction,3600,3600,4,-9.131389823242696,-12.049017197392308,-2.917627374149612,TRUE
berlin_c4448ffc,m,60+,high,No restriction,3600,3600,9,-9.967648172133673,-17.314399949286017,-7.346751777152344,TRUE
berlin_89a08a3f,f,30–44,medium,No restriction,2600,2600,6,-10.297070634714748,-18.040109151034432,-7.743038516319684,TRUE
berlin_f7e3cec5,f,45–59,very_low,No restriction,500,500,10,-5.910471361372977,-8.605224835350574,-2.694753473977597,TRUE
berlin_3e106aaa,f,30–44,low,No restriction,900,900,10,-4.778818028520881,-8.083944342365841,-3.3051263138449603,TRUE
bb_f2200aee,m,45–59,low,No restriction,900,900,NA,-30.836607644690098,-32.216734411144564,-1.3801267664544667,TRUE
berlin_417ba1bb,m,45–59,medium,No restriction,1500,1500,6,-11.538967548413698,-16.235984157162477,-4.697016608748779,TRUE
berlin_1e38f02e,m,60+,high,No restriction,2600,2600,2,-5.475861443447939,-14.350594077680055,-8.874732634232117,TRUE
berlin_0a78967b,f,30–44,medium,No restriction,2000,2000,1,-4.9080090771509575,-6.858624240491252,-1.9506151633402942,TRUE
berlin_c5a48ee3,m,<15,medium,No restriction,3600,3600,12,-4.588871046006608,-17.09095095685895,-12.502079910852343,TRUE
berlin_1cd0115a,f,45–59,low,Restricted mobility,1500,1500,12,-12.851308540887409,-25.504655223331444,-12.653346682444035,TRUE
berlin_75980acf,m,45–59,high,No restriction,4600,4600,12,-3.7515896034663228,-18.546167206731056,-14.794577603264733,TRUE
berlin_86c1099f,f,15–29,low,No restriction,900,900,7,-17.993171337737017,-23.89413556837138,-5.9009642306343615,TRUE
berlin_45f029b4,m,15–29,low,No restriction,3000,3000,4,-6.792429786038177,-9.841520895922162,-3.0490911098839852,TRUE
berlin_535eb55a,f,30–44,medium,No restriction,3000,3000,11,-6.875837729407512,-20.595190576833264,-13.719352847425753,TRUE
bb_2652270b,f,45–59,medium,No restriction,3000,3000,NA,-15.733064041762795,-21.52778551283045,-5.794721471067657,TRUE
berlin_b6bfacb0,m,60+,medium,Restricted mobility,2000,2000,9,-11.050113570215139,-22.35176974600414,-11.301656175789002,TRUE
bb_20bcb9ff,f,<15,high,No restriction,4600,4600,NA,-15.412671349247024,-18.240694409530484,-2.82802306028346,TRUE
berlin_49ca73ba,f,45–59,high,No restriction,3600,3600,12,-4.635496983029702,-26.91741233599926,-22.281915352969555,TRUE
berlin_19f6af0d,m,60+,medium,No restriction,2000,2000,3,-18.607527073800536,-26.20835623919656,-7.600829165396025,TRUE
bb_619dd983,m,30–44,very_high,No restriction,5600,5600,NA,-12.997044758735218,-18.75919625837837,-5.762151499643153,TRUE
berlin_5e51d890,m,45–59,medium,No restriction,3000,3000,4,-5.379244606159223,-14.414743888494959,-9.035499282335735,TRUE
berlin_d19ed083,f,45–59,medium,No restriction,1500,1500,6,-12.504061417288725,-15.674516755809496,-3.170455338520771,TRUE
berlin_1ac419eb,f,45–59,very_high,No restriction,5600,5600,12,-10.76556074081042,-18.845111948893443,-8.079551208083023,TRUE
berlin_214454c5,m,<15,high,No restriction,4600,4600,8,-9.143059459284071,-14.887093786290723,-5.744034327006652,TRUE
berlin_ef1eac3c,m,60+,medium,No restriction,2000,2000,9,-8.261568908862024,-19.57636135449274,-11.314792445630715,TRUE
berlin_9a2737ae,f,60+,medium,No restriction,3000,3000,3,-13.929732025890141,-20.821671225605666,-6.891939199715525,TRUE
berlin_fddc4f25,m,45–59,medium,No restriction,2000,2000,1,-7.7250166879563,-9.506595523031363,-1.781578835075063,TRUE
berlin_4369b0f9,m,45–59,high,No restriction,2600,2600,4,-6.046561494648541,-9.899925089024546,-3.8533635943760043,TRUE
berlin_b3579c10,m,15–29,high,No restriction,5600,5600,8,-5.848787246240121,-11.740878751933327,-5.892091505693205,TRUE
berlin_c5e13e64,m,<15,medium,No restriction,3600,3600,4,-6.860481177088707,-9.093138127489107,-2.2326569504003997,TRUE
bb_b1cd2627,m,60+,low,Restricted mobility,900,900,NA,-24.609112465394418,-32.11561656722573,-7.506504101831311,TRUE
berlin_9e65f46a,m,60+,high,No restriction,4600,4600,8,-7.723665496616927,-13.309230865618575,-5.585565369001649,TRUE
bb_85b9653d,f,45–59,high,No restriction,3000,3000,NA,-24.068839083870923,-33.51025256195272,-9.441413478081795,TRUE
berlin_3018149f,m,30–44,medium,No restriction,3600,3600,7,-11.065066096011282,-15.70164623373475,-4.6365801377234686,TRUE
berlin_c46e889d,m,<15,medium,No restriction,2600,2600,12,-6.223316166458249,-17.032548864043967,-10.809232697585719,TRUE
berlin_bfe9c2d2,f,15–29,high,No restriction,3600,3600,6,-10.356148293393952,-17.80861679697795,-7.452468503583999,TRUE
berlin_7ba9ce7c,m,45–59,low,No restriction,900,900,7,-17.99574095004535,-23.08748960185993,-5.09174865181458,TRUE
bb_5c7f5761,m,60+,medium,No restriction,2600,2600,NA,-14.592447895274422,-17.42850596819378,-2.836058072919357,TRUE
bb_bf9019d1,m,45–59,very_high,No restriction,5600,5600,NA,-13.25247206197122,-18.53283194950318,-5.28035988753196,TRUE
berlin_48d38f5d,m,45–59,medium,No restriction,3000,3000,9,-9.272625279643929,-19.03985915229801,-9.767233872654081,TRUE
berlin_3b0e5188,m,<15,low,No restriction,2600,2600,4,-5.703741950677578,-8.189767676057558,-2.48602572537998,TRUE
berlin_f32d6521,m,60+,high,No restriction,4600,4600,9,-7.656999644517476,-16.567903958548644,-8.910904314031168,TRUE
berlin_e197a019,m,<15,very_low,No restriction,900,900,11,-10.361457813120937,-23.155122697397456,-12.793664884276518,TRUE
berlin_937311c2,f,15–29,medium,No restriction,1500,1500,4,-11.039064724799616,-12.483669454047101,-1.4446047292474855,TRUE
berlin_eb098b99,m,60+,medium,Restricted mobility,2000,2000,7,-15.315227372713473,-21.09844987781788,-5.783222505104408,TRUE
berlin_48d9d5e1,f,45–59,high,No restriction,4600,4600,5,-6.73746055996168,-18.54614500246002,-11.80868444249834,TRUE
berlin_d142798b,m,60+,very_high,No restriction,4600,4600,5,-10.266188955357169,-18.879560607625972,-8.613371652268803,TRUE
bb_37aec5d5,m,60+,medium,No restriction,1500,1500,NA,-18.88815840117525,-20.86948449739438,-1.9813260962191315,TRUE
bb_33181960,f,60+,very_low,No restriction,500,500,NA,-32.46447907375768,-48.25874526030396,-15.794266186546281,TRUE
bb_dc231c85,f,45–59,medium,No restriction,1500,1500,NA,-17.343019150982325,-25.42846991454779,-8.085450763565465,TRUE
bb_dfa7ec18,m,45–59,medium,No restriction,2000,2000,NA,-18.734758945042284,-29.13633367717819,-10.401574732135906,TRUE
bb_fc86d5b2,f,60+,low,No restriction,900,900,NA,-22.333958292641377,-36.87003261455288,-14.536074321911507,TRUE
berlin_5fe8960c,m,60+,medium,No restriction,2000,2000,2,-7.9485341069683555,-17.846073650049227,-9.897539543080871,TRUE
bb_f524a1a2,f,30–44,medium,No restriction,1500,1500,NA,-31.542100855323177,-37.209357301253064,-5.667256445929887,TRUE
berlin_96fc8bc8,m,15–29,medium,No restriction,3000,3000,6,-10.245323696344363,-17.994370109827088,-7.749046413482725,TRUE
berlin_77dba0c2,f,15–29,low,No restriction,900,900,9,-20.452587845435616,-31.41582456441952,-10.963236718983904,TRUE
berlin_4f3c74e6,m,60+,low,No restriction,1500,1500,9,-8.908114941882733,-21.351682861797993,-12.44356791991526,TRUE
berlin_7d1aa263,m,30–44,very_low,No restriction,500,500,11,-11.685926042239194,-50.79261722691679,-39.106691184677594,TRUE
berlin_81bde3a4,f,45–59,medium,No restriction,3600,3600,12,-5.989674698168217,-17.059528666714492,-11.069853968546274,TRUE
berlin_2d5c1b0a,f,45–59,high,No restriction,3600,3600,2,-3.990348829518328,-17.087034395359797,-13.096685565841469,TRUE
berlin_d1afd8d2,m,15–29,medium,No restriction,3000,3000,11,-6.382182403605767,-15.396770838134254,-9.014588434528488,TRUE
berlin_cc6294c4,f,15–29,medium,No restriction,3000,3000,4,-5.037621458875726,-11.539688582281807,-6.50206712340608,TRUE
berlin_a6a46801,m,<15,medium,No restriction,3000,3000,4,-6.102532098290167,-7.6623378957513095,-1.5598057974611423,TRUE
berlin_10291893,m,<15,medium,No restriction,3600,3600,12,-5.8267246821418075,-16.89657865068808,-11.069853968546273,TRUE
bb_715928ee,f,30–44,medium,No restriction,3600,3600,NA,-13.112719370594432,-19.471412053194847,-6.358692682600415,TRUE
berlin_489783a4,m,<15,very_low,No restriction,2000,2000,2,-6.116711880393378,-17.983528525844992,-11.866816645451614,TRUE
berlin_da1727e9,m,15–29,very_low,No restriction,1500,1500,5,-9.553637722581431,-26.46724060046579,-16.913602877884358,TRUE
berlin_d7f31a1e,m,45–59,very_high,No restriction,5600,5600,5,-5.473481214275727,-23.101699580765974,-17.628218366490245,TRUE
berlin_fb095bf8,m,60+,medium,No restriction,2000,2000,7,-12.764939705547128,-17.8811693974012,-5.116229691854073,TRUE
bb_4f7d5618,m,<15,very_high,No restriction,5600,5600,NA,-16.082523520882184,-20.47933486016449,-4.396811339282305,TRUE
berlin_e162974e,m,30–44,very_high,No restriction,5600,5600,4,-4.513073758073999,-10.735794854866766,-6.2227210967927675,TRUE
berlin_ac54b338,f,30–44,low,No restriction,2000,2000,3,-16.708755397696738,-25.31520605977243,-8.60645066207569,TRUE
berlin_a705c80f,f,45–59,high,No restriction,5600,5600,11,-5.765365534863205,-14.103968581642885,-8.33860304677968,TRUE
berlin_28be96e4,m,15–29,low,No restriction,2600,2600,6,-10.708697862729162,-14.094882005845825,-3.3861841431166635,TRUE
bb_b8de85bf,m,30–44,low,No restriction,2000,2000,NA,-44.843098959908346,-50.061867650180794,-5.218768690272448,TRUE
bb_21bb94b4,m,60+,medium,No restriction,2000,2000,NA,-11.489053417850025,-13.763371126915809,-2.274317709065784,TRUE
berlin_844c6ca4,f,30–44,medium,No restriction,3000,3000,7,-14.267570290990875,-19.61363966905148,-5.346069378060605,TRUE
berlin_1e5488d9,f,30–44,high,No restriction,3600,3600,3,-11.6574144593188,-20.885677348035628,-9.228262888716829,TRUE
berlin_e7bc030b,f,45–59,low,No restriction,900,900,11,-11.392053861835816,-26.81684518821936,-15.424791326383545,TRUE
berlin_a46954e3,f,30–44,medium,No restriction,3000,3000,6,-7.146989061491909,-13.048314258012844,-5.9013251965209355,TRUE
berlin_737e7e61,m,<15,very_high,No restriction,5600,5600,8,-8.411279517681036,-13.515735937402352,-5.104456419721316,TRUE
berlin_519afac9,m,15–29,low,Restricted mobility,1500,1500,9,-12.02735411521244,-23.166559946272862,-11.139205831060423,TRUE
berlin_a3afc82c,f,30–44,medium,No restriction,1500,1500,7,-13.935833028737958,-18.47992484030574,-4.54409181156778,TRUE
berlin_54d79258,f,15–29,high,No restriction,3600,3600,12,-3.3871679652728393,-21.139297606701394,-17.752129641428553,TRUE
bb_497c8ab6,m,30–44,high,No restriction,3600,3600,NA,-16.193188744060066,-20.993295372290657,-4.800106628230591,TRUE
berlin_7e70092c,m,<15,high,No restriction,3600,3600,3,-14.943904654351325,-22.958969695113602,-8.015065040762277,TRUE
berlin_82a7e581,m,60+,high,No restriction,4600,4600,2,-6.27329114324453,-14.692022059443053,-8.418730916198523,TRUE
berlin_c4560d0f,f,45–59,high,No restriction,4600,4600,2,-5.1471944118471615,-14.309585982639002,-9.16239157079184,TRUE
berlin_73cfcbd3,m,15–29,low,Restricted mobility,2600,2600,6,-10.266824671336293,-12.902859733407217,-2.636035062070924,TRUE
berlin_ab4b5627,m,45–59,high,No restriction,4600,4600,3,-12.34892617661694,-21.027605756264165,-8.678679579647225,TRUE
berlin_012b580f,m,15–29,high,No restriction,3600,3600,2,-5.2057436096809635,-15.952377373546415,-10.746633763865452,TRUE
